Z    N    Binding_E_(MeV)   S_1p_(MeV)   S_2p_(MeV)   S_1n_(MeV)   S_2n_(MeV)   Q_alpha_(MeV)
64   82   -1205.788         20.1205      7.541        14.7975      22.315       -0.318       
64   83   -1211.076         20.912       9.099        5.288        20.0855      1.3125       
64   84   -1220.714         20.8585      8.967        9.638        14.926       5.833        
64   85   -1224.5955        21.00975     10.9495      3.8815       13.5195      5.6815       
64   86   -1236.317         20.001       10.612       11.7215      15.603       3.73         
64   87   -1239.692         20.152       11.779       3.375        15.0965      2.254        
64   88   -1251.567         19.893       12.126       11.875       15.25        2.438        
64   89   -1253.108         20.13375     12.8275      1.541        13.416       3.105        
64   90   -1266.079         20.3695      13.519       12.971       14.512       1.662        
64   91   -1266.204         18.97375     13.9925      0.125        13.096       2.3765       
64   92   -1280.199         17.758       14.826       13.995       14.12        0.661        
64   93   -1280.284         17.5095      15.349       0.085        14.08        0.2275       
64   94   -1294.139         17.331       16.012       13.855       13.94        -0.466       
64   95   -1294.1105        17.48325     16.6015      -0.0285      13.8265      -0.8755      
64   96   -1307.232         17.6705      17.261       13.1215      13.093       -0.805       
64   97   -1306.946         17.905       17.9         -0.286       12.8355      -1.137       
64   98   -1319.62          18.1495      18.559       12.674       12.388       -1.349       
64   99   -1319.504         18.556       19.142       -0.116       12.558       -2.158       
64   100  -1331.108         19.0075      19.815       11.604       11.488       -1.747       
64   101  -1330.347         19.70125     20.6025      -0.761       10.843       -1.685       
64   102  -1341.636         20.255       21.11        11.289       10.528       -2.043       
64   103  -1340.4315        21.42375     22.4475      -1.2045      10.0845      -2.387       
64   104  -1351.467         21.8625      22.325       11.0355      9.831        -2.641       
64   105  -1350.268         23.305       23.72        -1.199       9.8365       -3.984       
64   106  -1360.439         23.8775      23.375       10.171       8.972        -2.997       
64   107  -1357.818         25.20975     24.4745      -2.621       7.55         -2.97        
64   108  -1368.497         25.927       24.344       10.679       8.058        -3.133       
64   109  -1364.712         27.17775     25.3955      -3.785       6.894        -3.0685      
64   110  -1376.157         27.8535      25.297       11.445       7.66         -3.704       
64   111  -1373.4065        29.26        27.12        -2.7505      8.6945       -5.79        
64   112  -1383.436         29.3165      26.243       10.0295      7.279        -4.276       
64   113  -1378.459         29.7035      27.992       -4.977       5.0525       -3.8725      
64   114  -1390.422         28.7205      27.001       11.963       6.986        -4.929       
64   115  -1382.5645        29.585       28.405       -7.8575      4.1055       -3.7975      
64   116  -1397.397         29.4845      27.879       14.8325      6.975        -5.676       
64   117  -1389.5785        30.7305      29.746       -7.8185      7.014        -7.119       
64   118  -1403.9           30.4715      28.603       14.3215      6.503        -6.082       
64   119  -1395.98          32.03175     30.4035      -7.92        6.4015       -7.8475      
64   120  -1410.29          32.077       29.174       14.31        6.39         -6.693       
64   121  -1403.6155        34.3775      32.48        -6.6745      7.6355       -9.739       
64   122  -1416.911         33.728       29.886       13.2955      6.621        -7.495       
64   123  -1412.2045        35.43275     32.6055      -4.7065      8.589        -12.769      
64   124  -1423.858         34.7325      30.515       11.6535      6.947        -8.533       
64   125  -1423.577         35.021       31.042       -0.281       11.3725      -15.678      
64   126  -1430.786         35.2295      31.409       7.209        6.928        -9.143       
64   127  -1427.1605        *            *            -3.6255      3.5835       -6.3255      
64   128  -1431.285         *            *            4.1245       0.499        -3.608       
64   129  -1422.8575        *            *            -8.4275      -4.303       *            
64   130  -1431.84          *            *            8.9825       0.555        *            
64   131  -1424.274         *            *            -7.566       1.4165       *            
64   132  -1433.528         34.328       34.276       9.254        1.688        *            
64   133  -1426.0645        35.014       36.078       -7.4635      1.7905       *            
64   134  -1435.041         34.365       35.21        8.9765       1.513        -7.489       
64   135  -1425.199         35.0715      36.658       -9.842       -0.8655      -6.9125      
64   136  -1436.247         34.773       36.096       11.048       1.206        -8.116       
64   137  -1424.046         35.42025     37.5105      -12.201      -1.153       -7.205       
64   138  -1437.235         35.1075      37.005       13.189       0.988        -8.784       
64   139  -1424.477         36.237       39.959       -12.758      0.431        -9.6415      
64   140  -1438.339         35.0115      38.203       13.862       1.104        -9.809       
64   141  -1426.4095        36.39475     41.4495      -11.9295     1.9325       -13.5915     
64   142  -1439.35          34.953       39.046       12.9405      1.011        -10.914      
64   143  -1427.344         *            *            -12.006      0.9345       -14.084      
64   144  -1439.988         *            *            12.644       0.638        -11.384      
64   145  -1426.5585        *            *            -13.4295     -0.7855      *            
64   146  -1440.199         *            *            13.6405      0.211        *            
65   72   -1085.7225        -8.6115      2.9315       *            *            3.0345       
65   73   -1091.60725       -7.91575     4.24975      5.88475      *            1.87925      
65   74   -1109.437         -7.595       5.118        17.82975     23.7145      1.654        
65   75   -1109.9645        -9.962       4.369        0.5275       18.35725     5.693        
65   76   -1127.212         -12.049      4.015        17.2475      17.775       5.407        
65   77   -1129.47725       -12.68125    4.192        2.26525      19.51275     4.41825      
65   78   -1148.2475        -13.2085     4.054        18.77025     21.0355      3.2495       
65   79   -1150.4875        -14.942      3.585        2.24         21.01025     3.09775      
65   80   -1166.7825        -16.6905     2.681        16.295       18.535       5.711        
65   81   -1174.4895        -16.501      3.235        7.707        24.002       0.713        
65   82   -1189.5015        -16.2865     3.834        15.012       22.719       2.9          
65   83   -1195.74075       -15.33525    5.57675      6.23925      21.25125     3.81375      
65   84   -1205.83          -14.884      5.9745       10.08925     16.3285      8.1375       
65   85   -1211.62475       -12.97075    8.039        5.79475      15.884       6.83925      
65   86   -1224.6195        -11.6975     8.3035       12.99475     18.7895      3.536        
65   87   -1229.23875       -10.45325    9.69875      4.61925      17.614       2.647        
65   88   -1242.293         -9.274       10.619       13.05425     17.6735      2.323        
65   89   -1244.4855        -8.6225      11.51125     2.1925       15.24675     3.3545       
65   90   -1258.198         -7.881       12.4885      13.7125      15.905       1.776        
65   91   -1259.5515        -6.6525      12.32125     1.3535       15.066       1.72275      
65   92   -1275.03          -5.169       12.589       15.4785      16.832       -1.0205      
65   93   -1275.463         -4.821       12.6885      0.433        15.9115      0.06725      
65   94   -1290.011         -4.128       13.203       14.548       14.981       0.73         
65   95   -1290.27325       -3.83725     13.646       0.26225      14.81025     0.80125      
65   96   -1303.8355        -3.3965      14.274       13.56225     13.8245      1.2725       
65   97   -1303.937         -3.009       14.896       0.1015       13.66375     0.99025      
65   98   -1317.1585        -2.4615      15.688       13.2215      13.323       0.703        
65   99   -1317.1795        -2.3245      16.2315      0.021        13.2425      0.1615       
65   100  -1329.3205        -1.7875      17.22        12.141       12.162       0.45         
65   101  -1328.62925       -1.71775     17.9835      -0.69125     11.44975     0.61875      
65   102  -1340.273         -1.363       18.892       11.64375     10.9525      0.1275       
65   103  -1339.2525        -1.179       20.24475     -1.0205      10.62325     -0.30675     
65   104  -1350.212         -1.255       20.6075      10.9595      9.939        -0.531       
65   105  -1349.03525       -1.23275     22.07225     -1.17675     9.78275      -1.7275      
65   106  -1358.6585        -1.7805      22.097       9.62325      8.4465       -0.754       
65   107  -1355.9745        -1.8435      23.36625     -2.684       6.93925      -0.7115      
65   108  -1365.9655        -2.5315      23.3955      9.991        7.307        -1.104       
65   109  -1362.0945        -2.6175      24.56025     -3.871       6.12         -1.18625     
65   110  -1372.8035        -3.3535      24.5         10.709       6.838        -1.9335      
65   111  -1370.29825       -3.10825     26.15175     -2.50525     8.20375      -4.464       
65   112  -1379.518         -3.918       25.3985      9.21975      6.7145       -2.9145      
65   113  -1375.848         -2.611       27.0925      -3.67        5.54975      -3.4015      
65   114  -1386.303         -4.119       24.6015      10.455       6.785        -3.8835      
65   115  -1380.33475       -2.22975     27.35525     -5.96825     4.48675      -3.27925     
65   116  -1394.5765        -2.8205      26.664       14.24175     8.2735       -4.575       
65   117  -1387.00775       -2.57075     28.15975     -7.56875     6.673        -5.72825     
65   118  -1400.544         -3.356       27.1155      13.53625     5.9675       -4.3315      
65   119  -1392.17525       -3.80475     28.227       -8.36875     5.1675       -5.02725     
65   120  -1404.8865        -5.4035      26.6735      12.71125     4.3425       -3.158       
65   121  -1397.96525       -5.65025     28.72725     -6.92125     5.79         -5.717       
65   122  -1409.964         -6.947       26.781       11.99875     5.0775       -3.451       
65   123  -1404.86425       -7.34025     28.0925      -5.09975     6.899        -7.32625     
65   124  -1415.4695        -8.3885      26.344       10.60525     5.5055       -3.9865      
65   125  -1415.4375        -8.1395      26.8815      -0.032       10.57325     -10.36575    
65   126  -1422.7905        -7.9955      27.234       7.353        7.321        -5.365       
65   127  -1419.3           -7.8605      *            -3.4905      3.8625       -2.444       
65   128  -1423.4645        -7.8205      *            4.1645       0.674        0.392        
65   129  -1416.325         -6.5325      *            -7.1395      -2.975       *            
65   130  -1425.9055        -5.9345      *            9.5805       2.441        *            
65   131  -1420.26675       -4.00725     *            -5.63875     3.94175      *            
65   132  -1430.548         -2.98        31.348       10.28125     4.6425       *            
65   133  -1424.03025       -2.03425     32.97975     -6.51775     3.7635       *            
65   134  -1433.4075        -1.6335      32.7315      9.37725      2.8595       -5.9075      
65   135  -1424.30925       -0.88975     34.18175     -9.09825     0.279        -4.95875     
65   136  -1435.621         -0.626       34.147       11.31175     2.2135       -6.645       
65   137  -1424.46625       0.42025      35.8405      -11.15475    0.157        -6.03875     
65   138  -1438.0565        0.8215       35.929       13.59025     2.4355       -8.2825      
65   139  -1426.5925        2.1155       38.3525      -11.464      2.12625      -9.66675     
65   140  -1440.8535        2.5145       37.526       14.261       2.797        -10.426      
65   141  -1429.60625       3.19675      39.5915      -11.24725    3.01375      -13.06625    
65   142  -1442.254         2.904        37.857       12.64775     1.4005       -10.6265     
65   143  -1430.92375       3.57975      *            -11.33025    1.3175       -12.609      
65   144  -1443.0185        3.0305       *            12.09475     0.7645       -10.3215     
65   145  -1430.42825       3.86975      *            -12.59025    -0.4955      *            
65   146  -1443.143         2.944        *            12.71475     0.1245       *            
66   72   -1094.711         8.9885       0.377        *            *            3.868        
66   73   -1100.8515        9.24425      1.3285       6.1405       *            3.685        
66   74   -1118.562         9.125        1.53         17.7105      23.851       4.072        
66   75   -1121.7725        11.808       1.846        3.2105       20.921       6.0505       
66   76   -1141.983         14.771       2.722        20.2105      23.421       3.349        
66   77   -1145.311         15.83375     3.1525       3.328        23.5385      2.9155       
66   78   -1165.249         17.0015      3.793        19.938       23.266       2.312        
66   79   -1169.5855        19.098       4.156        4.3365       24.2745      0.873        
66   80   -1187.962         21.1795      4.489        18.3765      22.713       1.794        
66   81   -1196.0735        21.584       5.083        8.1115       26.488       -2.344       
66   82   -1211.515         22.0135      5.727        15.4415      23.553       0.258        
66   83   -1218.0455        22.30475     6.9695       6.5305       21.972       1.245        
66   84   -1227.926         22.096       7.212        9.8805       16.411       6.162        
66   85   -1233.194         21.56925     8.5985       5.268        15.1485      6.182        
66   86   -1245.022         20.4025      8.705        11.828       17.096       3.992        
66   87   -1249.1555        19.91675     9.4635       4.1335       15.9615      3.74         
66   88   -1261.659         19.366       10.092       12.5035      16.637       2.958        
66   89   -1263.788         19.3025      10.68        2.129        14.6325      4.204        
66   90   -1277.527         19.329       11.448       13.739       15.868       2.34         
66   91   -1277.959         18.4075      11.755       0.432        14.171       3.449        
66   92   -1292.771         17.741       12.572       14.812       15.244       1.608        
66   93   -1293.052         17.589       12.768       0.281        15.093       1.452        
66   94   -1307.793         17.782       13.654       14.741       15.022       0.706        
66   95   -1308.186         17.91275     14.0755      0.393        15.134       0.398        
66   96   -1322.029         18.1935      14.797       13.843       14.236       0.41         
66   97   -1322.158         18.221       15.212       0.129        13.972       0.2525       
66   98   -1335.567         18.4085      15.947       13.409       13.538       -0.035       
66   99   -1335.65          18.4705      16.146       0.083        13.492       -0.404       
66   100  -1348.253         18.9325      17.145       12.603       12.686       -0.333       
66   101  -1347.8715        19.24225     17.5245      -0.3815      12.2215      -0.0675      
66   102  -1360.11          19.837       18.474       12.2385      11.857       -0.702       
66   103  -1359.8285        20.576       19.397       -0.2815      11.957       -1.1815      
66   104  -1371.267         21.055       19.8         11.4385      11.157       -1.331       
66   105  -1371.2575        22.22225     20.9895      -0.0095      11.429       -2.526       
66   106  -1381.478         22.8195      21.039       10.2205      10.211       -1.711       
66   107  -1380.056         24.0815      22.238       -1.422       8.7985       -1.488       
66   108  -1390.684         24.7185      22.187       10.628       9.206        -1.945       
66   109  -1388.087         25.9925      23.375       -2.597       8.031        -1.969       
66   110  -1399.42          26.6165      23.263       11.333       8.736        -2.623       
66   111  -1398.23          27.93175     24.8235      -1.19        10.143       -5.218       
66   112  -1407.71          28.192       24.274       9.48         8.29         -3.253       
66   113  -1405.877         30.029       27.418       -1.833       7.647        -4.1705      
66   114  -1415.354         29.051       24.932       9.477        7.644        -3.618       
66   115  -1410.43          30.09525     27.8655      -4.924       4.553        -3.671       
66   116  -1423.236         28.6595      25.839       12.806       7.882        -4.514       
66   117  -1416.872         29.86425     27.2935      -6.364       6.442        -6.0075      
66   118  -1430.578         30.034       26.678       13.706       7.342        -4.881       
66   119  -1424.1255        31.95025     28.1455      -6.4525      7.2535       -6.247       
66   120  -1437.603         32.7165      27.313       13.4775      7.025        -5.403       
66   121  -1432.34          34.37475     28.7245      -5.263       8.2145       -8.06        
66   122  -1444.947         34.983       28.036       12.607       7.344        -6.357       
66   123  -1441.214         36.34975     29.0095      -3.733       8.874        -9.2985      
66   124  -1452.531         37.0615      28.673       11.317       7.584        -7.32        
66   125  -1452.793         37.3555      29.216       0.262        11.579       -12.2885     
66   126  -1460.335         37.5445      29.549       7.542        7.804        -8.177       
66   127  -1457.2345        37.9345      30.074       -3.1005      4.4415       -5.3575      
66   128  -1461.694         38.2295      30.409       4.4595       1.359        -2.608       
66   129  -1454.4375        38.1125      31.58        -7.2565      -2.797       1.023        
66   130  -1463.211         37.3055      31.371       8.7735       1.517        -3.626       
66   131  -1457.0195        36.75275     32.7455      -6.1915      2.582        -5.862       
66   132  -1465.848         35.3         32.32        8.8285       2.637        -5.708       
66   133  -1459.381         35.35075     33.3165      -6.467       2.3615       -6.807       
66   134  -1468.264         34.8565      33.223       8.883        2.416        -6.436       
66   135  -1459.3495        35.04025     34.1505      -8.9145      -0.0315      -4.985       
66   136  -1470.365         34.744       34.118       11.0155      2.101        -7.024       
66   137  -1459.2815        34.81525     35.2355      -11.0835     -0.068       -5.7825      
66   138  -1472.298         34.2415      35.063       13.0165      1.933        -7.751       
66   139  -1460.908         34.3155      36.431       -11.39       1.6265       -8.562       
66   140  -1474.348         33.4945      36.009       13.44        2.05         -8.813       
66   141  -1463.818         34.21175     37.4085      -10.53       2.91         -11.041      
66   142  -1476.208         33.954       36.858       12.39        1.86         -9.569       
66   143  -1465.8385        34.91475     38.4945      -10.3695     2.0205       -11.129      
66   144  -1477.669         34.6505      37.681       11.8305      1.461        -10.019      
66   145  -1466.403         35.97475     39.8445      -11.266      0.5645       -10.759      
66   146  -1478.677         35.534       38.478       12.274       1.008        -10.389      
66   147  -1466.081         *            *            -12.596      -0.322       -11.2225     
66   148  -1479.325         *            *            13.244       0.648        -10.826      
66   149  -1465.6715        *            *            -13.6535     -0.4095      *            
66   150  -1479.648         *            *            13.9765      0.323        *            
67   76   -1130.1225        -11.8605     2.9105       *            *            7.6145       
67   77   -1132.29225       -13.01875    2.815        2.16975      *            5.97225      
67   78   -1151.162         -14.087      2.9145       18.86975     21.0395      4.35         
67   79   -1152.7725        -16.813      2.285        1.6105       20.48025     5.00475      
67   80   -1168.428         -19.534      1.6455       15.6555      17.266       8.1195       
67   81   -1176.72275       -19.35075    2.23325      8.29475      23.95025     2.06475      
67   82   -1192.3725        -19.1425     2.871        15.64975     23.9445      2.71         
67   83   -1199.99875       -18.04675    4.258        7.62625      23.276       2.79075      
67   84   -1210.88          -17.046      5.05         10.88125     18.5075      6.9215       
67   85   -1218.032         -15.162      6.40725      7.152        18.03325     6.00875      
67   86   -1231.629         -13.393      7.0095       13.597       20.749       2.501        
67   87   -1237.09075       -12.06475    7.852        5.46175      19.05875     2.834        
67   88   -1251.0475        -10.6115     8.7545       13.95675     19.4185      1.872        
67   89   -1254.011         -9.777       9.5255       2.9635       16.92025     3.52775      
67   90   -1268.6845        -8.8425      10.4865      14.6735      17.637       1.9085       
67   91   -1269.96025       -7.99875     10.40875     1.27575      15.94925     2.82525      
67   92   -1285.906         -6.865       10.876       15.94575     17.2215      0.592        
67   93   -1286.149         -6.903       10.686       0.243        16.18875     1.7025       
67   94   -1301.482         -6.311       11.471       15.333       15.576       1.848        
67   95   -1301.80475       -6.38125     11.5315      0.32275      15.65575     1.95825      
67   96   -1315.9775        -6.0515      12.142       14.17275     14.4955      2.3335       
67   97   -1316.19975       -5.95825     12.26275     0.22225      14.395       2.3735       
67   98   -1330.007         -5.56        12.8485      13.80725     14.0295      2.1285       
67   99   -1330.10625       -5.54375     12.92675     0.09925      13.9065      2.13075      
67   100  -1343.2755        -4.9775      13.955       13.16925     13.2685      2.183        
67   101  -1343.0415        -4.83        14.41225     -0.234       12.93525     2.438        
67   102  -1355.8625        -4.2475      15.5895      12.821       12.587       1.758        
67   103  -1355.93625       -3.89225     16.68375     0.07375      12.89475     0.993        
67   104  -1367.76          -3.507       17.548       11.82375     11.8975      0.813        
67   105  -1368.03775       -3.21975     19.0025      0.27775      12.1015      -0.48525     
67   106  -1378.3355        -3.1425      19.677       10.29775     10.5755      0.1765       
67   107  -1377.15925       -2.89675     21.18475     -1.17625     9.1215       0.176        
67   108  -1387.583         -3.101       21.6175      10.42375     9.2475       -0.6245      
67   109  -1385.185         -2.902       23.0905      -2.398       8.02575      -0.9105      
67   110  -1396.117         -3.303       23.3135      10.932       8.534        -1.8515      
67   111  -1395.1275        -3.1025      24.82925     -0.9895      9.9425       -4.733       
67   112  -1404.128         -3.582       24.61        9.0005       8.011        -3.0245      
67   113  -1401.791         -4.086       25.943       -2.337       6.6635       -3.19275     
67   114  -1409.969         -5.385       23.666       8.178        5.841        -2.151       
67   115  -1406.646         -3.784       26.31125     -3.323       4.855        -2.498       
67   116  -1418.723         -4.513       24.1465      12.077       8.754        -4.12        
67   117  -1413.66225       -3.20975     26.6545      -5.06075     7.01625      -5.0275      
67   118  -1426.3765        -4.2015      25.8325      12.71425     7.6535       -3.5         
67   119  -1418.99525       -5.13025     26.82        -7.38125     5.333        -3.6875      
67   120  -1430.739         -6.864       25.8525      11.74375     4.3625       -1.895       
67   121  -1424.687         -7.653       26.72175     -6.052       5.69175      -4.21175     
67   122  -1435.82          -9.127       25.856       11.133       5.081        -2.6335      
67   123  -1431.173         -10.041      26.30875     -4.647       6.486        -4.90775     
67   124  -1441.171         -11.36       25.7015      9.998        5.351        -2.907       
67   125  -1441.6915        -11.1015     26.254       0.5205       10.5185      -8.52725     
67   126  -1449.352         -10.983      26.5615      7.6605       8.181        -5.5825      
67   127  -1446.39825       -10.83625    27.09825     -2.95375     4.70675      -2.66075     
67   128  -1450.8795        -10.8145     27.415       4.48125      1.5275       0.211        
67   129  -1444.83675       -9.60075     28.51175     -6.04275     -1.5615      2.76325      
67   130  -1454.629         -8.582       28.7235      9.79225      3.7495       -2.8645      
67   131  -1450.003         -7.0165      29.73625     -4.626       5.16625      -5.378       
67   132  -1460.397         -5.451       29.849       10.394       5.768        -6.1915      
67   133  -1454.74475       -4.63625     30.7145      -5.65225     4.74175      -6.178       
67   134  -1464.4225        -3.8415      31.015       9.67775      4.0255       -5.5745      
67   135  -1456.2845        -3.065       31.97525     -8.138       1.53975      -3.95425     
67   136  -1467.8915        -2.4735      32.2705      11.607       3.469        -6.184       
67   137  -1457.7765        -1.505       33.31025     -10.115      1.492        -5.16725     
67   138  -1471.5515        -0.7465      33.495       13.775       3.66         -7.6305      
67   139  -1461.0           0.092        34.4075      -10.5515     3.2235       -8.23375     
67   140  -1474.9685        0.6205       34.115       13.9685      3.417        -8.612       
67   141  -1464.92375       1.10575      35.3175      -10.04475    3.92375      -10.03125    
67   142  -1477.394         1.186        35.14        12.47025     2.4255       -8.2405      
67   143  -1467.47675       1.63825      36.553       -9.91725     2.553        -9.5705      
67   144  -1479.1345        1.4655       36.116       11.65775     1.7405       -8.5805      
67   145  -1468.31775       1.91475      37.8895      -10.81675    0.841        -9.094       
67   146  -1480.081         1.404        36.938       11.76325     0.9465       -8.7625      
67   147  -1468.05675       1.97575      *            -12.02425    -0.261       -9.3285      
67   148  -1480.5875        1.2625       *            12.53075     0.5065       -9.1445      
67   149  -1467.69075       2.01925      *            -12.89675    -0.366       *            
67   150  -1480.814         1.166        *            13.12325     0.2265       *            
68   76   -1142.792         12.6695      0.809        *            *            4.07         
68   77   -1146.6085        14.31625     1.2975       3.8165       *            3.464        
68   78   -1167.215         16.053       1.966        20.6065      24.423       3.068        
68   79   -1171.9595        19.187       2.374        4.7445       25.351       1.6515       
68   80   -1190.754         22.326       2.792        18.7945      23.539       2.795        
68   81   -1199.457         22.73425     3.3835       8.703        27.4975      -1.5715      
68   82   -1215.54          23.1675      4.025        16.083       24.786       0.722        
68   83   -1222.882         22.88325     4.8365       7.342        23.425       1.4915       
68   84   -1233.384         22.504       5.458        10.502       17.844       6.431        
68   85   -1239.455         21.423       6.261        6.071        16.573       6.8905       
68   86   -1251.856         20.227       6.834        12.401       18.472       4.37         
68   87   -1256.496         19.40525     7.3405       4.64         17.041       4.998        
68   88   -1269.756         18.7085      8.097        13.26        17.9         3.566        
68   89   -1272.429         18.418       8.641        2.673        15.933       5.0265       
68   90   -1286.912         18.2275      9.385        14.483       17.156       3.047        
68   91   -1287.5915        17.63125     9.6325       0.6795       15.1625      4.4965       
68   92   -1303.231         17.325       10.46        15.6395      16.319       2.596        
68   93   -1303.401         17.252       10.349       0.17         15.8095      2.858        
68   94   -1319.291         17.809       11.498       15.89        16.06        1.78         
68   95   -1319.8635        18.05875     11.6775      0.5725       16.4625      1.4885       
68   96   -1334.686         18.7085      12.657       14.8225      15.395       1.407        
68   97   -1335.0715        18.87175     12.9135      0.3855       15.208       1.4145       
68   98   -1349.347         19.34        13.78        14.2755      14.661       0.982        
68   99   -1349.4675        19.36125     13.8175      0.1205       14.396       0.9905       
68   100  -1363.208         19.9325      14.955       13.7405      13.861       0.659        
68   101  -1363.0415        20.0         15.17        -0.1665      13.574       0.9085       
68   102  -1376.365         20.5025      16.255       13.3235      13.157       0.188        
68   103  -1376.704         20.76775     16.8755      0.339        13.6625      -0.5325      
68   104  -1388.823         21.063       17.556       12.119       12.458       -0.413       
68   105  -1389.663         21.62525     18.4055      0.84         12.959       -1.5345      
68   106  -1400.313         21.9775      18.835       10.65        11.49        -0.746       
68   107  -1399.9575        22.79825     19.9015      -0.3555      10.2945      -0.4         
68   108  -1410.752         23.169       20.068       10.7945      10.439       -0.974       
68   109  -1409.328         24.143       21.241       -1.424       9.3705       -0.972       
68   110  -1420.634         24.517       21.214       11.306       9.882        -1.65        
68   111  -1420.65          25.5225      22.42        0.016        11.322       -4.263       
68   112  -1429.976         25.848       22.266       9.326        9.342        -2.256       
68   113  -1429.415         27.624       23.538       -0.561       8.765        -2.885       
68   114  -1438.574         28.605       23.22        9.159        8.598        -2.564       
68   115  -1436.307         29.661       25.877       -2.267       6.892        -2.13        
68   116  -1447.11          28.387       23.874       10.803       8.536        -3.456       
68   117  -1443.4375        29.77525     26.5655      -3.6725      7.1305       -4.7075      
68   118  -1455.245         28.8685      24.667       11.8075      8.135        -3.709       
68   119  -1449.985         30.98975     25.8595      -5.26        6.5475       -4.813       
68   120  -1463.045         32.306       25.442       13.06        7.8          -4.167       
68   121  -1458.859         34.172       26.519       -4.186       8.874        -6.4335      
68   122  -1471.173         35.353       26.226       12.314       8.128        -5.27        
68   123  -1468.187         37.014       26.973       -2.986       9.328        -7.547       
68   124  -1479.441         38.27        26.91        11.254       8.268        -6.194       
68   125  -1480.27          38.5785      27.477       0.829        12.083       -10.756      
68   126  -1488.099         38.747       27.764       7.829        8.658        -7.268       
68   127  -1485.577         39.17875     28.3425      -2.522       5.307        -4.484       
68   128  -1490.365         39.4855      28.671       4.788        2.266        -1.73        
68   129  -1483.756         38.91925     29.3185      -6.609       -1.821       1.7785       
68   130  -1492.787         38.158       29.576       9.031        2.422        -2.793       
68   131  -1487.0015        36.9985      29.982       -5.7855      3.2455       -4.264       
68   132  -1496.236         35.839       30.388       9.2345       3.449        -4.725       
68   133  -1490.2185        35.47375     30.8375      -6.0175      3.217        -4.899       
68   134  -1499.511         35.0885      31.247       9.2925       3.275        -5.363       
68   135  -1491.2095        34.925       31.86        -8.3015      0.991        -3.5285      
68   136  -1502.468         34.5765      32.103       11.2585      2.957        -5.904       
68   137  -1492.0215        34.245       32.74        -10.4465     0.812        -4.372       
68   138  -1505.255         33.7035      32.957       13.2335      2.787        -6.59        
68   139  -1494.612         33.612       33.704       -10.643      2.5905       -7.0305      
68   140  -1508.179         33.2105      33.831       13.567       2.924        -7.581       
68   141  -1498.4895        33.56575     34.6715      -9.6895      3.8775       -9.2815      
68   142  -1510.91          33.516       34.702       12.4205      2.731        -8.262       
68   143  -1501.595         34.11825     35.7565      -9.315       3.1055       -9.477       
68   144  -1513.23          34.0955      35.561       11.635       2.32         -8.722       
68   145  -1503.3325        35.01475     36.9295      -9.8975      1.7375       -9.194       
68   146  -1515.055         34.974       36.378       11.7225      1.825        -9.086       
68   147  -1504.1375        36.08075     38.0565      -10.9175     0.805        -9.4345      
68   148  -1516.49          35.9025      37.165       12.3525      1.435        -9.513       
68   149  -1504.815         37.12425     39.1435      -11.675      0.6775       -10.434      
68   150  -1517.55          36.736       37.902       12.735       1.06         -9.925       
68   151  -1505.056         *            *            -12.494      0.241        -11.0845     
68   152  -1518.222         *            *            13.166       0.672        -10.274      
68   153  -1504.559         *            *            -13.663      -0.497       *            
68   154  -1518.516         *            *            13.957       0.294        *            
69   78   -1152.218         -14.997      1.056        *            *            6.2045       
69   79   -1156.473         -15.4865     3.7005       4.255        *            4.11925      
69   80   -1171.868         -18.886      3.44         15.395       19.65        7.594        
69   81   -1180.84025       -18.61675    4.1175       8.97225      24.36725     0.23225      
69   82   -1194.4725        -21.0675     2.1          13.63225     22.6045      2.2555       
69   83   -1202.9125        -19.9695     2.91375      8.44         22.07225     2.11025      
69   84   -1214.6625        -18.7215     3.7825       11.75        20.19        6.01         
69   85   -1222.63          -16.825      4.598        7.9675       19.7175      5.66875      
69   86   -1237.1675        -14.6885     5.5385       14.5375      22.505       2.0125       
69   87   -1243.13175       -13.36425    6.041        5.96425      20.50175     3.20025      
69   88   -1257.906         -11.85       6.8585       14.77425     20.7385      2.023        
69   89   -1261.60525       -10.82375    7.59425      3.69925      18.4735      3.7855       
69   90   -1277.1995        -9.7125      8.515        15.59425     19.2935      2.148        
69   91   -1278.587         -9.0045      8.62675      1.3875       16.98175     3.724        
69   92   -1295.2295        -8.0015      9.3235       16.6425      18.03        1.755        
69   93   -1295.072         -8.329       8.923        -0.1575      16.485       3.18825      
69   94   -1311.3345        -7.9565      9.8525       16.2625      16.105       2.8715       
69   95   -1311.765         -8.0985      9.96025      0.4305       16.693       2.684        
69   96   -1326.9605        -7.7255      10.983       15.1955      15.626       2.8215       
69   97   -1327.33625       -7.73525     11.1365      0.37575      15.57125     2.7685       
69   98   -1341.952         -7.395       11.945       14.61575     14.9915      2.3255       
69   99   -1342.07225       -7.39525     11.966       0.12025      14.736       2.4275       
69   100  -1356.3475        -6.8605      13.072       14.27525     14.3955      1.9595       
69   101  -1356.46125       -6.58025     13.41975     0.11375      14.389       1.945        
69   102  -1370.46          -5.905       14.5975      13.99875     14.1125      1.1155       
69   103  -1371.317         -5.387       15.38075     0.857        14.85575     0.0245       
69   104  -1384.064         -4.759       16.304       12.747       13.604       0.0985       
69   105  -1385.43275       -4.23025     17.395       1.36875      14.11575     -1.1965      
69   106  -1396.6365        -3.6765      18.301       11.20375     12.5725      -0.5765      
