Z    N    Binding_E_(MeV)   S_1p_(MeV)   S_2p_(MeV)   S_1n_(MeV)   S_2n_(MeV)   Q_alpha_(MeV)
69   107  -1396.77525       -3.18225     19.616       0.13875      11.3425      -0.4375      
69   108  -1407.864         -2.888       20.281       11.08875     11.2275      -1.2285      
69   109  -1406.82875       -2.49925     21.64375     -1.03525     10.0535      -1.3695      
69   110  -1418.1635        -2.4705      22.0465      11.33475     10.2995      -2.2805      
69   111  -1418.08825       -2.56175     22.96075     -0.07525     11.2595      -4.60325     
69   112  -1427.528         -2.448       23.4         9.43975      9.3645       -3.111       
69   113  -1426.15825       -3.25675     24.36725     -1.36975     8.07         -2.73075     
69   114  -1434.5485        -4.0255      24.5795      8.39025      7.0205       -2.1205      
69   115  -1432.1525        -4.1545      25.5065      -2.396       5.99425      -2.0615      
69   116  -1442.2065        -4.9035      23.4835      10.054       7.658        -3.9375      
69   117  -1440.04575       -3.39175     26.3835      -2.16075     7.89325      -5.09975     
69   118  -1450.25          -4.995       23.8735      10.20425     8.0435       -3.227       
69   119  -1445.032         -4.953       26.03675     -5.218       4.98625      -3.06975     
69   120  -1455.099         -7.946       24.36        10.067       4.849        -0.4225      
69   121  -1449.869         -8.99        25.182       -5.23        4.837        -2.57375     
69   122  -1460.769         -10.404      24.949       10.9         5.67         -1.73        
69   123  -1456.51875       -11.66825    25.34575     -4.25025     6.64975      -3.53175     
69   124  -1466.2085        -13.2325     25.0375      9.68975      5.4395       -2.0885      
69   125  -1467.29175       -12.97825    25.60025     1.08325      10.773       -7.81875     
69   126  -1475.23          -12.869      25.878       7.93825      9.0215       -5.759       
69   127  -1472.8445        -12.7325     26.44625     -2.3855      5.55275      -2.853       
69   128  -1477.659         -12.706      26.7795      4.8145       2.429        -0.007       
69   129  -1472.06575       -11.69025    27.229       -5.59325     -0.77875     2.6325       
69   130  -1482.2025        -10.5845     27.5735      10.13675     4.5435       -3.023       
69   131  -1477.70475       -9.29675     27.70175     -4.49775     5.639        -4.568       
69   132  -1488.722         -7.514       28.325       11.01725     6.5195       -5.793       
69   133  -1483.40775       -6.81075     28.663       -5.31425     5.703        -5.10475     
69   134  -1493.7085        -5.8025      29.286       10.30075     4.9865       -5.0115      
69   135  -1486.157         -5.0525      29.8725      -7.5515      2.74925      -3.11225     
69   136  -1498.1405        -4.3275      30.249       11.9835      4.432        -5.418       
69   137  -1488.44775       -3.57375     30.67125     -9.69275     2.29075      -3.86325     
69   138  -1502.435         -2.82        30.8835      13.98725     4.2945       -6.2435      
69   139  -1492.4735        -2.1385      31.4735      -9.9615      4.02575      -6.397       
69   140  -1506.687         -1.492       31.7185      14.2135      4.252        -6.8355      
69   141  -1497.49025       -0.99925     32.5665      -9.19675     5.01675      -8.19025     
69   142  -1510.3185        -0.5915      32.9245      12.82825     3.6315       -7.05        
69   143  -1501.3095        -0.2855      33.83275     -9.009       3.81925      -8.08575     
69   144  -1513.1505        -0.0795      34.016       11.841       2.832        -7.4565      
69   145  -1503.48475       0.15225      35.167       -9.66575     2.17525      -7.708       
69   146  -1515.029         -0.026       34.948       11.54425     1.8785       -7.5945      
69   147  -1504.53125       0.39375      36.4745      -10.49775    1.0465       -7.9135      
69   148  -1516.4335        -0.0565      35.846       11.90225     1.4045       -8.0525      
69   149  -1505.36925       0.55425      37.6785      -11.06425    0.838        -9.0125      
69   150  -1517.48          -0.07        36.666       12.11075     1.0465       -8.5925      
69   151  -1505.60175       0.54575      *            -11.87825    0.2325       -9.611       
69   152  -1518.1435        -0.0785      *            12.54175     0.6635       -9.0295      
69   153  -1505.0595        0.5005       *            -13.084      -0.54225     *            
69   154  -1518.5105        -0.0055      *            13.451       0.367        *            
70   78   -1167.361         15.143       0.146        *            *            3.731        
70   79   -1175.6715        19.1985      3.712        8.3105       *            -0.763       
70   80   -1192.212         20.344       1.458        16.5405      24.851       3.303        
70   81   -1204.1085        23.26825     4.6515       11.8965      28.437       -3.849       
70   82   -1217.945         23.4725      2.405        13.8365      25.733       1.109        
70   83   -1225.813         22.9005      2.931        7.868        21.7045      1.944        
70   84   -1237.141         22.4785      3.757        11.328       19.196       6.699        
70   85   -1243.6           20.97        4.145        6.459        17.787       7.582        
70   86   -1256.869         19.7015      5.013        13.269       19.728       4.815        
70   87   -1261.9075        18.77575     5.4115       5.0385       18.3075      5.8475       
70   88   -1275.946         18.04        6.19         14.0385      19.077       4.21         
70   89   -1279.1265        17.52125     6.6975       3.1805       17.219       5.6695       
70   90   -1294.287         17.0875      7.375        15.1605      18.341       3.769        
70   91   -1295.2025        16.6155      7.611        0.9155       16.076       5.5265       
70   92   -1311.668         16.4385      8.437        16.4655      17.381       3.544        
70   93   -1311.623         16.551       8.222        -0.045       16.4205      4.2685       
70   94   -1328.698         17.3635      9.407        17.075       17.03        2.833        
70   95   -1329.3665        17.6015      9.503        0.6685       17.7435      2.3345       
70   96   -1345.315         18.3545      10.629       15.9485      16.617       2.276        
70   97   -1345.936         18.59975     10.8645      0.621        16.5695      2.2275       
70   98   -1361.147         19.195       11.8         15.211       15.832       1.839        
70   99   -1361.327         19.25475     11.8595      0.18         15.391       2.0445       
70   100  -1376.197         19.8495      12.989       14.87        15.05        1.45         
70   101  -1376.271         19.80975     13.2295      0.074        14.944       1.4965       
70   102  -1390.625         20.165       14.26        14.354       14.428       0.883        
70   103  -1391.465         20.148       14.761       0.84         15.194       -0.1235      
70   104  -1404.305         20.241       15.482       12.84        13.68        0.36         
70   105  -1405.7375        20.30475     16.0745      1.4325       14.2725      -0.7335      
70   106  -1417.03          20.3935      16.717       11.2925      12.725       0.093        
