Z    N    Binding_E_(MeV)   S_1p_(MeV)   S_2p_(MeV)   S_1n_(MeV)   S_2n_(MeV)   Q_alpha_(MeV)
69   151  -1518.32925       4.02225      37.04325     -11.77275    1.40375      -9.29725     
69   152  -1531.6165        3.7255       36.3445      13.28725     1.5145       -8.7415      
69   153  -1519.15525       4.32525      37.79575     -12.46125    0.826        -9.56925     
69   154  -1532.904         4.195        37.272       13.74875     1.2875       -9.332       
69   155  -1519.7075        4.8785       *            -13.1965     0.55225      -10.048      
69   156  -1533.921         4.732        *            14.2135      1.017        -9.989       
69   157  -1520.043         5.637        *            -13.878      0.3355       *            
69   158  -1534.56          5.197        *            14.517       0.639        *            
70   78   -1169.88          13.925       0.45         *            *            3.25         
70   79   -1179.005         18.17775     4.1905       9.125        *            -1.07        
70   80   -1194.99          19.3955      1.861        15.985       25.11        2.74         
70   81   -1207.413         22.4475      5.18         12.423       28.408       -4.2985      
70   82   -1221.096         22.6345      2.769        13.683       26.106       0.333        
70   83   -1228.049         21.97175     3.3935       6.953        20.636       2.484        
70   84   -1239.052         21.339       4.078        11.003       17.956       7.575        
70   85   -1244.1905        19.5985      4.537        5.1385       16.1415      8.765        
70   86   -1258.119         17.963       5.206        13.9285      19.067       5.155        
70   87   -1262.377         16.89275     5.4105       4.258        18.1865      5.5765       
70   88   -1277.115         16.1375      6.245        14.738       18.996       4.098        
70   89   -1279.2385        15.57475     6.5395       2.1235       16.8615      6.028        
70   90   -1295.332         15.267       7.344        16.0935      18.217       3.838        
70   91   -1294.98          14.88875     7.5575       -0.352       15.7415      6.019        
70   92   -1312.978         14.7805      8.311        17.998       17.646       3.31         
70   93   -1311.4945        14.6345      8.079        -1.4835      16.5145      4.228        
70   94   -1330.241         15.1785      9.227        18.7465      17.263       2.726        
70   95   -1329.3           15.31225     9.1745       -0.941       17.8055      2.4155       
70   96   -1347.099         16.011       10.252       17.799       16.858       2.215        
70   97   -1347.2735        16.072       10.549       0.1745       17.9735      1.152        
70   98   -1363.338         16.373       11.326       16.0645      16.239       1.809        
70   99   -1364.1385        16.08475     11.5045      0.8005       16.865       0.886        
70   100  -1378.749         16.1765      12.443       14.6105      15.411       1.563        
70   101  -1379.075         15.63875     12.4675      0.326        14.9365      1.859        
70   102  -1393.281         15.691       13.672       14.206       14.532       1.325        
70   103  -1393.052         15.33075     13.8965      -0.229       13.977       1.8555       
70   104  -1407.193         15.4105      15.001       14.141       13.912       0.716        
70   105  -1407.6315        15.3985      15.597       0.4385       14.5795      -0.176       
70   106  -1420.43          15.4515      16.323       12.7985      13.237       0.062        
70   107  -1420.913         15.7245      17.224       0.483        13.2815      -0.5785      
70   108  -1432.626         15.7375      17.605       11.713       12.196       -0.219       
70   109  -1432.83          16.251       18.637       0.204        11.917       -0.841       
70   110  -1444.084         16.3345      18.809       11.254       11.458       -0.763       
70   111  -1446.6595        16.92475     19.7995      2.5755       13.8295      -4.1665      
70   112  -1454.815         17.085       19.93        8.1555       10.731       -1.24        
70   113  -1455.7745        19.21375     20.8875      0.9595       9.115        -0.6145      
70   114  -1463.674         20.9075      20.975       7.8995       8.859        -0.489       
70   115  -1461.8135        22.948       23.536       -1.8605      6.039        1.3735       
70   116  -1473.023         22.9235      21.967       11.2095      9.349        -2.024       
70   117  -1472.3175        25.888       26.436       -0.7055      10.504       -5.74        
70   118  -1482.252         24.6575      22.515       9.9345       9.229        -2.896       
70   119  -1480.7405        27.33725     25.5445      -1.5115      8.423        -6.559       
70   120  -1491.319         27.437       23.414       10.5785      9.067        -3.282       
70   121  -1488.6685        29.49975     24.2545      -2.6505      7.928        -5.1725      
70   122  -1500.558         31.1725      24.315       11.8895      9.239        -4.353       
70   123  -1498.634         33.46625     25.0025      -1.924       9.9655       -5.92        
70   124  -1509.8           35.44        25.05        11.166       9.242        -5.257       
70   125  -1511.4395        35.69225     25.6095      1.6395       12.8055      -9.508       
70   126  -1519.649         35.7945      25.869       8.2095       9.849        -6.599       
70   127  -1517.3555        36.1255      26.331       -2.2935      5.916        -3.2255      
70   128  -1522.572         36.4115      26.703       5.2165       2.923        -0.492       
70   129  -1515.531         35.35075     26.7715      -7.041       -1.8245      3.7935       
70   130  -1525.62          34.605       27.47        10.089       3.048        -1.451       
70   131  -1518.7675        33.01        27.22        -6.8525      3.2365       -1.708       
70   132  -1529.815         32.005       28.15        11.0475      4.195        -3.365       
70   133  -1522.619         31.24        28.215       -7.196       3.8515       -2.7715      
70   134  -1534.023         30.78        28.89        11.404       4.208        -4.058       
70   135  -1524.582         30.23025     29.1655      -9.441       1.963        -1.878       
70   136  -1538.081         29.7705      29.621       13.499       4.058        -4.648       
70   137  -1527.0135        29.409       29.838       -11.0675     2.4315       -3.297       
70   138  -1542.126         29.1775      30.315       15.1125      4.045        -5.366       
70   139  -1531.2235        29.19125     30.6175      -10.9025     4.21         -5.748       
70   140  -1546.261         29.29        31.09        15.0375      4.135        -6.15        
70   141  -1536.4475        29.47175     31.6185      -9.8135      5.224        -7.5415      
70   142  -1550.234         29.5385      31.917       13.7865      3.973        -6.763       
70   143  -1541.1835        29.83025     32.5105      -9.0505      4.736        -8.0545      
70   144  -1553.803         29.937       32.734       12.6195      3.569        -7.186       
70   145  -1544.3295        30.40075     33.4265      -9.4735      3.146        -7.3565      
70   146  -1556.846         30.5795      33.549       12.5165      3.043        -7.477       
70   147  -1546.4745        31.19675     34.5485      -10.3715     2.145        -7.2715      
70   148  -1559.533         31.224       34.368       13.0585      2.687        -7.936       
70   149  -1548.887         31.9615      35.698       -10.646      2.4125       -8.661       
70   150  -1561.861         31.759       35.148       12.974       2.328        -8.396       
70   151  -1550.7465        32.41725     36.4395      -11.1145     1.8595       -9.2575      
70   152  -1563.762         32.1455      35.871       13.0155      1.901        -8.749       
70   153  -1551.7955        32.64025     36.9655      -11.9665     1.049        -9.1885      
70   154  -1565.309         32.405       36.6         13.5135      1.547        -9.118       
70   155  -1552.641         32.9335      37.812       -12.668      0.8455       -9.511       
70   156  -1566.553         32.632       37.364       13.912       1.244        -9.544       
70   157  -1553.51          33.467       39.104       -13.043      0.869        -10.381      
70   158  -1567.517         32.957       38.154       14.007       0.964        -10.028      
70   159  -1554.3915        *            *            -13.1255     0.8815       -11.6855     
70   160  -1568.186         *            *            13.7945      0.669        -10.523      
70   161  -1554.668         *            *            -13.518      0.2765       *            
70   162  -1568.5           *            *            13.832       0.314        *            
70   163  -1554.306         *            *            -14.194      -0.362       *            
70   164  -1568.512         *            *            14.206       0.012        *            
71   80   -1179.474         -15.516      3.8795       *            *            4.781        
71   81   -1189.355         -18.058      4.3895       9.881        *            -0.22775     
71   82   -1200.501         -20.595      2.0395       11.146       21.027       3.3935       
71   83   -1208.59225       -19.45675    2.515        8.09125      19.23725     4.67325      
71   84   -1220.9135        -18.1385     3.2005       12.32125     20.4125      5.848        
71   85   -1228.25075       -15.93975    3.65875      7.33725      19.6585      6.1265       
71   86   -1244.728         -13.391      4.572        16.47725     23.8145      1.285        
71   87   -1250.17925       -12.19775    4.695        5.45125      21.9285      2.71275      
71   88   -1266.5855        -10.5295     5.608        16.40625     21.8575      1.8705       
71   89   -1269.64175       -9.59675     5.978        3.05625      19.4625      4.1425       
71   90   -1286.948         -8.384       6.883        17.30625     20.3625      2.3295       
71   91   -1287.481         -7.499       7.38975      0.533        17.83925     4.48275      
71   92   -1306.349         -6.629       8.1515       18.868       19.401       2.016        
71   93   -1304.98525       -6.50925     8.12525      -1.36375     17.50425     3.406        
71   94   -1324.3365        -5.9045      9.274        19.35125     17.9875      2.161        
71   95   -1322.78075       -6.51925     8.793        -1.55575     17.7955      2.37925      
71   96   -1340.425         -6.674       9.337        17.64425     16.0885      2.9375       
71   97   -1340.91525       -6.35825     9.71375      0.49025      18.1345      1.3725       
71   98   -1357.2505        -6.0875      10.2855      16.33525     16.8255      2.1375       
71   99   -1358.57825       -5.56025     10.5245      1.32775      17.663       0.92325      
71   100  -1373.811         -4.938       11.2385      15.23275     16.5605      1.454        
71   101  -1374.865         -4.21        11.42875     1.054        16.28675     1.48875      
71   102  -1390.049         -3.232       12.459       15.184       16.238       0.8235       
71   103  -1390.72175       -2.33025     13.0005      0.67275      15.85675     1.0145       
71   104  -1405.9395        -1.2535      14.157       15.21775     15.8905      -0.0495      
71   105  -1407.138         -0.4935      14.905       1.1985       16.41625     -1.11675     
71   106  -1420.7965        0.3665       15.818       13.6585      14.857       -0.714       
71   107  -1421.908         0.995        16.7195      1.1115       14.77        -1.375       
71   108  -1434.3045        1.6785       17.416       12.3965      13.508       -1.026       
71   109  -1434.8945        2.0645       18.3155      0.59         12.9865      -1.406       
71   110  -1446.6345        2.5505       18.885       11.74        12.33        -1.446       
71   111  -1448.93          2.2705       19.19525     2.2955       14.0355      -4.051       
71   112  -1457.9505        3.1355       20.2205      9.0205       11.316       -1.901       
71   113  -1457.66725       1.89275      21.1065      -0.28325     8.73725      0.3675       
71   114  -1465.304         1.63         22.5375      7.63675      7.3535       0.726        
71   115  -1462.80425       0.99075      23.93875     -2.49975     5.137        2.0565       
71   116  -1473.0245        0.0015       22.925       10.22025     7.7205       -1.958       
71   117  -1472.057         -0.2605      25.6275      -0.9675      9.25275      -4.8915      
71   118  -1480.7145        -1.5375      23.12        8.6575       7.69         -2.315       
71   119  -1477.85925       -2.88125     24.456       -2.85525     5.80225      -3.12975     
71   120  -1486.414         -4.905       22.532       8.55475      5.6995       -0.5195      
71   121  -1482.64125       -6.02725     23.4725      -3.77275     4.782        -0.938       
71   122  -1493.3835        -7.1745      23.998       10.74225     6.9695       -1.2015      
71   123  -1492.031         -6.603       26.86325     -1.3525      9.38975      -4.56225     
71   124  -1500.4085        -9.3915      26.0485      8.3775       7.025        -2.723       
71   125  -1503.13475       -8.30475     27.3875      2.72625      11.10375     -9.667       
71   126  -1509.151         -10.498      25.2965      6.01625      8.7425       -6.491       
71   127  -1506.9895        -10.366      25.7595      -2.1615      3.85475      -2.94225     
71   128  -1512.283         -10.289      26.1225      5.2935       3.132        -0.1285      
71   129  -1505.92675       -9.60425     25.7465      -6.35625     -1.06275     3.60325      
71   130  -1517.3505        -8.2695      26.3355      11.42375     5.0675       -2.89        
71   131  -1511.535         -7.2325      25.7775      -5.8155      5.60825      -3.05475     
71   132  -1524.7745        -5.0405      26.9645      13.2395      7.424        -5.4595      
71   133  -1518.18325       -4.43575     26.80425     -6.59125     6.64825      -4.12575     
71   134  -1530.812         -3.211       27.569       12.62875     6.0375       -4.702       
71   135  -1522.02175       -2.56025     27.67        -8.79025     3.8385       -2.34275     
71   136  -1536.4015        -1.6795      28.091       14.37975     5.5895       -4.8585      
71   137  -1525.693         -1.3205      28.0885      -10.7085     3.67125      -3.04125     
71   138  -1541.3545        -0.7715      28.406       15.6615      4.953        -4.744       
71   139  -1530.73675       -0.48675     28.7045      -10.61775    5.04375      -4.83225     
71   140  -1546.124         -0.137       29.153       15.38725     4.7695       -4.8755      
71   141  -1536.826         0.3785       29.85025     -9.298       6.08925      -6.49375     
71   142  -1551.078         0.844        30.3825      14.252       4.954        -5.807       
71   143  -1542.3105        1.127        30.95725     -8.7675      5.4845       -7.03475     
71   144  -1555.358         1.555        31.492       13.0475      4.28         -6.3625      
71   145  -1546.062         1.7325       32.13325     -9.296       3.7515       -6.40875     
71   146  -1558.841         1.995        32.5745      12.779       3.483        -6.675       
71   147  -1548.84625       2.37175      33.5685      -9.99475     2.78425      -6.6175      
71   148  -1561.9315        2.3985       33.6225      13.08525     3.0905       -7.365       
71   149  -1551.8825        2.9955       34.957       -10.049      3.03625      -8.30475     
71   150  -1564.6635        2.8025       34.5615      12.781       2.732        -8.0545      
71   151  -1554.19725       3.45075      35.868       -10.46625    2.31475      -8.97175     
71   152  -1567.036         3.274        35.4195      12.83875     2.3725       -8.634       
71   153  -1555.69325       3.89775      36.538       -11.34275    1.496        -9.064       
71   154  -1569.2305        3.9215       36.3265      13.53725     2.1945       -9.314       
71   155  -1557.25775       4.61675      37.55025     -11.97275    1.5645       -9.8025      
71   156  -1571.28          4.727        37.359       14.02225     2.0495       -10.076      
71   157  -1559.10325       5.59325      39.06025     -12.17675    1.8455       -11.09575    
71   158  -1573.0965        5.5795       38.5365      13.99325     1.8165       -10.8755     
71   159  -1561.053         6.6615       *            -12.0435     1.94975      -12.71       
71   160  -1574.4895        6.3035       *            13.4365      1.393        -11.6295     
71   161  -1562.1445        7.4765       *            -12.345      1.0915       *            
71   162  -1575.3195        6.8195       *            13.175       0.83         *            
71   163  -1562.247         7.941        *            -13.0725     0.1025       *            
71   164  -1575.6495        7.1375       *            13.4025      0.33         *            
72   80   -1195.058         15.584       0.068        *            *            3.122        
72   81   -1208.062         18.707       0.649        13.004       *            -0.757       
72   82   -1222.336         21.835       1.24         14.274       27.278       0.954        
72   83   -1229.7305        21.13825     1.6815       7.3945       21.6685      5.9825       
72   84   -1241.535         20.6215      2.483        11.8045      19.199       7.861        
72   85   -1246.821         18.57025     2.6305       5.286        17.0905      9.528        
72   86   -1261.597         16.869       3.478        14.776       20.062       5.755        
72   87   -1265.8715        15.69225     3.4945       4.2745       19.0505      6.619        
72   88   -1281.576         14.9905      4.461        15.7045      19.979       4.843        
72   89   -1283.955         14.31325     4.7165       2.379        18.0835      6.722        
72   90   -1300.864         13.916       5.532        16.909       19.288       4.551        
72   91   -1301.022         13.541       6.042        0.158        17.067       6.5165       
72   92   -1319.5           13.151       6.522        18.478       18.636       4.132        
72   93   -1317.966         12.98075     6.4715       -1.534       16.944       5.314        
72   94   -1337.632         13.2955      7.391        19.666       18.132       3.646        
72   95   -1336.7365        13.95575     7.4365       -0.8955      18.7705      3.058        
72   96   -1355.501         15.076       8.402        18.7645      17.869       3.04         
72   97   -1356.272         15.35675     8.9985       0.771        19.5355      1.328        
72   98   -1372.843         15.5925      9.505        16.571       17.342       2.556        
72   99   -1374.078         15.49975     9.9395       1.235        17.806       1.4955       
72   100  -1389.313         15.502       10.564       15.235       16.47        2.325        
72   101  -1389.94          15.075       10.865       0.627        15.862       2.4985       
72   102  -1404.947         14.898       11.666       15.007       15.634       2.102        
72   103  -1405.1215        14.39975     12.0695      0.1745       15.1815      2.2535       
72   104  -1420.016         14.0765      12.823       14.8945      15.069       1.565        
72   105  -1420.9295        13.7915      13.298       0.9135       15.808       0.4225       
72   106  -1434.403         13.6065      13.973       13.4735      14.387       1.09         
72   107  -1435.408         13.5         14.495       1.005        14.4785      0.5235       
72   108  -1447.753         13.4485      15.127       12.345       13.35        0.977        
72   109  -1448.419         13.5245      15.589       0.666        13.011       0.794        
72   110  -1460.335         13.7005      16.251       11.916       12.582       0.591        
72   111  -1462.2955        13.3655      15.636       1.9605       13.8765      -1.1655      
72   112  -1472.126         14.1755      17.311       9.8305       11.791       0.258        
72   113  -1472.94          15.27275     17.1655      0.814        10.6445      2.0195       
72   114  -1482.654         17.35        18.98        9.714        10.528       0.461        
72   115  -1481.685         18.88075     19.8715      -0.969       8.745        2.3895       
72   116  -1493.086         20.0615      20.063       11.401       10.432       -1.112       
72   117  -1493.9065        21.8495      21.589       0.8205       12.2215      -3.793       
72   118  -1503.337         22.6225      21.085       9.4305       10.251       -2.014       
72   119  -1502.733         24.87375     21.9925      -0.604       8.8265       -2.1155      
72   120  -1512.859         26.445       21.54        10.126       9.522        -2.307       
72   121  -1510.749         28.10775     22.0805      -2.11        8.016        -1.7085      
72   122  -1523.129         29.7455      22.571       12.38        10.27        -3.51        
72   123  -1525.098         33.067       26.464       1.969        14.349       -8.1295      
72   124  -1533.437         33.0285      23.637       8.339        10.308       -4.579       
72   125  -1538.665         35.53025     27.2255      5.228        13.567       -11.731      
72   126  -1543.903         34.752       24.254       5.238        10.466       -5.803       
72   127  -1542.0935        35.104       24.738       -1.8095      3.4285       -2.354       
72   128  -1547.684         35.401       25.112       5.5905       3.781        0.265        
72   129  -1540.3625        34.43575     24.8315      -7.3215      -1.731       5.293        
72   130  -1551.471         34.1205      25.851       11.1085      3.787        -0.599       
72   131  -1543.7475        32.2125      24.98        -7.7235      3.385        0.0835       
72   132  -1556.234         31.4595      26.419       12.4865      4.763        -2.314       
72   133  -1548.7525        30.56925     26.1335      -7.4815      5.005        -1.685       
72   134  -1561.111         30.299       27.088       12.3585      4.877        -2.996       
72   135  -1551.7765        29.75475     27.1945      -9.3345      3.024        -0.8575      
72   136  -1565.842         29.4405      27.761       14.0655      4.731        -3.519       
72   137  -1554.9025        29.2095      27.889       -10.9395     3.126        -2.0205      
72   138  -1570.523         29.1685      28.397       15.6205      4.681        -4.142       
72   139  -1559.935         29.19825     28.7115      -10.588      5.0325       -4.6215      
72   140  -1575.417         29.293       29.156       15.482       4.894        -4.991       
72   141  -1566.0595        29.2335      29.612       -9.3575      6.1245       -6.536       
72   142  -1580.202         29.124       29.968       14.1425      4.785        -5.641       
72   143  -1571.4125        29.102       30.229       -8.7895      5.353        -6.665       
72   144  -1584.583         29.225       30.78        13.1705      4.381        -6.049       
72   145  -1575.4495        29.3875      31.12        -9.1335      4.037        -5.966       
72   146  -1588.476         29.635       31.63        13.0265      3.893        -6.373       
72   147  -1578.878         30.03175     32.4035      -9.598       3.4285       -6.2485      
72   148  -1592.01          30.0785      32.477       13.132       3.534        -6.864       
72   149  -1582.553         30.6705      33.666       -9.457       3.675        -7.7785      
72   150  -1595.136         30.4725      33.275       12.583       3.126        -7.303       
72   151  -1585.208         31.01075     34.4615      -9.928       2.655        -8.021       
72   152  -1597.76          30.724       33.998       12.552       2.624        -7.599       
72   153  -1586.751         31.05775     34.9555      -11.009      1.543        -7.7045      
72   154  -1600.022         30.7915      34.713       13.271       2.262        -7.96        
72   155  -1588.3095        31.05175     35.6685      -11.7125     1.5585       -8.214       
72   156  -1602.007         30.727       35.454       13.6975      1.985        -8.398       
72   157  -1590.2315        31.12825     36.7215      -11.7755     1.922        -9.2905      
72   158  -1603.746         30.6495      36.229       13.5145      1.739        -8.893       
72   159  -1592.4445        31.3915      38.053       -11.3015     2.213        -10.6345     
72   160  -1605.183         30.6935      36.997       12.7385      1.437        -9.366       
72   161  -1593.846         31.7015      39.178       -11.337      1.4015       -11.1545     
72   162  -1606.199         30.8795      37.699       12.353       1.016        -9.713       
72   163  -1594.258         32.011       39.952       -11.941      0.412        -11.29       
72   164  -1606.867         31.2175      38.355       12.609       0.668        -10.067      
72   165  -1594.823         *            *            -12.044      0.565        -12.217      
72   166  -1607.229         *            *            12.406       0.362        -10.417      
73   84   -1223.2075        -18.3275     2.294        *            *            5.5935       
73   85   -1230.46125       -16.35975    2.2105       7.25375      *            6.431        
73   86   -1247.88          -13.717      3.152        17.41875     24.6725      1.3335       
73   87   -1253.226         -12.6455     3.04675      5.346        22.76475     3.32475      
73   88   -1270.702         -10.874      4.1165       17.476       22.822       2.326        
73   89   -1273.95275       -10.00225    4.311        3.25075      20.72675     4.5265       
73   90   -1292.2135        -8.6505      5.2655       18.26075     21.5115      2.672        
73   91   -1293.14225       -7.87975     5.66125      0.92875      19.1895      4.7995       
73   92   -1312.601         -6.899       6.252        19.45875     20.3875      2.647        
73   93   -1311.13925       -6.82675     6.154        -1.46175     17.997       4.64175      
73   94   -1331.4325        -6.1995      7.096        20.29325     18.8315      3.2165       
73   95   -1329.87025       -6.86625     7.0895       -1.56225     18.731       3.415        
73   96   -1348.193         -7.308       7.768        18.32275     16.7605      4.4435       
73   97   -1349.59625       -6.67575     8.681        1.40325      19.726       1.4845       
73   98   -1366.4745        -6.3685      9.224        16.87825     18.2815      2.2505       
73   99   -1368.17425       -5.90375     9.596        1.69975      18.578       1.041        
73   100  -1383.824         -5.489       10.013       15.64975     17.3495      1.7265       
73   101  -1385.02875       -4.91125     10.16375     1.20475      16.8545      1.8495       
73   102  -1400.4585        -4.4885      10.4095      15.42975     16.6345      1.6525       
73   103  -1401.4865        -3.635       10.76475     1.028        16.45775     1.6785       
73   104  -1416.7595        -3.2565      10.82        15.273       16.301       1.5895       
73   105  -1418.51075       -2.41875     11.37275     1.75125      17.02425     0.511        
73   106  -1432.467         -1.936       11.6705      13.95625     15.7075      1.7725       
73   107  -1434.302         -1.106       12.394       1.835        15.79125     1.136        
73   108  -1447.422         -0.331       13.1175      13.12        14.955       1.6745       
73   109  -1448.763         0.344        13.8685      1.341        14.461       1.445        
73   110  -1461.559         1.224        14.9245      12.796       14.137       1.0455       
73   111  -1463.6035        1.308        14.6735      2.0445       14.8405      -0.409       
73   112  -1474.658         2.532        16.7075      11.0545      13.099       0.2765       
73   113  -1475.22975       2.28975      17.5625      0.57175      11.62625     2.00025      
73   114  -1485.6515        2.9975       20.3475      10.42175     10.9935      0.599        
73   115  -1484.272         2.587        21.46775     -1.3795      9.04225      1.69525      
73   116  -1495.0725        1.9865       22.048       10.8005      9.421        -1.4685      
73   117  -1495.49375       1.58725      23.43675     0.42125      11.22175     -4.3895      
73   118  -1503.825         0.488        23.1105      8.33125      8.7525       -2.5005      
73   119  -1500.481         -2.252       22.62175     -3.344       4.98725      -0.124       
73   120  -1507.527         -5.332       21.113       7.046        3.702        1.4875       
73   121  -1504.61725       -6.13175     21.976       -2.90975     4.13625      1.542        
73   122  -1516.3425        -6.7865      22.959       11.72525     8.8155       -1.6285      
73   123  -1517.955         -7.143       25.924       1.6125       13.33775     -7.01375     
73   124  -1525.9125        -7.5245      25.504       7.9575       9.57         -4.229       
73   125  -1529.89175       -8.77325     26.757       3.97925      11.93675     -9.56075     
73   126  -1533.881         -10.022      24.73        3.98925      7.9685       -5.1725      
73   127  -1532.212         -9.8815      25.2225      -1.669       2.32025      -0.77725     
73   128  -1537.883         -9.801       25.6         5.671        4.002        -0.432       
73   129  -1530.748         -9.6145      24.82125     -7.135       -1.464       4.5415       
73   130  -1542.738         -8.733       25.3875      11.99        4.855        -2.155       
73   131  -1535.8705        -7.877       24.3355      -6.8675      5.1225       -1.64375     
73   132  -1550.668         -5.566       25.8935      14.7975      7.93         -5.0175      
73   133  -1543.4665        -5.286       25.28325     -7.2015      7.596        -3.6315      
73   134  -1557.14          -3.971       26.328       13.6735      6.472        -4.0655      
73   135  -1548.17675       -3.59975     26.155       -8.96325     4.71025      -1.6935      
73   136  -1563.1135        -2.7285      26.712       14.93675     5.9735       -4.0015      
73   137  -1552.23975       -2.66275     26.54675     -10.87375    4.063        -1.918       
73   138  -1568.216         -2.307       26.8615      15.97625     5.1025       -3.5145      
73   139  -1557.95775       -1.97725     27.221       -10.25825    5.718        -3.96475     
73   140  -1573.7795        -1.6375      27.6555      15.82175     5.5635       -4.125       
73   141  -1565.10325       -0.95625     28.27725     -8.67625     7.1455       -6.0665      
73   142  -1579.832         -0.37        28.754       14.72875     6.0525       -5.408       
73   143  -1571.438         0.0255       29.1275      -8.394       6.33475      -6.312       
73   144  -1585.174         0.591        29.816       13.736       5.342        -5.796       
73   145  -1576.3805        0.931        30.3185      -8.7935      4.9425       -5.77        
73   146  -1589.872         1.396        31.031       13.4915      4.698        -6.214       
73   147  -1580.765         1.887        31.91875     -9.107       4.3845       -6.403       
73   148  -1594.113         2.103        32.1815      13.348       4.241        -6.972       
73   149  -1585.2995        2.7465       33.417       -8.8135      4.5345       -8.15325     
73   150  -1597.826         2.69         33.1625      12.5265      3.713        -7.5945      
73   151  -1588.54725       3.33925      34.35        -9.27875     3.24775      -8.36475     
73   152  -1600.9635        3.2035       33.9275      12.41625     3.1375       -8.0         
73   153  -1590.53375       3.78275      34.8405      -10.42975    1.9865       -8.0365      
73   154  -1603.759         3.737        34.5285      13.22525     2.7955       -8.423       
73   155  -1592.65925       4.34975      35.4015      -11.09975    2.1255       -8.666       
73   156  -1606.3545        4.3475       35.0745      13.69525     2.5955       -8.824       
73   157  -1595.31675       5.08525      36.2135      -11.03775    2.6575       -9.759       
73   158  -1608.799         5.053        35.7025      13.48225     2.4445       -9.219       
73   159  -1598.439         5.9945       37.386       -10.36       3.12225      -11.03575    
73   160  -1611.004         5.821        36.5145      12.565       2.205        -9.6075      
73   161  -1600.76825       6.92225      38.62375     -10.23575    2.32925      -11.41525    
73   162  -1612.7775        6.5785       37.458       12.00925     1.7735       -9.988       
73   163  -1601.92875       7.67075      39.68175     -10.84875    1.1605       -11.48425    
73   164  -1614.135         7.268        38.4855      12.20625     1.3575       -10.5155     
73   165  -1603.0505        8.2275       *            -11.0845     1.12175      -12.5035     
73   166  -1615.066         7.837        *            12.0155      0.931        -11.1165     
74   84   -1242.49          19.2825      0.955        *            *            8.146        
74   85   -1247.5265        17.06525     0.7055       5.0365       *            10.504       
74   86   -1263.403         15.523       1.806        15.8765      20.913       6.432        
74   87   -1267.4005        14.1745      1.529        3.9975       19.874       7.7205       
74   88   -1284.228         13.526       2.652        16.8275      20.825       5.669        
74   89   -1286.5955        12.64275     2.6405       2.3675       19.195       7.576        
74   90   -1304.453         12.2395      3.589        17.8575      20.225       5.423        
74   91   -1304.8525        11.71025     3.8305       0.3995       18.257       7.4025       
74   92   -1323.992         11.391       4.492        19.1395      19.539       5.172        
74   93   -1322.2825        11.14325     4.3165       -1.7095      17.43        7.0395       
74   94   -1342.883         11.4505      5.251        20.6005      18.891       4.917        
74   95   -1342.314         12.44375     5.5775       -0.569       20.0315      3.952        
74   96   -1361.855         13.662       6.354        19.541       18.972       4.077        
74   97   -1363.4955        13.89925     7.2235       1.6405       21.1815      1.541        
74   98   -1380.286         13.8115      7.443        16.7905      18.431       3.515        
74   99   -1382.0905        13.91625     8.0125       1.8045       18.595       2.4815       
74   100  -1397.795         13.971       8.482        15.7045      17.509       3.348        
74   101  -1399.0925        14.06375     9.1525       1.2975       17.002       3.2855       
74   102  -1414.46          14.0015      9.513        15.3675      16.665       3.153        
74   103  -1415.5915        14.105       10.47        1.1315       16.499       2.6485       
74   104  -1430.493         13.7335      10.477       14.9015      16.033       2.754        
74   105  -1432.247         13.73625     11.3175      1.754        16.6555      1.1745       
74   106  -1445.851         13.384       11.448       13.604       15.358       2.465        
74   107  -1447.451         13.149       12.043       1.6          15.204       1.7785       
74   108  -1460.281         12.859       12.528       12.83        14.43        2.422        
74   109  -1461.317         12.554       12.898       1.036        13.866       2.391        
74   110  -1474.013         12.454       13.678       12.696       13.732       2.04         
74   111  -1475.4315        11.828       13.136       1.4185       14.1145      1.2875       
74   112  -1487.0           12.342       14.874       11.5685      12.987       1.635        
74   113  -1487.6545        12.42475     14.7145      0.6545       12.223       2.941        
74   114  -1499.109         13.4575      16.455       11.4545      12.109       1.317        
74   115  -1498.999         14.727       17.314       -0.11        11.3445      2.241        
74   116  -1510.879         15.8065      17.793       11.88        11.77        0.075        
74   117  -1513.001         17.50725     19.0945      2.122        14.002       -3.016       
74   118  -1522.333         18.508       18.996       9.332        11.454       -0.947       
74   119  -1522.479         21.998       19.746       0.146        9.478        -0.2725      
74   120  -1532.675         25.148       19.816       10.196       10.342       -1.038       
74   121  -1530.9455        26.32825     20.1965      -1.7295      8.4665       0.0875       
74   122  -1543.996         27.6535      20.867       13.0505      11.321       -2.837       
74   123  -1546.472         28.517       21.374       2.476        15.5265      -7.423       
74   124  -1555.268         29.3555      21.831       8.796        11.272       -3.839       
74   125  -1560.9085        31.01675     22.2435      5.6405       14.4365      -7.5105      
74   126  -1566.559         32.678       22.656       5.6505       11.291       -4.822       
74   127  -1565.2455        33.0335      23.152       -1.3135      4.337        1.7195       
74   128  -1571.212         33.329       23.528       5.9665       4.653        0.991        
74   129  -1563.5835        32.8355      23.221       -7.6285      -1.662       6.81         
74   130  -1575.775         33.037       24.304       12.1915      4.563        0.209        
74   131  -1566.8235        30.953       23.076       -8.9515      3.24         1.839        
74   132  -1580.992         30.324       24.758       14.1685      5.217        -1.221       
74   133  -1572.7705        29.304       24.018       -8.2215      5.947        -0.723       
74   134  -1586.459         29.319       25.348       13.6885      5.467        -1.925       
