Z    N    Binding_E_(MeV)   S_1p_(MeV)   S_2p_(MeV)   S_1n_(MeV)   S_2n_(MeV)   Q_alpha_(MeV)
67   103  -1360.91175       1.46275      16.606       -0.23025     11.5305      2.6715       
67   104  -1372.8665        2.0265       17.7145      11.95475     11.7245      1.143        
67   105  -1372.14125       2.53825      19.65125     -0.72525     11.2295      0.4645       
67   106  -1383.541         2.575        20.078       11.39975     10.6745      -0.089       
67   107  -1382.0055        3.0935       22.1765      -1.5355      9.86425      -1.2155      
67   108  -1393.03          2.802        22.17        11.0245      9.489        -1.267       
67   109  -1390.7705        3.231        24.267       -2.2595      8.765        -2.6415      
67   110  -1401.656         2.725        24.144       10.8855      8.626        -2.496       
67   111  -1401.73175       3.50525      27.08225     0.07575      10.96125     -6.92825     
67   112  -1409.5375        2.4455       25.8605      7.80575      7.8815       -3.7255      
67   113  -1407.56775       2.88225      28.03325     -1.96975     5.836        -4.61825     
67   114  -1415.343         1.524        26.301       7.77525      5.8055       -3.366       
67   115  -1409.10725       1.43775      27.4365      -6.23575     1.5395       -1.27275     
67   116  -1421.3815        0.3415       26.417       12.27425     6.0385       -4.0395      
67   117  -1414.19875       0.50325      27.96575     -7.18275     5.0915       -4.228       
67   118  -1427.786         -0.475       26.9995      13.58725     6.4045       -4.5215      
67   119  -1419.70125       -1.13475     28.1515      -8.08475     5.5025       -5.16825     
67   120  -1432.4915        -2.8295      27.0185      12.79025     4.7055       -3.405       
67   121  -1425.67275       -3.48325     28.492       -6.81875     5.9715       -5.823       
67   122  -1437.429         -5.142       27.3155      11.75625     4.9375       -3.656       
67   123  -1432.07275       -6.14725     27.89425     -5.35625     6.4          -6.592       
67   124  -1442.5515        -7.7975      26.678       10.47875     5.1225       -4.138       
67   125  -1442.958         -7.5285      27.215       0.4065       10.88525     -10.4795     
67   126  -1450.9645        -7.3295      27.637       8.0065       8.413        -6.791       
67   127  -1448.05375       -7.22075     27.9585      -2.91075     5.09575      -4.01075     
67   128  -1452.533         -7.112       28.28        4.47925      1.5685       -0.9055      
67   129  -1446.13325       -5.54625     30.5125      -6.39975     -1.9205      2.262        
67   130  -1456.5635        -4.4405      30.435       10.43025     4.0305       -4.0105      
67   131  -1450.76075       -2.21525     32.32625     -5.80275     4.6275       -6.84        
67   132  -1462.808         -0.63        31.0225      12.04725     6.2445       -8.3795      
67   133  -1455.53225       0.52675      32.3375      -7.27575     4.7715       -8.79775     
67   134  -1467.1515        1.3385       32.0975      11.61925     4.3435       -7.066       
67   135  -1457.07475       2.23375      33.3575      -10.07675    1.5425       -5.58        
67   136  -1470.653         2.754        33.3225      13.57825     3.5015       -7.299       
67   137  -1458.003         3.6875       34.623       -12.65       0.92825      -5.98575     
67   138  -1473.923         4.141        34.5035      15.92        3.27         -8.2925      
67   139  -1459.938         5.056        35.54225     -13.985      1.935        -8.258       
67   140  -1477.098         5.456        34.731       17.16        3.175        -9.3785      
67   141  -1462.81875       6.04275      35.9585      -14.27925    2.88075      -10.123      
67   142  -1479.1795        5.7595       34.131       16.36075     2.0815       -8.5125      
67   143  -1464.91675       6.61875      36.6495      -14.26275    2.098        -9.7565      
67   144  -1480.759         5.873        34.648       15.84225     1.5795       -7.4105      
67   145  -1465.454         6.9805       37.50275     -15.305      0.53725      -8.88675     
67   146  -1481.979         6.008        35.2275      16.525       1.22         -7.568       
67   147  -1464.87275       7.20425      38.06325     -17.10625    -0.58125     -8.6215      
67   148  -1482.8765        6.1805       35.824       18.00375     0.8975       -7.825       
67   149  -1463.982         7.503        *            -18.8945     -0.89075     -8.8725      
67   150  -1483.5475        6.4255       *            19.5655      0.671        -8.195       
67   151  -1463.29825       7.95575      *            -20.24925    -0.68375     *            
67   152  -1483.999         6.716        *            20.70075     0.4515       *            
68   76   -1143.756         11.1875      1.405        *            *            3.991        
68   77   -1148.9685        12.9035      2.137        5.2125       *            2.0505       
68   78   -1168.251         14.4695      2.569        19.2825      24.495       2.4          
68   79   -1177.5075        16.007       3.699        9.2565       28.539       -2.376       
68   80   -1192.254         17.0245      3.789        14.7465      24.003       1.728        
68   81   -1204.543         19.78875     4.6325       12.289       27.0355      -2.4345      
68   82   -1216.832         22.133       4.636        12.289       24.578       -0.067       
68   83   -1223.795         21.4225      5.53         6.963        19.252       4.4155       
68   84   -1233.558         20.537       6.074        9.763        16.726       6.938        
68   85   -1239.2625        19.2065      6.928        5.7045       15.4675      7.3025       
68   86   -1251.567         17.661       7.352        12.3045      18.009       4.217        
68   87   -1256.51          16.7215      7.773        4.943        17.2475      4.1245       
68   88   -1269.453         15.947       8.524        12.943       17.886       3.062        
68   89   -1272.151         15.33375     8.7075       2.698        15.641       4.886        
68   90   -1286.369         15.1005      9.651        14.218       16.916       2.86         
68   91   -1286.659         14.3705      9.201        0.29         14.508       5.0845       
68   92   -1302.819         14.5205      10.511       16.16        16.45        2.199        
68   93   -1302.624         14.24725     10.1295      -0.195       15.965       3.134        
68   94   -1318.929         14.864       11.528       16.305       16.11        1.679        
68   95   -1319.0005        14.9175      11.87        0.0715       16.3765      1.794        
68   96   -1334.472         15.176       12.622       15.4715      15.543       1.229        
68   97   -1335.0265        15.13925     12.9685      0.5545       16.026       0.404        
68   98   -1349.371         15.3225      13.755       14.3445      14.899       0.779        
68   99   -1350.6875        15.0555      13.856       1.3165       15.661       -0.3295      
68   100  -1363.434         15.3085      14.997       12.7465      14.063       0.482        
