N	Z	A	EL	MASS EXCESS	BINDING ENERGY/A
				(keV)		(keV)
123	81	204	Tl	-24345.972	1.251	7880.022	0.006
122	82	204	Pb	-25109.735	1.244	7879.931	0.006
121	83	204	Bi	-20667.303	25.953	7854.32	0.127
120	84	204	Po	-18333.551	11.023	7839.045	0.054
119	85	204	At	-11875.313	23.979	7803.552	0.118
118	86	204	Rn	-7984.077	14.54	7780.642	0.071
117	87	204	Fr	608.456	24.593	7734.687	0.121
116	88	204	Ra	6054.402	15.373	7704.156	0.075
126	79	205	Au	-18751#	298#	7861#	1#
125	80	205	Hg	-22287.497	3.644	7874.731	0.018
124	81	205	Tl	-23820.592	1.325	7878.393	0.006
123	82	205	Pb	-23770.091	1.241	7874.33	0.006
122	83	205	Bi	-21061.67	7.179	7857.302	0.035
121	84	205	Po	-17508.993	19.892	7836.156	0.097
120	85	205	At	-12971.536	15.062	7810.205	0.073
119	86	205	Rn	-7713.889	50.341	7780.742	0.246
118	87	205	Fr	-1309.717	7.824	7745.686	0.038
117	88	205	Ra	5839.136	86.456	7706.997	0.422
126	80	206	Hg	-20945.512	20.446	7869.17	0.099
125	81	206	Tl	-22253.094	1.37	7871.72	0.007
124	82	206	Pb	-23785.44	1.24	7875.361	0.006
123	83	206	Bi	-20027.931	7.782	7853.323	0.038
122	84	206	Po	-18181.739	8.281	7840.563	0.04
121	85	206	At	-12419.576	20.471	7808.793	0.099
120	86	206	Rn	-9115.503	14.769	7788.956	0.072
119	87	206	Fr	-1242.551	28.196	7746.94	0.137
118	88	206	Ra	3565.079	18.03	7719.805	0.088
117	89	206	Ac	13511.303	70.352	7667.724	0.342
127	80	207	Hg	-16218.666	150.101	7847.312	0.725
126	81	207	Tl	-21033.666	5.497	7866.793	0.027
125	82	207	Pb	-22451.905	1.243	7869.865	0.006
124	83	207	Bi	-20054.433	2.445	7854.504	0.012
123	84	207	Po	-17145.849	6.638	7836.673	0.032
122	85	207	At	-13242.582	21.495	7814.037	0.104
121	86	207	Rn	-8631.014	25.998	7787.98	0.126
120	87	207	Fr	-2841.602	50.707	7756.232	0.245
119	88	207	Ra	3537.912	55.276	7721.634	0.267
118	89	207	Ac	11131.119	52.448	7681.172	0.253
128	80	208	Hg	-13097#	298#	7833#	1#
127	81	208	Tl	-16749.473	1.99	7847.18	0.01
126	82	208	Pb	-21748.455	1.244	7867.452	0.006
125	83	208	Bi	-18870.022	2.355	7849.852	0.011
124	84	208	Po	-17469.516	1.802	7839.357	0.009
123	85	208	At	-12491.356	25.863	7811.663	0.124
122	86	208	Rn	-9647.976	11.149	7794.231	0.054
121	87	208	Fr	-2665.206	46.535	7756.899	0.224
120	88	208	Ra	1713.894	15.408	7732.084	0.074
119	89	208	Ac	10760.201	55.721	7684.831	0.268
129	80	209	Hg	-8346#	196#	7812#	1#
128	81	209	Tl	-13638.048	7.901	7833.365	0.038
127	82	209	Pb	-17614.44	1.813	7848.647	0.009
126	83	209	Bi	-18258.461	1.448	7847.985	0.007
125	84	209	Po	-16365.944	1.842	7835.187	0.009
124	85	209	At	-12879.634	7.463	7814.763	0.036
123	86	209	Rn	-8928.61	19.988	7792.115	0.096
122	87	209	Fr	-3769.239	14.625	7763.686	0.07
121	88	209	Ra	1854.952	50.467	7733.033	0.241
120	89	209	Ac	8844.409	50.608	7695.847	0.242
119	90	209	Th	16502.052	99.873	7655.464	0.478
130	80	210	Hg	-5114#	298#	7798#	1#
129	81	210	Tl	-9246.298	11.638	7813.585	0.055
128	82	210	Pb	-14728.292	1.527	7835.964	0.007
127	83	210	Bi	-14791.778	1.446	7832.541	0.007
126	84	210	Po	-15953.071	1.242	7834.345	0.006
125	85	210	At	-11971.83	7.843	7811.662	0.037
124	86	210	Rn	-9597.913	8.558	7796.632	0.041
123	87	210	Fr	-3346.17	22.232	7763.136	0.106
122	88	210	Ra	461.069	15.195	7741.281	0.072
121	89	210	Ac	8789.565	57.402	7697.896	0.273
120	90	210	Th	14042.591	25.008	7669.156	0.119
130	81	211	Tl	-6076#	201#	7800#	1#
129	82	211	Pb	-10491.45	2.661	7817	0.013
128	83	211	Bi	-11858.421	5.5	7819.77	0.026
127	84	211	Po	-12432.507	1.343	7818.783	0.006
126	85	211	At	-11647.148	2.771	7811.354	0.013
125	86	211	Rn	-8755.556	6.793	7793.941	0.032
124	87	211	Fr	-4157.682	21.101	7768.443	0.1
123	88	211	Ra	836.47	26.242	7741.066	0.124
122	89	211	Ac	7204.953	71.212	7707.176	0.337
121	90	211	Th	13905.728	74.534	7671.711	0.353
131	81	212	Tl	-1651#	300#	7780#	1#
130	82	212	Pb	-7547.389	2.209	7804.312	0.01
129	83	212	Bi	-8117.295	1.99	7803.31	0.009
128	84	212	Po	-10369.42	1.248	7810.243	0.006
127	85	212	At	-8621.19	7.214	7798.306	0.034
126	86	212	Rn	-8659.606	3.182	7794.797	0.015
125	87	212	Fr	-3537.587	25.803	7766.946	0.122
124	88	212	Ra	-191.422	11.273	7747.472	0.053
123	89	212	Ac	7278.529	68.305	7708.546	0.322
122	90	212	Th	12091.061	18.474	7682.156	0.087
121	91	212	Pa	21614.516	74.865	7633.543	0.353
131	82	213	Pb	-3184.313	7.796	7785.082	0.037
130	83	213	Bi	-5230.649	5.003	7791.016	0.023
129	84	213	Po	-6653.4	3.092	7794.023	0.015
128	85	213	At	-6579.472	4.922	7790.003	0.023
127	86	213	Rn	-5698.258	5.678	7782.192	0.027
126	87	213	Fr	-3549.848	7.671	7768.433	0.036
125	88	213	Ra	357.656	20.299	7746.415	0.095
124	89	213	Ac	6154.98	52.095	7715.524	0.245
123	90	213	Th	12118.868	71.042	7683.852	0.334
122	91	213	Pa	19663.224	71.142	7644.76	0.334
132	82	214	Pb	-181.261	2.381	7772.386	0.011
131	83	214	Bi	-1200.193	11.229	7773.492	0.052
130	84	214	Po	-4469.913	1.528	7785.115	0.007
129	85	214	At	-3379.708	4.325	7776.365	0.02
128	86	214	Rn	-4319.753	9.199	7777.102	0.043
127	87	214	Fr	-958.372	8.766	7757.739	0.041
126	88	214	Ra	100.503	9.205	7749.135	0.043
125	89	214	Ac	6428.984	22.49	7715.907	0.105
124	90	214	Th	10711.967	16.817	7692.237	0.079
123	91	214	Pa	19485.38	76.125	7647.584	0.356
133	82	215	Pb	4477#	411#	7752#	2#
132	83	215	Bi	1648.537	14.904	7761.627	0.069
131	84	215	Po	-540.277	2.547	7768.169	0.012
130	85	215	At	-1255.123	6.846	7767.855	0.032
129	86	215	Rn	-1168.574	7.687	7763.814	0.036
128	87	215	Fr	318.103	7.082	7753.26	0.033
127	88	215	Ra	2533.509	7.594	7739.317	0.035
126	89	215	Ac	6011.514	21.406	7719.501	0.1
125	90	215	Th	10926.733	26.889	7693.001	0.125
124	91	215	Pa	17871.519	87.012	7657.061	0.405
133	83	216	Bi	5873.948	11.178	7743.499	0.052
132	84	216	Po	1783.844	2.203	7758.813	0.01
131	85	216	At	2257.25	3.647	7752.999	0.017
130	86	216	Rn	255.574	7.312	7758.644	0.034
129	87	216	Fr	2978.909	14.196	7742.414	0.066
128	88	216	Ra	3291.002	8.75	7737.347	0.041
127	89	216	Ac	8122.698	26.577	7711.356	0.123
126	90	216	Th	10304.294	12.923	7697.634	0.06
125	91	216	Pa	17800.445	69.932	7659.308	0.324
134	83	217	Bi	8821#	196#	7731#	1#
133	84	217	Po	5900.825	6.646	7741.281	0.031
132	85	217	At	4395.555	4.917	7744.612	0.023
131	86	217	Rn	3658.607	4.226	7744.403	0.019
130	87	217	Fr	4314.635	6.548	7737.774	0.03
129	88	217	Ra	5887.347	8.529	7726.921	0.039
128	89	217	Ac	8706.595	12.753	7710.324	0.059
127	90	217	Th	12215.918	20.789	7690.547	0.096
126	91	217	Pa	17068.683	52.288	7664.579	0.241
125	92	217	U	22699.383	86.873	7635.026	0.4
135	83	218	Bi	13335#	359#	7712#	2#
134	84	218	Po	8358.331	2.379	7731.521	0.011
133	85	218	At	8098.722	11.623	7729.124	0.053
132	86	218	Rn	5217.537	2.373	7738.751	0.011
131	87	218	Fr	7059.162	4.781	7726.715	0.022
130	88	218	Ra	6651.082	11.186	7724.998	0.051
129	89	218	Ac	10843.944	50.763	7702.176	0.233
128	90	218	Th	12374.432	12.952	7691.567	0.059
127	91	218	Pa	18668.9	24.613	7659.104	0.113
126	92	218	U	21923.337	30.519	7640.587	0.14
135	84	219	Po	12802#	359#	7713#	2#
134	85	219	At	10397.048	3.883	7720.191	0.018
133	86	219	Rn	8830.754	2.531	7723.771	0.012
132	87	219	Fr	8618.322	7.084	7721.169	0.032
131	88	219	Ra	9394.19	8.272	7714.054	0.038
130	89	219	Ac	11569.518	50.499	7700.548	0.231
129	90	219	Th	14472.525	50.573	7683.72	0.231
128	91	219	Pa	18521.029	54.39	7661.662	0.248
127	92	219	U	23212.048	56.771	7636.669	0.259
136	84	220	Po	15465#	359#	7702#	2#
135	85	220	At	14352.164	51.234	7703.81	0.233
134	86	220	Rn	10613.426	2.203	7717.248	0.01
133	87	220	Fr	11482.904	4.093	7709.74	0.019
132	88	220	Ra	10272.874	9.241	7711.684	0.042
131	89	220	Ac	13751.627	14.889	7692.315	0.068
130	90	220	Th	14668.946	22.171	7684.589	0.101
129	91	220	Pa	20376.714	56.624	7655.089	0.257
128	92	220	U	23029#	200#	7639#	1#
136	85	221	At	16813#	196#	7694#	1#
135	86	221	Rn	14472.42	5.902	7701.388	0.027
134	87	221	Fr	13278.226	4.796	7703.252	0.022
133	88	221	Ra	12963.917	4.656	7701.134	0.021
132	89	221	Ac	14523.155	50.427	7690.539	0.228
131	90	221	Th	16937.984	9.357	7676.072	0.042
130	91	221	Pa	20379.211	51.601	7656.961	0.233
129	92	221	U	24591#	102#	7634#	0#
137	85	222	At	20800#	298#	7678#	1#
136	86	222	Rn	16373.558	2.36	7694.491	0.011
135	87	222	Fr	16349.332	21.223	7691.076	0.096
134	88	222	Ra	14321.283	4.571	7696.687	0.021
133	89	222	Ac	16621.441	5.197	7682.802	0.023
132	90	222	Th	17202.945	12.288	7676.659	0.055
131	91	222	Pa	22116#	73#	7651#	0#
130	92	222	U	24299#	101#	7638#	0#
138	85	223	At	23464#	401#	7668#	2#
137	86	223	Rn	20297#	298#	7679#	1#
136	87	223	Fr	18383.833	2.397	7683.658	0.011
135	88	223	Ra	17234.662	2.523	7685.303	0.011
134	89	223	Ac	17826.437	7.154	7679.141	0.032
133	90	223	Th	19385.739	9.225	7668.64	0.041
132	91	223	Pa	22320.714	71.064	7651.971	0.319
131	92	223	U	25838.34	71.117	7632.688	0.319
138	86	224	Rn	22440#	298#	7671#	1#
137	87	224	Fr	21657.19	50.048	7670.775	0.223
136	88	224	Ra	18827.19	2.203	7679.917	0.01
135	89	224	Ac	20234.72	4.152	7670.14	0.019
134	90	224	Th	19996.285	10.952	7667.712	0.049
133	91	224	Pa	23870.222	15.546	7646.925	0.069
132	92	224	U	25713.685	25.315	7635.203	0.113
139	86	225	Rn	26492#	298#	7655#	1#
138	87	225	Fr	23814.031	30.148	7662.97	0.134
137	88	225	Ra	21994.031	2.986	7667.581	0.013
136	89	225	Ac	21638.22	4.66	7665.686	0.021
135	90	225	Th	22310.233	5.116	7659.222	0.023
134	91	225	Pa	24340.57	71.013	7646.721	0.316
133	92	225	U	27377.277	11.577	7629.747	0.051
132	93	225	Np	31590.626	71.851	7607.544	0.319
140	86	226	Rn	28774#	401#	7646#	2#
139	87	226	Fr	27373.099	100.028	7649.028	0.443
138	88	226	Ra	23669.099	2.346	7661.956	0.01
137	89	226	Ac	24310.214	3.333	7655.658	0.015
136	90	226	Th	23197.06	4.707	7657.121	0.021
135	91	226	Pa	26033.165	11.43	7641.11	0.051
134	92	226	U	27328.826	13.04	7631.916	0.058
133	93	226	Np	32738#	88#	7605#	0#
141	86	227	Rn	32981#	423#	7630#	2#
140	87	227	Fr	29654.986	100.028	7640.836	0.441
139	88	227	Ra	27178.986	2.362	7648.297	0.01
138	89	227	Ac	25850.941	2.393	7650.701	0.011
137	90	227	Th	25806.176	2.521	7647.452	0.011
136	91	227	Pa	26831.753	7.462	7639.488	0.033
135	92	227	U	29021.97	16.864	7626.393	0.074
134	93	227	Np	32562.04	72.508	7607.351	0.319
142	86	228	Rn	35384#	410#	7621#	2#
141	87	228	Fr	33282#	200#	7627#	1#
140	88	228	Ra	28941.792	2.434	7642.421	0.011
139	89	228	Ac	28895.981	2.523	7639.191	0.011
138	90	228	Th	26772.188	2.201	7645.074	0.01
137	91	228	Pa	28924.171	4.4	7632.204	0.019
136	92	228	U	29224.699	14.952	7627.455	0.066
135	93	228	Np	33701#	196#	7604#	1#
134	94	228	Pu	36088.247	32.485	7590.489	0.142
142	87	229	Fr	35816.157	37.26	7617.691	0.163
141	88	229	Ra	32562.774	18.709	7628.482	0.082
140	89	229	Ac	30753.502	33.276	7632.966	0.145
139	90	229	Th	29586.514	2.821	7634.646	0.012
138	91	229	Pa	29897.971	2.749	7629.869	0.012
137	92	229	U	31210.582	5.958	7620.721	0.026
136	93	229	Np	33779.521	86.85	7606.087	0.379
135	94	229	Pu	37399.683	51.323	7586.862	0.224
143	87	230	Fr	39598#	448#	7603#	2#
142	88	230	Ra	34517.809	12.109	7621.907	0.053
141	89	230	Ac	33807.809	300.244	7621.593	1.305
140	90	230	Th	30863.976	1.792	7630.99	0.008
139	91	230	Pa	32174.506	3.277	7621.891	0.014
138	92	230	U	31614.706	4.761	7620.923	0.021
137	93	230	Np	35236.181	51.29	7601.776	0.223
136	94	230	Pu	36933.632	15.096	7590.994	0.066
144	87	231	Fr	42328#	467#	7593#	2#
143	88	231	Ra	38396#	298#	7607#	1#
142	89	231	Ac	35917.278	100.016	7614.407	0.433
141	90	231	Th	33817.278	1.8	7620.112	0.008
140	91	231	Pa	33425.722	2.257	7618.42	0.01
139	92	231	U	33807.368	3.021	7613.381	0.013
138	93	231	Np	35625.068	50.554	7602.125	0.219
137	94	231	Pu	38285.435	26.432	7587.222	0.114
136	95	231	Am	42439#	298#	7566#	1#
145	87	232	Fr	46363#	639#	7578#	3#
144	88	232	Ra	40649#	280#	7599#	1#
143	89	232	Ac	39148.307	100.02	7602.45	0.431
142	90	232	Th	35448.307	1.991	7615.026	0.009
141	91	232	Pa	35947.837	7.748	7609.501	0.033
140	92	232	U	34610.734	2.203	7611.892	0.01
139	93	232	Np	37361#	100#	7597#	0#
138	94	232	Pu	38365.534	18.086	7588.963	0.078
137	95	232	Am	43398#	298#	7564#	1#
145	88	233	Ra	44767#	468#	7584#	2#
144	89	233	Ac	41498#	298#	7594#	1#
143	90	233	Th	38733.238	1.993	7602.886	0.009
142	91	233	Pa	37490.098	2.161	7604.864	0.009
141	92	233	U	36919.958	2.705	7603.953	0.012
140	93	233	Np	37949.575	50.948	7596.176	0.219
139	94	233	Pu	40051.797	50.354	7583.796	0.216
138	95	233	Am	43173#	102#	7567#	0#
137	96	233	Cm	47293.098	71.652	7546.002	0.308
146	88	234	Ra	47230#	490#	7575#	2#
145	89	234	Ac	45103#	401#	7581#	2#
144	90	234	Th	40614.285	3.5	7596.849	0.015
143	91	234	Pa	40341.197	4.723	7594.673	0.02
142	92	234	U	38146.625	1.827	7600.708	0.008
141	93	234	Np	39956.471	8.519	7589.63	0.036
140	94	234	Pu	40349.597	6.967	7584.607	0.03
139	95	234	Am	44534#	207#	7563#	1#
138	96	234	Cm	46723.592	18.204	7550.681	0.078
146	89	235	Ac	47722#	358#	7572#	2#
145	90	235	Th	44255.35	50.036	7583.374	0.213
144	91	235	Pa	42330.456	50.033	7588.236	0.213
143	92	235	U	40920.456	1.823	7590.907	0.008
142	93	235	Np	41044.669	1.994	7587.049	0.008
141	94	235	Pu	42183.684	20.57	7578.873	0.088
140	95	235	Am	44662#	120#	7565#	1#
139	96	235	Cm	47910#	202#	7548#	1#
138	97	235	Bk	52704#	401#	7524#	2#
147	89	236	Ac	51508#	499#	7558#	2#
146	90	236	Th	46454#	196#	7576#	1#
145	91	236	Pa	45346.325	200.008	7577.504	0.847
144	92	236	U	42446.325	1.826	7586.477	0.008
143	93	236	Np	43379.304	50.437	7579.209	0.214
142	94	236	Pu	42902.718	2.205	7577.913	0.009
141	95	236	Am	46183#	100#	7561#	0#
140	96	236	Cm	47890#	201#	7550#	1#
139	97	236	Bk	53403#	401#	7523#	2#
147	90	237	Th	50202#	359#	7562#	2#
146	91	237	Pa	47641.875	100.018	7569.902	0.422
145	92	237	U	45391.875	1.882	7576.094	0.008
144	93	237	Np	44873.275	1.833	7574.982	0.008
143	94	237	Pu	45093.307	2.236	7570.752	0.009
142	95	237	Am	46571#	59#	7561#	0#
141	96	237	Cm	49277#	206#	7546#	1#
140	97	237	Bk	53098#	224#	7527#	1#
139	98	237	Cf	57818#	503#	7504#	2#
148	90	238	Th	52625#	283#	7554#	1#
147	91	238	Pa	50768.948	60.03	7558.87	0.252
146	92	238	U	47308.948	1.904	7570.12	0.008
145	93	238	Np	47456.272	1.844	7566.214	0.008
144	94	238	Pu	46164.745	1.834	7568.354	0.008
143	95	238	Am	48423.087	50.72	7555.578	0.213
142	96	238	Cm	49395.914	36.629	7548.203	0.154
141	97	238	Bk	54288#	288#	7524#	1#
140	98	238	Cf	57203#	401#	7509#	2#
148	91	239	Pa	53337#	196#	7550#	1#
147	92	239	U	50573.883	1.912	7558.557	0.008
146	93	239	Np	49312.385	2.077	7560.561	0.009
145	94	239	Pu	48589.877	1.827	7560.311	0.008
144	95	239	Am	49391.985	2.444	7553.681	0.01
143	96	239	Cm	51192#	100#	7543#	0#
142	97	239	Bk	54287#	233#	7527#	1#
141	98	239	Cf	58145#	209#	7507#	1#
149	91	240	Pa	56803#	298#	7538#	1#
148	92	240	U	52715.098	5.154	7551.771	0.021
147	93	240	Np	52314.736	15.139	7550.18	0.063
146	94	240	Pu	50126.995	1.825	7556.036	0.008
145	95	240	Am	51511.785	13.908	7547.006	0.058
144	96	240	Cm	51725.434	2.285	7542.856	0.01
143	97	240	Bk	55665#	150#	7523#	1#
142	98	240	Cf	58034#	201#	7510#	1#
141	99	240	Es	64199#	401#	7481#	2#
149	92	241	U	56197#	298#	7539#	1#
148	93	241	Np	54261.791	70.734	7544.263	0.294
147	94	241	Pu	52956.791	1.825	7546.432	0.008
146	95	241	Am	52936.008	1.829	7543.272	0.008
145	96	241	Cm	53703.425	2.17	7536.841	0.009
144	97	241	Bk	56103#	200#	7524#	1#
143	98	241	Cf	59361#	255#	7507#	1#
142	99	241	Es	63843#	227#	7485#	1#
150	92	242	U	58620#	201#	7532#	1#
149	93	242	Np	57418.39	200.009	7533.397	0.826
148	94	242	Pu	54718.39	1.86	7541.321	0.008
147	95	242	Am	55469.685	1.832	7534.984	0.008
146	96	242	Cm	54805.218	1.835	7534.497	0.008
145	97	242	Bk	57735#	200#	7519#	1#
144	98	242	Cf	59337.614	36.854	7509.302	0.152
143	99	242	Es	64967#	326#	7483#	1#
142	100	242	Fm	68400#	401#	7465#	2#
150	93	243	Np	59875#	32#	7525#	0#
149	94	243	Pu	57755.509	3.188	7531.004	0.013
148	95	243	Am	57176.109	2.293	7530.169	0.009
147	96	243	Cm	57183.593	2.083	7526.918	0.009
146	97	243	Bk	58691.176	4.745	7517.495	0.02
145	98	243	Cf	60945#	142#	7505#	1#
144	99	243	Es	64783#	234#	7486#	1#
143	100	243	Fm	69259#	215#	7464#	1#
151	93	244	Np	63202#	298#	7514#	1#
150	94	244	Pu	59805.555	5.053	7524.817	0.021
149	95	244	Am	59880.951	2.081	7521.301	0.009
148	96	244	Cm	58453.651	1.825	7523.944	0.007
147	97	244	Bk	60715.501	14.472	7511.468	0.059
146	98	244	Cf	61479.247	2.92	7505.132	0.012
145	99	244	Es	66027#	181#	7483#	1#
144	100	244	Fm	69009#	284#	7468#	1#
151	94	245	Pu	63106.068	14.417	7513.576	0.059
150	95	245	Am	61899.746	3.467	7515.306	0.014
149	96	245	Cm	61004.706	2.081	7515.766	0.008
148	97	245	Bk	61815.448	2.306	7509.264	0.009
147	98	245	Cf	63386.875	2.856	7499.657	0.012
146	99	245	Es	66438#	200#	7484#	1#
145	100	245	Fm	70221#	275#	7465#	1#
144	101	245	Md	75292#	323#	7441#	1#
152	94	246	Pu	65395.19	15.255	7506.538	0.062
151	95	246	Am	64994.64	18.176	7504.986	0.074
150	96	246	Cm	62618.439	2.061	7511.465	0.008
149	97	246	Bk	63968.439	60.035	7502.797	0.244
148	98	246	Cf	64091.733	2.09	7499.115	0.009
147	99	246	Es	67902#	224#	7480#	1#
146	100	246	Fm	70140.589	38.678	7468.166	0.157
145	101	246	Md	76276#	329#	7440#	1#
153	94	247	Pu	68996#	298#	7494#	1#
152	95	247	Am	67154#	100#	7499#	0#
151	96	247	Cm	65533.901	4.364	7501.928	0.018
150	97	247	Bk	65490.624	5.501	7498.936	0.022
149	98	247	Cf	66136.624	8.14	7493.153	0.033
148	99	247	Es	68610#	30#	7480#	0#
147	100	247	Fm	71583#	143#	7465#	1#
146	101	247	Md	76043#	324#	7444#	1#
153	95	248	Am	70562#	200#	7487#	1#
152	96	248	Cm	67392.202	5.055	7496.731	0.02
151	97	248	Bk	68080#	71#	7491#	0#
150	98	248	Cf	67239.766	5.323	7491.036	0.021
149	99	248	Es	70301#	52#	7476#	0#
148	100	248	Fm	71906.414	11.695	7465.91	0.047
147	101	248	Md	77149#	237#	7442#	1#
146	102	248	No	80664#	301#	7424#	1#
154	95	249	Am	73104#	298#	7479#	1#
153	96	249	Cm	70750.15	5.061	7485.552	0.02
152	97	249	Bk	69849.622	2.612	7486.027	0.01
151	98	249	Cf	69725.622	2.195	7483.383	0.009
150	99	249	Es	71176#	30#	7474#	0#
149	100	249	Fm	73619#	101#	7461#	0#
148	101	249	Md	77326#	224#	7443#	1#
147	102	249	No	81816#	340#	7422#	1#
154	96	250	Cm	72989.038	11.205	7478.94	0.045
153	97	250	Bk	72951.37	3.968	7475.961	0.016
152	98	250	Cf	71171.793	2.07	7479.95	0.008
151	99	250	Es	73227#	100#	7469#	0#
150	100	250	Fm	74073.581	11.933	7462.084	0.048
149	101	250	Md	78636#	301#	7441#	1#
148	102	250	No	81516#	204#	7426#	1#
155	96	251	Cm	76647.617	22.804	7466.724	0.091
154	97	251	Bk	75227.617	10.956	7469.264	0.044
153	98	251	Cf	74134.617	4.477	7470.502	0.018
152	99	251	Es	74512.202	6.072	7465.881	0.024
151	100	251	Fm	75986.64	8.382	7456.89	0.033
150	101	251	Md	79027#	203#	7442#	1#
149	102	251	No	82914#	175#	7423#	1#
148	103	251	Lr	87896#	298#	7400#	1#
156	96	252	Cm	79056#	298#	7460#	1#
155	97	252	Bk	78534#	200#	7459#	1#
154	98	252	Cf	76033.987	5.055	7465.349	0.02
153	99	252	Es	77293.987	50.255	7457.244	0.199
152	100	252	Fm	76817.382	5.686	7456.031	0.023
151	101	252	Md	80630#	196#	7438#	1#
150	102	252	No	82881.097	12.993	7425.76	0.052
149	103	252	Lr	88837#	248#	7399#	1#
156	97	253	Bk	80929#	359#	7451#	1#
155	98	253	Cf	79301.015	6.174	7454.831	0.024
154	99	253	Es	79013.697	2.612	7452.874	0.01
153	100	253	Fm	79349.538	3.718	7448.455	0.015
152	101	253	Md	81301#	205#	7438#	1#
151	102	253	No	84466#	102#	7422#	0#
150	103	253	Lr	88687#	224#	7402#	1#
149	104	253	Rf	93791#	453#	7379#	2#
157	97	254	Bk	84393#	298#	7440#	1#
156	98	254	Cf	81340.767	12.303	7449.228	0.048
155	99	254	Es	81991.986	4.242	7443.584	0.017
154	100	254	Fm	80904.186	2.783	7444.786	0.011
153	101	254	Md	83514#	100#	7431#	0#
152	102	254	No	84724.274	17.644	7423.586	0.069
151	103	254	Lr	89847#	336#	7400#	1#
150	104	254	Rf	93320#	285#	7384#	1#
157	98	255	Cf	84809#	200#	7438#	1#
156	99	255	Es	84088.873	11.038	7437.822	0.043
155	100	255	Fm	83799.253	4.821	7435.89	0.019
154	101	255	Md	84842.994	6.625	7428.729	0.026
153	102	255	No	86853.555	10.308	7417.776	0.04
152	103	255	Lr	90057#	206#	7402#	1#
151	104	255	Rf	94397#	175#	7382#	1#
150	105	255	Db	100041#	423#	7357#	2#
158	98	256	Cf	87039#	298#	7432#	1#
157	99	256	Es	87186#	100#	7428#	0#
156	100	256	Fm	85486.109	7.166	7431.783	0.028
155	101	256	Md	87615.418	52.818	7420.409	0.206
154	102	256	No	87823.739	7.877	7416.539	0.031
153	103	256	Lr	91872#	220#	7398#	1#
152	104	256	Rf	94235.704	24.117	7385.381	0.094
151	105	256	Db	100720#	291#	7357#	1#
158	99	257	Es	89403#	411#	7422#	2#
157	100	257	Fm	88589.481	6.334	7422.196	0.025
156	101	257	Md	88996.213	2.797	7417.569	0.011
155	102	257	No	90240.522	21.7	7409.683	0.084
154	103	257	Lr	92735#	207#	7397#	1#
153	104	257	Rf	95934#	103#	7381#	0#
152	105	257	Db	100342#	225#	7361#	1#
159	99	258	Es	92702#	298#	7412#	1#
158	100	258	Fm	90426#	200#	7418#	1#
157	101	258	Md	91688.184	4.631	7409.669	0.018
156	102	258	No	91479#	200#	7407#	1#
155	103	258	Lr	94839#	102#	7391#	0#
154	104	258	Rf	96399#	201#	7382#	1#
153	105	258	Db	101748#	344#	7359#	1#
152	106	258	Sg	105415#	414#	7341#	2#
159	100	259	Fm	93704#	283#	7407#	1#
158	101	259	Md	93624#	200#	7405#	1#
157	102	259	No	94109#	100#	7400#	0#
156	103	259	Lr	95852#	71#	7390#	0#
155	104	259	Rf	98400#	72#	7377#	0#
154	105	259	Db	102101#	212#	7360#	1#
153	106	259	Sg	106656#	177#	7339#	1#
160	100	260	Fm	95644#	499#	7403#	2#
159	101	260	Md	96551#	316#	7396#	1#
158	102	260	No	95611#	200#	7397#	1#
157	103	260	Lr	98276#	115#	7383#	0#
156	104	260	Rf	99149#	200#	7377#	1#
155	105	260	Db	103676#	231#	7357#	1#
154	106	260	Sg	106583.474	38.859	7342.424	0.149
153	107	260	Bh	113614#	578#	7312#	2#
160	101	261	Md	98478#	647#	7391#	2#
159	102	261	No	98504#	300#	7388#	1#
158	103	261	Lr	99561#	200#	7381#	1#
157	104	261	Rf	101315.395	28.75	7371.396	0.11
156	105	261	Db	104379#	231#	7357#	1#
155	106	261	Sg	108162#	125#	7339#	0#
154	107	261	Bh	113329#	230#	7316#	1#
161	101	262	Md	101407#	582#	7383#	2#
160	102	262	No	99951#	447#	7385#	2#
159	103	262	Lr	102123#	200#	7374#	1#
158	104	262	Rf	102394#	283#	7370#	1#
157	105	262	Db	106269#	182#	7352#	1#
156	106	262	Sg	108424#	283#	7341#	1#
155	107	262	Bh	114473#	345#	7315#	1#
161	102	263	No	102979#	490#	7376#	2#
160	103	263	Lr	103669#	361#	7371#	1#
159	104	263	Rf	104837#	183#	7363#	1#
158	105	263	Db	107111#	168#	7352#	1#
157	106	263	Sg	110216#	124#	7337#	0#
156	107	263	Bh	114606#	367#	7317#	1#
155	108	263	Hs	119751#	349#	7295#	1#
162	102	264	No	104649#	639#	7373#	2#
161	103	264	Lr	106226#	436#	7364#	2#
160	104	264	Rf	106176#	447#	7361#	2#
159	105	264	Db	109361#	231#	7346#	1#
158	106	264	Sg	110784#	283#	7338#	1#
157	107	264	Bh	116068#	276#	7315#	1#
156	108	264	Hs	119599.066	43.846	7298.239	0.166
162	103	265	Lr	107903#	713#	7360#	3#
161	104	265	Rf	108709#	424#	7354#	2#
160	105	265	Db	110476#	283#	7344#	1#
159	106	265	Sg	112817.611	57.676	7332.652	0.218
158	107	265	Bh	116574#	379#	7316#	1#
157	108	265	Hs	121173#	135#	7295#	1#
156	109	265	Mt	126824#	462#	7271#	2#
163	103	266	Lr	111132#	655#	7351#	2#
