N	Z	A	EL	MASS EXCESS       BINDING ENERGY/A
				(keV)		(keV)	
106	84	190	Po	-4563.837	13.465	7749.458	0.071
118	73	191	Ta	-26492#	298#	7911#	2#
117	74	191	W	-31176.173	41.917	7931.435	0.219
116	75	191	Re	-34350.296	10.265	7943.957	0.054
115	76	191	Os	-36395.185	0.659	7950.568	0.003
114	77	191	Ir	-36708.756	1.311	7948.113	0.007
113	78	191	Pt	-35698.237	4.127	7938.727	0.022
112	79	191	Au	-33797.904	4.926	7924.681	0.026
111	80	191	Hg	-30591.896	22.28	7903.8	0.117
110	81	191	Tl	-26282.945	7.349	7877.144	0.038
109	82	191	Pb	-20231.118	37.26	7841.363	0.195
108	83	191	Bi	-13239.347	7.487	7800.661	0.039
107	84	191	Po	-5068.735	7.103	7753.786	0.037
106	85	191	At	3863.917	16.103	7702.923	0.084
119	73	192	Ta	-23064#	401#	7894#	2#
118	74	192	W	-29649#	196#	7924#	1#
117	75	192	Re	-31588.825	70.794	7930.238	0.369
116	76	192	Os	-35882.191	2.315	7948.525	0.012
115	77	192	Ir	-34835.561	1.314	7938.999	0.007
114	78	192	Pt	-36288.457	2.57	7942.491	0.013
113	79	192	Au	-32772.116	15.827	7920.102	0.082
112	80	192	Hg	-32011.553	15.537	7912.066	0.081
111	81	192	Tl	-25872.246	31.671	7876.016	0.165
110	82	192	Pb	-22556.02	13.295	7854.669	0.069
109	83	192	Bi	-13534.535	30.112	7803.608	0.157
108	84	192	Po	-8070.661	11.11	7771.075	0.058
107	85	192	At	2925.854	27.876	7709.727	0.145
120	73	193	Ta	-20870#	401#	7884#	2#
119	74	193	W	-26287#	196#	7908#	1#
118	75	193	Re	-30231.638	39.123	7923.937	0.203
117	76	193	Os	-33394.289	2.321	7936.27	0.012
116	77	193	Ir	-34536.235	1.328	7938.133	0.007
115	78	193	Pt	-34479.608	1.359	7933.786	0.007
114	79	193	Au	-33404.821	8.674	7924.164	0.045
113	80	193	Hg	-31062.179	15.505	7907.972	0.08
112	81	193	Tl	-27477.212	6.707	7885.344	0.035
111	82	193	Pb	-22194.49	49.577	7853.919	0.257
110	83	193	Bi	-15884.559	7.576	7817.171	0.039
109	84	193	Po	-8325.318	14.531	7773.95	0.075
108	85	193	At	-67.32	21.632	7727.109	0.112
107	86	193	Rn	9042.911	25.112	7675.852	0.13
121	73	194	Ta	-17300#	503#	7866#	3#
120	74	194	W	-24526#	298#	7899#	2#
119	75	194	Re	-27237#	196#	7909#	1#
118	76	194	Os	-32435.108	2.403	7932.022	0.012
117	77	194	Ir	-32531.708	1.332	7928.487	0.007
116	78	194	Pt	-34760.07	0.496	7935.941	0.003
115	79	194	Au	-32211.936	2.118	7918.774	0.011
114	80	194	Hg	-32183.945	2.888	7914.597	0.015
113	81	194	Tl	-26937.491	13.972	7883.52	0.072
112	82	194	Pb	-24207.94	17.435	7865.418	0.09
111	83	194	Bi	-16028.811	6.178	7819.225	0.032
110	84	194	Po	-11004.655	12.911	7789.294	0.067
109	85	194	At	-720.163	24.931	7732.249	0.129
108	86	194	Rn	5723.495	16.899	7695.001	0.087
121	74	195	W	-21010#	298#	7882#	2#
120	75	195	Re	-25579#	298#	7902#	2#
119	76	195	Os	-29511.593	55.89	7917.744	0.287
118	77	195	Ir	-31692.251	1.333	7924.915	0.007
117	78	195	Pt	-32793.849	0.503	7926.552	0.003
116	79	195	Au	-32567.031	1.119	7921.377	0.006
115	80	195	Hg	-31013.393	23.142	7909.397	0.119
114	81	195	Tl	-28155.248	11.093	7890.728	0.057
113	82	195	Pb	-23707.693	17.96	7863.908	0.092
112	83	195	Bi	-18025.561	5.287	7830.757	0.027
111	84	195	Po	-11056.259	37.364	7791.005	0.192
110	85	195	At	-3470.295	9.573	7748.091	0.049
109	86	195	Rn	5050.281	50.502	7700.383	0.259
122	74	196	W	-18880#	401#	7872#	2#
121	75	196	Re	-22542#	298#	7887#	2#
120	76	196	Os	-28277.105	40.055	7912.229	0.204
119	77	196	Ir	-29435.493	38.414	7914.148	0.196
118	78	196	Pt	-32644.51	0.51	7926.529	0.003
117	79	196	Au	-31138.706	2.962	7914.855	0.015
116	80	196	Hg	-31825.941	2.946	7914.369	0.015
115	81	196	Tl	-27496.592	12.109	7888.289	0.062
114	82	196	Pb	-25348.312	7.71	7873.337	0.039
113	83	196	Bi	-18009.031	24.428	7831.9	0.125
112	84	196	Po	-13473.042	13.512	7804.766	0.069
111	85	196	At	-3914.677	30.284	7752.007	0.155
110	86	196	Rn	1970.991	14.417	7717.987	0.074
123	74	197	W	-15140#	401#	7854#	2#
122	75	197	Re	-20502#	298#	7878#	2#
121	76	197	Os	-25309#	196#	7898#	1#
120	77	197	Ir	-28264.105	20.11	7908.999	0.102
119	78	197	Pt	-30419.75	0.536	7915.971	0.003
118	79	197	Au	-31139.738	0.542	7915.654	0.003
117	80	197	Hg	-30540.229	3.207	7908.64	0.016
116	81	197	Tl	-28341.649	16.325	7893.508	0.083
115	82	197	Pb	-24745.401	4.804	7871.282	0.024
114	83	197	Bi	-19687.191	8.333	7841.634	0.042
113	84	197	Po	-13357.99	49.679	7805.535	0.252
112	85	197	At	-6355.25	7.983	7766.017	0.041
111	86	197	Rn	1510.353	16.193	7722.118	0.082
110	87	197	Fr	10253.971	54.404	7673.763	0.276
123	75	198	Re	-17139#	401#	7862#	2#
122	76	198	Os	-23837#	196#	7891#	1#
121	77	198	Ir	-25821#	196#	7897#	1#
120	78	198	Pt	-29903.999	2.1	7914.15	0.011
119	79	198	Au	-29580.781	0.54	7908.567	0.003
118	80	198	Hg	-30954.31	0.458	7911.552	0.002
117	81	198	Tl	-27528.746	7.545	7890.3	0.038
116	82	198	Pb	-26067.489	8.75	7878.969	0.044
115	83	198	Bi	-19369.486	27.945	7841.189	0.141
114	84	198	Po	-15473.352	17.424	7817.561	0.088
113	85	198	At	-6714.513	5.868	7769.373	0.03
112	86	198	Rn	-1230.358	13.42	7737.724	0.068
111	87	198	Fr	9574.024	32.222	7679.205	0.163
124	75	199	Re	-14860#	401#	7851#	2#
123	76	199	Os	-20484#	196#	7875#	1#
122	77	199	Ir	-24398.515	41.054	7891.206	0.206
121	78	199	Pt	-27388.682	2.159	7902.3	0.011
120	79	199	Au	-29093.741	0.542	7906.937	0.003
119	80	199	Hg	-29546.068	0.526	7905.279	0.003
118	81	199	Tl	-28059.394	27.945	7893.877	0.14
117	82	199	Pb	-25231.804	9.996	7875.736	0.05
116	83	199	Bi	-20797.566	10.568	7849.522	0.053
115	84	199	Po	-15208.483	18.06	7817.505	0.091
114	85	199	At	-8823.372	5.384	7781.488	0.027
113	86	199	Rn	-1499.451	37.588	7740.753	0.189
112	87	199	Fr	6771.393	13.726	7695.259	0.069
124	76	200	Os	-18779#	298#	7868#	1#
123	77	200	Ir	-21611#	196#	7878#	1#
122	78	200	Pt	-26599.16	20.11	7899.198	0.101
121	79	200	Au	-27240.092	26.717	7898.491	0.134
120	80	200	Hg	-29503.27	0.529	7905.895	0.003
119	81	200	Tl	-27047.23	5.759	7889.703	0.029
118	82	200	Pb	-26251.054	10.927	7881.81	0.055
117	83	200	Bi	-20370.755	22.321	7848.497	0.112
116	84	200	Po	-16941.761	7.579	7827.44	0.038
115	85	200	At	-8987.892	24.465	7783.759	0.122
114	86	200	Rn	-4004.765	13.681	7754.932	0.068
113	87	200	Fr	6132.498	30.611	7700.334	0.153
125	76	201	Os	-15239#	298#	7851#	1#
124	77	201	Ir	-19897#	196#	7871#	1#
123	78	201	Pt	-23740.714	50.103	7885.833	0.249
122	79	201	Au	-26400.714	3.218	7895.175	0.016
121	80	201	Hg	-27662.542	0.711	7897.56	0.004
120	81	201	Tl	-27180.838	14.185	7891.271	0.071
119	82	201	Pb	-25271.036	13.747	7877.877	0.068
118	83	201	Bi	-21416.433	15.183	7854.808	0.076
117	84	201	Po	-16521.185	4.942	7826.561	0.025
116	85	201	At	-10789.438	8.184	7794.153	0.041
115	86	201	Rn	-4072.324	49.732	7756.842	0.247
114	87	201	Fr	3588.577	9.08	7714.836	0.045
113	88	201	Ra	11936.801	20.301	7669.41	0.101
126	76	202	Os	-13087#	401#	7842#	2#
125	77	202	Ir	-16776#	298#	7856#	1#
124	78	202	Pt	-22692.125	25.15	7881.56	0.125
123	79	202	Au	-24352.979	23.287	7885.909	0.115
122	80	202	Hg	-27345.324	0.705	7896.85	0.003
121	81	202	Tl	-25980.216	1.606	7886.219	0.008
120	82	202	Pb	-25940.614	3.796	7882.15	0.019
119	83	202	Bi	-20741.484	15.396	7852.539	0.076
118	84	202	Po	-17941.616	8.67	7834.805	0.043
117	85	202	At	-10590.732	27.977	7794.541	0.138
116	86	202	Rn	-6274.635	17.52	7769.301	0.087
115	87	202	Fr	3096.237	7.04	7719.038	0.035
114	88	202	Ra	9074.861	15.018	7685.568	0.074
127	76	203	Os	-7640#	401#	7816#	2#
126	77	203	Ir	-14690#	401#	7847#	2#
125	78	203	Pt	-19627#	196#	7867#	1#
124	79	203	Au	-23143.436	3.083	7880.864	0.015
123	80	203	Hg	-25269.265	1.627	7887.482	0.008
122	81	203	Tl	-25761.377	1.166	7886.053	0.006
121	82	203	Pb	-24786.557	6.554	7877.397	0.032
120	83	203	Bi	-21524.827	12.778	7857.475	0.063
119	84	203	Po	-17310.889	8.655	7832.863	0.043
118	85	203	At	-12162.557	10.576	7803.648	0.052
117	86	203	Rn	-6153.699	18.179	7770.193	0.09
116	87	203	Fr	876.417	6.232	7731.708	0.031
115	88	203	Ra	8661.726	38.124	7689.503	0.188
127	77	204	Ir	-9688#	401#	7824#	2#
126	78	204	Pt	-17922#	196#	7860#	1#
125	79	204	Au	-20650#	200#	7870#	1#
124	80	204	Hg	-24690.145	0.498	7885.545	0.002
123	81	204	Tl	-24346.145	1.152	7880.023	0.006
122	82	204	Pb	-25109.892	1.146	7879.932	0.006
121	83	204	Bi	-20645.896	9.18	7854.215	0.045
120	84	204	Po	-18341.244	11.013	7839.083	0.054
119	85	204	At	-11875.433	22.288	7803.552	0.109
118	86	204	Rn	-7970.193	7.444	7780.574	0.036
117	87	204	Fr	607.31	24.581	7734.692	0.12
116	88	204	Ra	6056.787	15.273	7704.144	0.075
128	77	205	Ir	-5960#	503#	7807#	2#
127	78	205	Pt	-12966#	298#	7837#	1#
126	79	205	Au	-18770#	196#	7861#	1#
125	80	205	Hg	-22287.74	3.654	7874.732	0.018
124	81	205	Tl	-23820.874	1.237	7878.394	0.006
123	82	205	Pb	-23770.239	1.144	7874.331	0.006
122	83	205	Bi	-21064.504	5.111	7857.316	0.025
121	84	205	Po	-17521.398	10.059	7836.216	0.049
120	85	205	At	-12971.946	15.085	7810.207	0.074
119	86	205	Rn	-7709.786	5.08	7780.722	0.025
118	87	205	Fr	-1309.813	7.824	7745.686	0.038
117	88	205	Ra	5838.991	70.521	7706.998	0.344
116	89	205	Ac	14106.693	50.818	7662.851	0.248
128	78	206	Pt	-9632#	298#	7822#	1#
127	79	206	Au	-14215#	298#	7840#	1#
126	80	206	Hg	-20945.801	20.44	7869.172	0.099
125	81	206	Tl	-22253.367	1.284	7871.721	0.006
124	82	206	Pb	-23785.584	1.144	7875.362	0.006
123	83	206	Bi	-20028.278	7.632	7853.324	0.037
122	84	206	Po	-18188.674	4.012	7840.597	0.019
121	85	206	At	-12429.718	15.056	7808.843	0.073
120	86	206	Rn	-9132.965	8.591	7789.041	0.042
119	87	206	Fr	-1242.416	28.195	7746.94	0.137
118	88	206	Ra	3565.539	18.008	7719.802	0.087
117	89	206	Ac	13479.452	50.493	7667.879	0.245
129	78	207	Pt	-4540#	401#	7798#	2#
128	79	207	Au	-10810#	300#	7825#	1#
127	80	207	Hg	-16487.444	29.808	7848.61	0.144
126	81	207	Tl	-21034.451	5.439	7866.797	0.026
125	82	207	Pb	-22452.047	1.147	7869.866	0.006
124	83	207	Bi	-20054.627	2.397	7854.505	0.012
123	84	207	Po	-17145.775	6.659	7836.673	0.032
122	85	207	At	-13227.416	12.406	7813.964	0.06
121	86	207	Rn	-8634.762	8.497	7787.998	0.041
120	87	207	Fr	-2844.341	17.505	7756.246	0.085
119	88	207	Ra	3544.485	53.202	7721.602	0.257
118	89	207	Ac	11146.233	50.387	7681.099	0.243
130	78	208	Pt	-990#	400#	7783#	2#
129	79	208	Au	-6101#	298#	7804#	1#
128	80	208	Hg	-13265.406	30.739	7834.191	0.148
127	81	208	Tl	-16750.132	1.854	7847.183	0.009
126	82	208	Pb	-21748.598	1.148	7867.453	0.006
125	83	208	Bi	-18870.223	2.304	7849.853	0.011
124	84	208	Po	-17469.596	1.737	7839.358	0.008
123	85	208	At	-12469.871	8.921	7811.56	0.043
122	86	208	Rn	-9655.591	11.138	7794.268	0.054
121	87	208	Fr	-2665.919	11.834	7756.903	0.057
120	88	208	Ra	1727.856	9.023	7732.017	0.043
119	89	208	Ac	10753.235	55.716	7684.865	0.268
118	90	208	Th	16683.73	34.19	7652.592	0.164
130	79	209	Au	-2540#	400#	7788#	2#
129	80	209	Hg	-8644#	149#	7813#	1#
128	81	209	Tl	-13644.757	6.11	7833.397	0.029
127	82	209	Pb	-17614.646	1.747	7848.648	0.008
126	83	209	Bi	-18258.662	1.364	7847.987	0.007
125	84	209	Po	-16366.092	1.778	7835.188	0.009
124	85	209	At	-12882.613	5.102	7814.777	0.024
123	86	209	Rn	-8941.049	9.96	7792.175	0.048
122	87	209	Fr	-3769.572	14.648	7763.688	0.07
121	88	209	Ra	1858.219	5.747	7733.017	0.027
120	89	209	Ac	8843.809	50.608	7695.85	0.242
119	90	209	Th	16367#	140#	7656#	1#
131	79	210	Au	2329#	401#	7766#	2#
130	80	210	Hg	-5365#	196#	7799#	1#
129	81	210	Tl	-9246.969	11.604	7813.588	0.055
128	82	210	Pb	-14728.502	1.447	7835.965	0.007
127	83	210	Bi	-14791.979	1.363	7832.542	0.006
126	84	210	Po	-15953.137	1.146	7834.346	0.005
125	85	210	At	-11972.177	7.695	7811.663	0.037
124	86	210	Rn	-9604.77	4.557	7796.665	0.022
123	87	210	Fr	-3333.205	15.154	7763.075	0.072
122	88	210	Ra	442.792	9.193	7741.368	0.044
121	89	210	Ac	8789.699	57.402	7697.896	0.273
120	90	210	Th	14059.446	18.909	7669.076	0.09
131	80	211	Hg	-624#	196#	7778#	1#
130	81	211	Tl	-6077.998	41.917	7799.791	0.199
129	82	211	Pb	-10492.948	2.261	7817.007	0.011
128	83	211	Bi	-11859.131	5.442	7819.774	0.026
127	84	211	Po	-12432.571	1.255	7818.784	0.006
126	85	211	At	-11647.264	2.729	7811.354	0.013
125	86	211	Rn	-8755.404	6.813	7793.941	0.032
124	87	211	Fr	-4140.249	11.991	7768.36	0.057
123	88	211	Ra	832.023	7.918	7741.087	0.038
122	89	211	Ac	7202.214	52.976	7707.189	0.251
121	90	211	Th	13910.171	73.01	7671.69	0.346
120	91	211	Pa	22080#	102#	7629#	0#
132	80	212	Hg	2757#	298#	7763#	1#
131	81	212	Tl	-1551#	200#	7780#	1#
130	82	212	Pb	-7548.85	1.842	7804.319	0.009
129	83	212	Bi	-8117.954	1.854	7803.313	0.009
128	84	212	Po	-10369.487	1.152	7810.243	0.005
127	85	212	At	-8628.221	2.384	7798.34	0.011
126	86	212	Rn	-8659.608	3.145	7794.797	0.015
125	87	212	Fr	-3515.968	8.775	7766.845	0.041
124	88	212	Ra	-198.968	11.263	7747.508	0.053
123	89	212	Ac	7277.298	51.381	7708.552	0.242
122	90	212	Th	12110.808	10.109	7682.062	0.048
121	91	212	Pa	21593.358	74.862	7633.643	0.353
133	80	213	Hg	7666#	298#	7741#	1#
132	81	213	Tl	1783.811	27.013	7765.43	0.127
131	82	213	Pb	-3203.532	6.954	7785.172	0.033
130	83	213	Bi	-5231.635	5.082	7791.021	0.024
129	84	213	Po	-6653.584	3.053	7794.024	0.014
128	85	213	At	-6579.595	4.898	7790.003	0.023
127	86	213	Rn	-5696.026	3.37	7782.182	0.016
126	87	213	Fr	-3552.848	5.091	7768.447	0.024
125	88	213	Ra	345.557	9.818	7746.472	0.046
124	89	213	Ac	6154.692	15.272	7715.526	0.072
123	90	213	Th	12120.086	9.217	7683.846	0.043
122	91	213	Pa	19662.625	71.142	7644.762	0.334
134	80	214	Hg	11178#	401#	7727#	2#
133	81	214	Tl	6465#	196#	7745#	1#
132	82	214	Pb	-182.769	1.975	7772.394	0.009
131	83	214	Bi	-1200.753	11.209	7773.495	0.052
130	84	214	Po	-4470.046	1.449	7785.116	0.007
129	85	214	At	-3379.831	4.298	7776.366	0.02
128	86	214	Rn	-4319.742	9.187	7777.102	0.043
127	87	214	Fr	-958.707	8.634	7757.74	0.04
126	88	214	Ra	92.734	5.25	7749.171	0.025
125	89	214	Ac	6443.854	15.36	7715.837	0.072
124	90	214	Th	10694.885	10.661	7692.317	0.05
123	91	214	Pa	19485.515	76.125	7647.583	0.356
135	80	215	Hg	16208#	401#	7705#	2#
134	81	215	Tl	9911#	298#	7730#	1#
133	82	215	Pb	4342.244	52.448	7752.737	0.244
132	83	215	Bi	1629.322	5.624	7761.717	0.026
131	84	215	Po	-541.706	2.121	7768.176	0.01
130	85	215	At	-1255.756	6.799	7767.858	0.032
129	86	215	Rn	-1168.561	7.672	7763.814	0.036
128	87	215	Fr	318.065	7.066	7753.26	0.033
127	88	215	Ra	2533.739	7.613	7739.316	0.035
126	89	215	Ac	6030.615	12.406	7719.413	0.058
125	90	215	Th	10921.586	8.84	7693.025	0.041
124	91	215	Pa	17863.939	72.845	7657.096	0.339
123	92	215	U	24923.087	88.49	7620.624	0.412
136	80	216	Hg	19859#	401#	7690#	2#
135	81	216	Tl	14718#	298#	7710#	1#
134	82	216	Pb	7480#	196#	7740#	1#
133	83	216	Bi	5873.991	11.178	7743.499	0.052
132	84	216	Po	1782.42	1.816	7758.819	0.008
131	85	216	At	2256.666	3.575	7753.002	0.017
130	86	216	Rn	252.868	5.994	7758.657	0.028
129	87	216	Fr	2970.95	4.173	7742.451	0.019
128	88	216	Ra	3291.077	8.737	7737.347	0.04
127	89	216	Ac	8144.395	10.84	7711.256	0.05
126	90	216	Th	10298.332	12.042	7697.662	0.056
125	91	216	Pa	17799.214	53.526	7659.314	0.248
124	92	216	U	23066.351	28.093	7631.307	0.13
136	81	217	Tl	18313#	401#	7695#	2#
135	82	217	Pb	12240#	298#	7719#	1#
134	83	217	Bi	8729.962	17.698	7731.848	0.082
133	84	217	Po	5883.518	6.544	7741.36	0.03
132	85	217	At	4394.635	5.001	7744.616	0.023
131	86	217	Rn	3658.501	4.198	7744.403	0.019
130	87	217	Fr	4314.59	6.531	7737.775	0.03
129	88	217	Ra	5889.656	7.202	7726.911	0.033
128	89	217	Ac	8703.673	11.389	7710.338	0.052
127	90	217	Th	12205.78	10.614	7690.594	0.049
126	91	217	Pa	17068.41	15.918	7664.58	0.073
125	92	217	U	22973#	71#	7634#	0#
137	81	218	Tl	23180#	400#	7674#	2#
136	82	218	Pb	15453#	298#	7706#	1#
135	83	218	Bi	13216.037	27.013	7712.827	0.124
134	84	218	Po	8356.901	1.973	7731.528	0.009
133	85	218	At	8098.162	11.604	7729.126	0.053
132	86	218	Rn	5217.347	2.316	7738.752	0.011
131	87	218	Fr	7059.117	4.757	7726.715	0.022
130	88	218	Ra	6651.17	11.176	7724.998	0.051
129	89	218	Ac	10843.609	50.74	7702.177	0.233
128	90	218	Th	12366.741	10.516	7691.602	0.048
127	91	218	Pa	18683.77	18.329	7659.036	0.084
126	92	218	U	21894.608	13.714	7640.719	0.063
137	82	219	Pb	20279#	401#	7686#	2#
136	83	219	Bi	16283#	196#	7700#	1#
135	84	219	Po	12681.359	15.835	7713.333	0.072
134	85	219	At	10396.076	3.237	7720.196	0.015
133	86	219	Rn	8829.402	2.1	7723.777	0.01
132	87	219	Fr	8617.767	7.039	7721.171	0.032
131	88	219	Ra	9394.282	8.258	7714.053	0.038
130	89	219	Ac	11569.48	50.497	7700.549	0.231
129	90	219	Th	14471.39	50.576	7683.725	0.231
128	91	219	Pa	18540.131	51.516	7661.574	0.235
127	92	219	U	23286.569	50.775	7636.329	0.232
126	93	219	Np	29456.655	88.354	7604.583	0.403
138	82	220	Pb	23669#	401#	7672#	2#
137	83	220	Bi	20819#	298#	7682#	1#
136	84	220	Po	15263.461	17.698	7703.224	0.08
135	85	220	At	14375.747	13.972	7703.703	0.064
134	86	220	Rn	10612.077	1.815	7717.254	0.008
133	87	220	Fr	11482.32	4.028	7709.742	0.018
132	88	220	Ra	10270.245	8.237	7711.696	0.037
131	89	220	Ac	13743.682	6.129	7692.351	0.028
130	90	220	Th	14669.1	22.166	7684.589	0.101
129	91	220	Pa	20218#	51#	7656#	0#
128	92	220	U	22933#	101#	7640#	0#
127	93	220	Np	30311#	196#	7603#	1#
138	83	221	Bi	24098#	298#	7668#	1#
137	84	221	Po	19773.755	19.561	7684.481	0.089
136	85	221	At	16782.727	13.972	7694.475	0.063
135	86	221	Rn	14471.42	5.714	7701.393	0.026
134	87	221	Fr	13277.29	4.886	7703.256	0.022
133	88	221	Ra	12963.811	4.63	7701.135	0.021
132	89	221	Ac	14523.109	50.425	7690.539	0.228
131	90	221	Th	16940.371	8.166	7676.061	0.037
130	91	221	Pa	20376.288	51.281	7656.974	0.232
129	92	221	U	24519.995	51.114	7634.684	0.231
128	93	221	Np	29850#	200#	7607#	1#
139	83	222	Bi	28729#	300#	7649#	1#
138	84	222	Po	22486.265	40.054	7674.005	0.18
137	85	222	At	20953.026	15.835	7677.387	0.071
136	86	222	Rn	16372.206	1.95	7694.497	0.009
135	87	222	Fr	16378.105	7.452	7690.947	0.034
134	88	222	Ra	14320.188	4.454	7696.692	0.02
133	89	222	Ac	16621.474	5.174	7682.802	0.023
132	90	222	Th	17203.111	12.279	7676.658	0.055
131	91	222	Pa	22155#	72#	7651#	0#
130	92	222	U	24272.827	51.994	7637.764	0.234
129	93	222	Np	31019#	196#	7604#	1#
140	83	223	Bi	32137#	401#	7636#	2#
139	84	223	Po	27079#	196#	7655#	1#
138	85	223	At	23428.006	13.972	7668.055	0.063
137	86	223	Rn	20389.739	7.822	7678.171	0.035
136	87	223	Fr	18382.394	1.932	7683.664	0.009
135	88	223	Ra	17233.309	2.09	7685.309	0.009
134	89	223	Ac	17825.882	7.11	7679.143	0.032
133	90	223	Th	19385.831	9.212	7668.64	0.041
132	91	223	Pa	22320.676	71.063	7651.971	0.319
131	92	223	U	25837.006	71.119	7632.694	0.319
130	93	223	Np	30600#	196#	7608#	1#
141	83	224	Bi	36830#	400#	7617#	2#
140	84	224	Po	29910#	196#	7644#	1#
139	85	224	At	27711.015	22.356	7650.735	0.1
138	86	224	Rn	22445.098	9.814	7670.751	0.044
137	87	224	Fr	21748.616	11.178	7670.367	0.05
136	88	224	Ra	18825.917	1.813	7679.922	0.008
135	89	224	Ac	20234.135	4.089	7670.143	0.018
134	90	224	Th	19993.734	10.12	7667.724	0.045
133	91	224	Pa	23862.278	7.587	7646.961	0.034
132	92	224	U	25722.252	23.171	7635.165	0.103
131	93	224	Np	31876#	196#	7604#	1#
141	84	225	Po	34530#	298#	7626#	1#
140	85	225	At	30395#	298#	7641#	1#
139	86	225	Rn	26534.141	11.14	7654.357	0.05
138	87	225	Fr	23820.61	11.967	7662.94	0.053
137	88	225	Ra	21993.109	2.596	7667.586	0.012
136	89	225	Ac	21637.346	4.758	7665.69	0.021
135	90	225	Th	22310.127	5.093	7659.222	0.023
134	91	225	Pa	24340.725	71.012	7646.72	0.316
133	92	225	U	27379.921	10.909	7629.736	0.048
132	93	225	Np	31587.704	71.622	7607.557	0.318
142	84	226	Po	37549#	401#	7614#	2#
141	85	226	At	34614#	298#	7624#	1#
140	86	226	Rn	28747.192	10.477	7646.41	0.046
139	87	226	Fr	27520.539	6.23	7648.376	0.028
138	88	226	Ra	23667.824	1.933	7661.962	0.009
137	89	226	Ac	24309.264	3.1	7655.662	0.014
136	90	226	Th	23197.634	4.481	7657.119	0.02
135	91	226	Pa	26033.276	11.42	7641.11	0.051
134	92	226	U	27328.869	12.999	7631.916	0.058
133	93	226	Np	32777#	88#	7604#	0#
143	84	227	Po	42281#	401#	7596#	2#
142	85	227	At	37483#	298#	7613#	1#
141	86	227	Rn	32885.834	14.091	7630.05	0.062
140	87	227	Fr	29682.445	5.898	7640.715	0.026
139	88	227	Ra	27177.711	1.952	7648.303	0.009
138	89	227	Ac	25849.58	1.927	7650.707	0.008
137	90	227	Th	25804.823	2.088	7647.458	0.009
136	91	227	Pa	26831.198	7.42	7639.49	0.033
135	92	227	U	29045.462	9.705	7626.289	0.043
134	93	227	Np	32562.08	72.506	7607.351	0.319
133	94	227	Pu	36770#	100#	7585#	0#
143	85	228	At	41684#	401#	7597#	2#
142	86	228	Rn	35243.465	17.677	7621.645	0.078
141	87	228	Fr	33384.221	6.732	7626.368	0.03
140	88	228	Ra	28940.268	1.996	7642.428	0.009
139	89	228	Ac	28894.728	2.094	7639.196	0.009
138	90	228	Th	26770.984	1.807	7645.08	0.008
137	91	228	Pa	28923.586	4.34	7632.207	0.019
136	92	228	U	29222.226	14.354	7627.466	0.063
135	93	228	Np	33595.694	50.572	7604.853	0.222
134	94	228	Pu	36087.37	29.143	7590.493	0.128
144	85	229	At	44823#	401#	7585#	2#
143	86	229	Rn	39362.4	13.041	7605.622	0.057
142	87	229	Fr	35668.262	5.001	7618.337	0.022
141	88	229	Ra	32561.963	15.441	7628.485	0.067
140	89	229	Ac	30689.933	12.109	7633.244	0.053
139	90	229	Th	29585.583	2.405	7634.65	0.011
138	91	229	Pa	29896.908	3.28	7629.874	0.014
137	92	229	U	31210.554	5.938	7620.721	0.026
136	93	229	Np	33779.675	86.848	7606.086	0.379
135	94	229	Pu	37395.59	51.176	7586.88	0.223
134	95	229	Am	42150.02	87.348	7562.702	0.381
144	86	230	Rn	42048#	196#	7596#	1#
143	87	230	Fr	39486.768	6.541	7603.704	0.028
142	88	230	Ra	34516.306	10.296	7621.914	0.045
141	89	230	Ac	33838.383	15.835	7621.46	0.069
140	90	230	Th	30862.593	1.21	7630.996	0.005
139	91	230	Pa	32173.607	3.038	7621.895	0.013
138	92	230	U	31615.002	4.509	7620.922	0.02
137	93	230	Np	35236.291	51.288	7601.776	0.223
136	94	230	Pu	36934.392	14.824	7590.991	0.064
135	95	230	Am	42932#	133#	7562#	1#
145	86	231	Rn	46454#	298#	7579#	1#
144	87	231	Fr	42080.575	7.731	7594.5	0.033
143	88	231	Ra	38216.486	11.37	7607.841	0.049
142	89	231	Ac	35762.849	13.041	7615.076	0.056
141	90	231	Th	33815.891	1.218	7620.118	0.005
140	91	231	Pa	33424.404	1.772	7618.426	0.008
139	92	231	U	33806.015	2.67	7613.387	0.012
138	93	231	Np	35624.513	50.547	7602.128	0.219
137	94	231	Pu	38309.005	22.549	7587.12	0.098
136	95	231	Am	42410#	300#	7566#	1#
135	96	231	Cm	47270#	300#	7542#	1#
145	87	232	Fr	46072.834	13.972	7579.347	0.06
144	88	232	Ra	40496.953	9.151	7600.009	0.039
143	89	232	Ac	39154.419	13.041	7602.424	0.056
142	90	232	Th	35446.784	1.422	7615.033	0.006
141	91	232	Pa	35946.633	7.645	7609.506	0.033
140	92	232	U	34609.53	1.809	7611.897	0.008
139	93	232	Np	37360#	100#	7597#	0#
138	94	232	Pu	38363.14	17.595	7588.974	0.076
137	95	232	Am	43340#	300#	7564#	1#
136	96	232	Cm	46312#	202#	7548#	1#
146	87	233	Fr	48920.051	19.561	7569.239	0.084
145	88	233	Ra	44334.06	8.603	7585.564	0.037
144	89	233	Ac	41308.033	13.041	7595.193	0.056
143	90	233	Th	38731.715	1.425	7602.893	0.006
142	91	233	Pa	37489.472	1.336	7604.866	0.006
141	92	233	U	36919.176	2.255	7603.956	0.01
