Z    N    S2n(MeV)          S2n_Err(MeV)      S2p(MeV)          S2p_Error(MeV)    Q4b(MeV)          Q4b_Error(MeV)    
78   113  15.35741          0.01152           11.29052          0.00388           3.09531           0.00393           
78   114  15.11208          0.00549           12.16448          0.00214           2.41865           0.00219           
78   115  14.92169          0.00352           12.66122          0.00115           2.08345           0.00116           
78   116  14.61289          0.00251           13.46056          0.00262           1.51829           0.00159           
78   117  14.46247          0.00173           13.98218          0.00262           1.17197           0.00159           
78   118  14.02696          0.00018           14.79271          0.00264           0.80814           0.00262           
78   119  13.76821          0.0003            15.31054          0.5               0.54526           0.00262           
78   120  13.40286          0.00301           16.20484          0.04              0.10009           0.004             
78   121  13.11257          0.00304           *                 *                 -0.12745          0.50001           
78   122  12.8378           0.02              *                 *                 -0.74697          0.04472           
78   123  12.49139          0.0502            *                 *                 *                 *                 
79   91   *                 *                 *                 *                 7.16803           0.02132           
79   92   *                 *                 0.0616            0.03685           7.08911           0.01728           
79   93   *                 *                 *                 *                 7.03382           0.05              
79   94   21.39766          0.03652           0.96757           0.04731           6.83641           0.00491           
79   95   *                 *                 *                 *                 6.69922           0.00724           
79   96   20.76589          0.04974           1.74906           0.04455           6.5622            0.01535           
79   97   *                 *                 *                 *                 6.55785           0.00707           
79   98   20.24978          0.04431           2.69952           0.02358           6.29682           0.00468           
79   99   *                 *                 3.04303           0.06066           6.1177            0.05              
79   100  19.54454          0.02096           3.48262           0.02577           6.0516            0.0176            
79   101  19.41292          0.06088           3.92247           0.02884           5.8397            0.01842           
79   102  19.06172          0.02594           4.37176           0.02276           5.75132           0.00293           
79   103  18.84699          0.02919           4.90118           0.02969           5.5262            0.00447           
79   104  18.45834          0.02256           5.29305           0.02769           5.46555           0.00295           
79   105  18.16058          0.03011           5.84497           0.03059           5.2339            0.005             
79   106  17.8227           0.02806           6.24763           0.03617           5.17991           0.00455           
79   107  17.53878          0.03059           6.68194           0.03494           4.91191           0.01402           
79   108  17.2808           0.03617           7.24751           0.03757           4.76723           0.031             
79   109  16.72858          0.02924           7.70579           0.02624           4.88513           0.03459           
79   110  16.71947          0.03216           8.44412           0.02101           4.32868           0.03441           
79   111  16.72325          0.02595           9.13129           0.01723           3.86661           0.02304           
79   112  16.36998          0.04213           9.93417           0.03909           3.48156           0.0375            
79   113  16.03773          0.02234           10.60327          0.01573           3.12663           0.01719           
79   114  15.72766          0.03853           11.26586          0.01077           2.63382           0.0166            
79   115  15.62817          0.0188            12.0068           0.01031           2.06422           0.01032           
79   116  15.31833          0.0107            12.61416          0.00199           1.71147           0.00199           
79   117  15.02059          0.0106            13.18868          0.00337           1.26827           0.00337           
79   118  14.7137           0.0012            14.02921          0.0017            0.9678            0.00169           
79   119  14.58472          0.00294           14.72161          0.03842           0.52226           0.00169           
79   120  14.09658          0.00017           15.40519          0.02023           0.16987           0.0017            
79   121  13.82941          0.04975           *                 *                 -0.25537          0.06286           
79   122  13.44871          0.00323           16.57818          0.04124           -0.55824          0.02049           
79   123  13.27345          0.17369           *                 *                 *                 *                 
79   124  12.88492          0.00436           *                 *                 -1.16744          0.04123           
80   92   *                 *                 -0.64025          0.20998           7.52525           0.01229           
80   93   *                 *                 *                 *                 7.381             0.05              
80   94   21.70271          0.21007           0.12435           0.0234            7.23319           0.00601           
80   95   *                 *                 0.62554           0.11584           7.05651           0.05              
80   96   21.27434          0.02419           1.03792           0.01844           6.89697           0.00614           
80   97   20.93434          0.12617           1.66873           0.07741           6.73577           0.05              
80   98   20.68035          0.01913           1.96689           0.01934           6.57739           0.00511           
80   99   20.2834           0.07988           2.1291            0.03115           6.34353           0.02997           
80   100  20.07051          0.019             2.82466           0.01761           6.25826           0.00362           
80   101  19.88216          0.03134           2.97534           0.01786           6.28439           0.00421           
80   102  19.47406          0.01695           3.71813           0.0146            5.99695           0.00477           
80   103  19.28128          0.01742           4.0031            0.01697           6.03905           0.00393           
80   104  18.91561          0.01393           4.75776           0.01854           5.66192           0.00438           
80   105  18.51865          0.01757           4.98133           0.02201           5.77391           0.00452           
80   106  18.33282          0.01504           5.78507           0.0213            5.20508           0.01084           
80   107  18.08466          0.02086           6.01263           0.04329           5.22967           0.01401           
80   108  17.80511          0.01605           6.91525           0.02461           4.70548           0.01698           
80   109  17.65557          0.03619           7.49576           0.04356           4.62746           0.05288           
80   110  17.31129          0.01961           8.12543           0.0168            4.06912           0.02695           
80   111  17.1048           0.04032           8.68771           0.02519           3.6951            0.03593           
80   112  16.78362          0.02219           9.26594           0.01656           3.38662           0.01645           
80   113  16.60064          0.02732           9.93094           0.01599           3.00731           0.019             
80   114  16.3242           0.01994           10.47806          0.01277           2.70552           0.01377           
80   115  16.09169          0.02777           11.10094          0.0232            2.27303           0.02355           
80   116  15.77633          0.01287           11.6415           0.00301           2.04127           0.00382           
80   117  15.6836           0.02336           12.32207          0.00326           1.51112           0.00359           
80   118  15.2704           0.00293           12.88494          0.00082           1.38376           0.00084           
80   119  15.14871          0.0032            13.70257          0.00081           0.82488           0.00086           
80   120  14.69232          0.00036           14.1744           0.00311           0.7184            0.00086           
80   121  14.25884          0.00053           14.84884          0.00319           0.33425           0.00096           
80   122  13.98436          0.00054           15.32096          0.02025           0.1369            0.00315           
80   123  13.74849          0.00163           16.10595          0.05012           -0.30168          0.00356           
80   124  13.48702          0.00063           *                 *                 -0.51232          0.02024           
80   125  13.16101          0.00367           *                 *                 -0.9713           0.05023           
80   126  12.3979           0.02045           *                 *                 *                 *                 
80   127  10.0738           0.15014           *                 *                 *                 *                 
81   96   *                 *                 0.46285           0.04922           7.06692           0.00716           
81   97   *                 *                 *                 *                 7.017             0.05              
81   98   21.11514          0.04989           1.32821           0.04506           6.71767           0.00819           
81   99   *                 *                 *                 *                 6.7094            0.05              
81   100  20.64327          0.04418           2.42694           0.01901           6.32418           0.00905           
81   101  *                 *                 2.33254           0.07878           6.5502            0.05              
81   102  19.92883          0.01351           3.29405           0.02223           5.93989           0.0166            
81   103  19.67671          0.09054           3.16225           0.05332           6.28641           0.04611           
81   104  19.31111          0.05475           4.14682           0.05489           5.6905            0.05004           
81   105  19.44769          0.19092           4.44936           0.18578           5.68572           0.18555           
81   106  18.83037          0.05449           5.15449           0.02726           5.31847           0.00796           
81   107  18.29925          0.1873            5.20983           0.03877           5.54705           0.03949           
81   108  18.30134          0.01358           6.17504           0.02738           4.83982           0.02822           
81   109  18.12917          0.05922           6.61042           0.05348           4.95666           0.0537            
81   110  17.82144          0.01326           7.27701           0.02146           4.29918           0.02623           
81   111  17.6816           0.05871           7.56876           0.0355            4.00364           0.03767           
81   112  17.18046          0.11111           8.0875            0.11687           3.83818           0.11265           
81   113  17.09742          0.13873           8.62845           0.13599           3.62948           0.13602           
81   114  16.9788           0.1117            9.33864           0.01742           3.22936           0.03951           
81   115  16.81224          0.13561           9.81251           0.01583           2.85498           0.01992           
81   116  16.32877          0.02134           10.34908          0.01636           2.62825           0.01947           
81   117  16.14045          0.08091           10.93237          0.08005           2.3427            0.08065           
81   118  15.86087          0.03235           11.49624          0.02795           2.08571           0.02798           
81   119  15.69628          0.08021           12.04393          0.00576           1.66701           0.00646           
81   120  15.26527          0.03174           12.66493          0.01506           1.53415           0.01506           
81   121  15.07781          0.01583           13.29233          0.05189           1.17392           0.01476           
81   122  14.7218           0.015             13.93802          0.00334           0.90893           0.00137           
81   123  14.50533          0.01472           14.52421          0.16641           0.498             0.04976           
81   124  14.20203          0.00053           15.25514          0.00325           0.1556            0.0033            
81   125  14.04976          0.00059           *                 *                 -0.2783           0.16641           
81   126  13.35571          0.00544           *                 *                 -0.31519          0.00628           
81   127  10.63901          0.00182           *                 *                 *                 *                 
81   128  8.74702           0.0094            *                 *                 *                 *                 
81   129  8.63946           0.01169           *                 *                 *                 *                 
82   96   *                 *                 -0.76899          0.02811           7.79031           0.01432           
82   98   21.64964          0.03203           0.2003            0.02452           7.41501           0.01534           
82   99   *                 *                 0.80105           0.09424           7.2112            0.05              
82   100  21.02956          0.02513           1.15935           0.01978           7.0658            0.00551           
82   101  20.56661          0.0945            1.4855            0.03211           6.928             0.007             
82   102  20.36184          0.02001           2.04713           0.01722           6.77447           0.00365           
82   103  20.11516          0.0325            2.31938           0.01813           6.695             0.005             
82   104  19.77862          0.01816           2.91015           0.01508           6.4699            0.00577           
82   105  19.58131          0.01817           3.38205           0.01761           6.39496           0.0061            
82   106  19.27674          0.01546           3.85407           0.01542           6.10877           0.0034            
82   107  19.04086          0.03545           4.33825           0.03717           5.87275           0.0378            
82   108  18.74413          0.01608           4.79309           0.01668           5.69746           0.00457           
82   109  18.51049          0.05214           5.19317           0.05145           5.44692           0.04153           
82   110  18.28167          0.01745           5.76347           0.02026           5.2209            0.00511           
82   111  18.0911           0.06315           6.17947           0.05448           5.01139           0.05978           
82   112  17.79427          0.0215            6.77412           0.02332           4.73792           0.01673           
82   113  17.66207          0.05481           7.24091           0.02797           4.45412           0.0325            
82   114  17.29579          0.0225            7.74571           0.01896           4.22575           0.02104           
82   115  17.17746          0.02403           8.32667           0.02381           3.8773            0.01636           
82   116  16.83208          0.02033           8.80146           0.01487           3.71787           0.01919           
82   117  16.62186          0.02701           9.26494           0.02662           3.34712           0.03513           
82   118  16.33572          0.01814           9.86678           0.01094           3.15848           0.01132           
82   119  16.17257          0.03461           10.2888           0.02236           2.85815           0.02258           
82   120  15.83295          0.01357           11.0074           0.00818           2.59593           0.00818           
82   121  15.67129          0.02329           11.70125          0.00651           2.33557           0.00653           
82   122  15.31877          0.00813           12.34182          0.00114           1.96949           0.00124           
82   123  15.12616          0.00641           13.07891          0.00127           1.46825           0.00115           
82   124  14.81834          0.00012           13.67314          0.00126           1.1355            0.00114           
82   125  14.82445          0.00011           14.74235          0.0037            0.3923            0.00127           
82   126  14.10565          0.00011           15.38088          0.02041           0.51687           0.00126           
82   127  11.30517          0.00134           15.97371          0.1501            2.24814           0.00392           
82   128  9.12247           0.00092           *                 *                 3.7923            0.02039           
82   129  9.01964           0.00299           *                 *                 3.3023            0.1501            
82   130  8.96173           0.00232           *                 *                 *                 *                 
82   131  8.8355            0.00786           *                 *                 *                 *                 
82   132  8.77651           0.00202           *                 *                 *                 *                 
83   101  *                 *                 *                 *                 8.0248            0.05              
83   103  *                 *                 0.86215           0.09133           7.7568            0.012             
83   104  *                 *                 1.1956            0.05602           7.78895           0.01361           
83   105  20.17831          0.0916            1.59277           0.19104           7.2552            0.007             
83   106  19.83025          0.0561            2.19548           0.05456           7.2698            0.00281           
83   107  19.84069          0.19111           3.13421           0.18736           6.8622            0.005             
83   108  19.32172          0.05446           3.21587           0.01318           6.77845           0.00333           
83   109  18.78545          0.18743           3.79049           0.05943           6.376             0.005             
83   110  18.77536          0.01216           4.16978           0.01224           6.30443           0.00511           
83   111  18.58687          0.05922           4.69576           0.0585            5.9183            0.005             
83   112  18.29349          0.01113           5.28281           0.11099           5.83239           0.0051            
83   113  18.1616           0.05492           5.75994           0.13726           5.4383            0.04              
83   114  17.80655          0.01012           6.11055           0.01617           5.20631           0.11117           
83   115  17.50309          0.03712           6.4508            0.03046           5.03263           0.13793           
83   116  17.25343          0.01455           7.03521           0.02014           4.93168           0.00707           
83   117  17.14322          0.03685           7.45356           0.08353           4.70165           0.02691           
83   118  16.76014          0.01922           7.93449           0.03179           4.5003            0.006             
83   119  16.50546          0.03151           8.26274           0.02118           4.33664           0.08256           
83   120  16.26656          0.02626           8.93578           0.02633           4.09461           0.03534           
83   121  16.07705          0.033             9.26197           0.02984           3.95588           0.02658           
83   122  15.66444          0.02276           9.87842           0.00708           3.69544           0.01659           
83   123  15.50326          0.02707           10.2599           0.00769           3.53042           0.0166            
83   124  15.1354           0.00738           10.81178          0.00212           3.28184           0.00213           
83   125  14.98472          0.00794           11.19487          0.00201           3.05103           0.00201           
83   126  14.34666          0.00198           11.80274          0.00548           3.13721           0.00077           
83   127  12.06439          0.00186           12.62025          0.00188           5.0364            0.00077           
83   128  9.74259           0.00548           12.79831          0.0094            6.75033           0.00046           
83   129  9.46815           0.00188           13.44894          0.01169           6.20726           3e-05             
83   130  9.51486           0.00714           *                 *                 5.98248           0.00611           
83   131  9.22553           0.01128           *                 *                 5.62119           0.00306           
83   132  9.26345           0.01572           *                 *                 *                 *                 
83   133  9.06849           0.01584           *                 *                 *                 *                 
84   104  *                 *                 0.43497           0.02242           8.08206           0.01314           
84   105  *                 *                 1.01335           0.02356           7.701             0.015             
84   106  20.16749          0.02355           1.32572           0.01706           7.6932            0.00722           
84   107  19.78112          0.02465           1.75361           0.03618           7.50119           0.01128           
84   108  19.65067          0.01789           2.23226           0.01696           7.31927           0.00538           
84   109  19.4487           0.03639           2.69182           0.05229           7.09335           0.00392           
84   110  19.07641          0.01727           3.02701           0.01775           6.98698           0.00326           
84   111  18.85752          0.0524            3.45824           0.06325           6.74632           0.0035            
84   112  18.61205          0.01801           3.84479           0.02172           6.6566            0.00306           
84   113  18.42582          0.06338           4.22198           0.05496           6.41161           0.00409           
84   114  18.14159          0.0217            4.69059           0.02248           6.30928           0.00205           
84   115  17.99963          0.055             5.04416           0.02411           6.07405           0.00204           
84   116  17.62372          0.02256           5.48223           0.02043           5.98135           0.00199           
84   117  17.45259          0.02417           5.87489           0.02706           5.79891           0.00172           
84   118  17.11238          0.0205            6.25889           0.01822           5.70105           0.0017            
84   119  16.92477          0.0266            6.62709           0.03425           5.496             0.005             
84   120  16.55195          0.01827           6.97789           0.01364           5.48482           0.00137           
84   121  16.34456          0.03269           7.30036           0.02094           5.32401           0.0102            
84   122  15.99082          0.0137            7.64994           0.00824           5.32695           0.0013            
84   123  15.77949          0.02097           7.9537            0.00652           5.21581           0.0025            
84   124  15.43041          0.00834           8.26202           0.00131           5.2153            0.0013            
84   125  15.36273          0.00666           8.49198           0.00137           4.97923           0.00136           
84   126  14.62619          0.00131           8.78256           0.00013           5.40745           7e-05             
84   127  12.2092           0.00146           9.39601           0.00144           7.59448           0.00051           
84   128  10.55898          0.00017           10.21907          0.00092           8.95412           0.00011           
84   129  10.36353          0.0029            10.73989          0.00385           8.53612           0.00256           
84   130  10.24313          0.00093           11.50046          0.00232           7.83346           6e-05             
84   131  10.02951          0.00377           11.93391          0.00782           7.52626           0.00081           
84   132  9.88888           0.00232           12.61284          0.00197           6.90632           0.00051           
84   133  9.70153           0.00667           *                 *                 6.66022           0.00408           
84   134  9.56815           0.00197           *                 *                 6.11468           9e-05             
85   108  *                 *                 1.48394           0.05479           7.49              0.006             
85   109  *                 *                 2.21969           0.18854           7.29053           0.02042           
85   110  19.47274          0.05504           2.18131           0.01321           7.33898           0.00523           
85   111  18.87844          0.19506           2.51126           0.07751           7.19753           0.05              
85   112  19.01059          0.05172           2.89842           0.05122           7.10375           0.05              
85   113  18.89136          0.07754           3.24101           0.05496           6.89304           0.00224           
85   114  18.61758          0.07158           3.70946           0.05101           6.77966           0.05              
85   115  18.45827          0.05498           4.19619           0.03714           6.59638           0.00139           
85   116  18.11298          0.05099           4.569             0.01446           6.47322           0.00161           
85   117  17.74576          0.03717           4.79874           0.03688           6.3537            0.00137           
85   118  17.5166           0.01443           5.32546           0.0192            6.21005           0.00084           
85   119  17.42708          0.03685           5.72036           0.03147           6.06984           0.00153           
85   120  16.95071          0.01913           6.00961           0.0262            6.01949           0.00172           
85   121  16.6869           0.03153           6.33021           0.03305           5.8884            0.00186           
85   122  16.41368          0.02609           6.75885           0.02263           5.87237           0.00305           
85   123  16.21441          0.03298           7.04137           0.02699           5.75103           0.00216           
85   124  15.77969          0.02272           7.40314           0.00766           5.75712           0.00204           
85   125  15.62311          0.027             7.67975           0.008             5.63119           0.00098           
85   126  14.91015          0.00777           7.96663           0.00237           5.98237           0.0013            
85   127  12.79199          0.01051           8.40735           0.00707           7.82392           0.00682           
85   128  11.07496          0.00527           9.29899           0.00722           9.25407           0.0047            
85   129  10.90115          0.00816           9.84035           0.00449           8.98715           0.00408           
85   130  10.81829          0.00829           10.60241          0.00823           8.17838           0.00408           
85   131  10.50568          0.00543           11.1205           0.01169           7.94963           0.00306           
85   132  10.49196          0.00817           11.83092          0.01569           7.20129           0.00122           
85   133  10.30116          0.01206           12.35317          0.01613           6.874             0.003             
85   134  10.14114          0.00561           *                 *                 6.3236            0.0154            
85   135  9.88919           0.05254           *                 *                 6.0533            0.05              
86   109  *                 *                 1.15286           0.06184           7.6941            0.05              
86   110  *                 *                 1.60259           0.01956           7.61666           0.00919           
86   111  19.732            0.07953           2.02734           0.07243           7.4108            0.05              
86   112  19.34377          0.0199            2.33431           0.01838           7.3493            0.00366           
86   113  19.13651          0.08801           2.73803           0.08073           7.13181           0.05              
86   114  18.91789          0.01856           3.11061           0.02185           7.04346           0.00255           
86   115  18.69676          0.09496           3.43516           0.07433           6.86087           0.05              
86   116  18.41157          0.02193           3.89847           0.02264           6.77347           0.00189           
86   117  18.23072          0.07436           4.21328           0.02428           6.62979           0.00228           
86   118  17.85169          0.02272           4.63778           0.02058           6.5455            0.00189           
86   119  17.69626          0.05558           4.98477           0.05663           6.38612           0.05              
86   120  17.27406          0.02065           5.35989           0.01835           6.38382           0.00165           
86   121  17.05976          0.05666           5.69996           0.03274           6.25113           0.00165           
86   122  16.67511          0.01842           6.04418           0.0138            6.26066           0.00167           
86   123  16.44023          0.03279           6.3607            0.02106           6.15547           0.00196           
86   124  16.09257          0.01397           6.70634           0.00861           6.15891           0.00216           
86   125  15.96958          0.02111           6.96755           0.00682           5.96538           0.00144           
86   126  15.20433          0.009             7.28448           0.00293           6.38499           0.00262           
86   127  13.08534          0.00868           7.84369           0.00556           8.24277           0.00537           
86   128  11.80278          0.00957           8.52827           0.00912           9.2084            0.00911           
86   129  11.61295          0.00939           9.09312           0.00811           8.83902           0.00757           
86   130  11.56731          0.01162           9.85245           0.00726           8.20008           0.0072            
86   131  11.31545          0.0086            10.37906          0.00475           7.88709           0.00288           
86   132  11.18067          0.00749           11.14425          0.00291           7.26253           0.00185           
86   133  10.97049          0.00474           11.64801          0.00666           6.94612           0.00031           
86   134  10.74675          0.00291           12.32285          0.00197           6.40467           0.0001            
86   135  10.50097          0.00592           *                 *                 6.14668           0.00306           
86   136  10.3825           0.00195           *                 *                 5.59031           0.00031           
87   112  *                 *                 1.47282           0.06589           7.81225           0.04082           
87   113  *                 *                 1.7836            0.09226           7.6207            0.05              
87   114  19.30718          0.08271           2.16242           0.08731           7.51566           0.05              
87   115  19.12308          0.0924            2.44841           0.05521           7.38897           0.00504           
87   116  18.87771          0.0731            2.92714           0.01787           7.25554           0.05274           
87   117  18.67597          0.05526           3.37862           0.03725           7.17128           0.00248           
87   118  18.31365          0.01766           3.72419           0.01417           7.05486           0.00272           
87   119  17.99364          0.03741           3.94518           0.03701           6.9234            0.0035            
87   120  17.67452          0.05131           4.44801           0.05297           6.89695           0.04938           
87   121  17.56529          0.05441           4.82357           0.05084           6.78519           0.04347           
87   122  17.07027          0.05285           5.1046            0.02584           6.77738           0.0036            
87   123  16.8236           0.05077           5.43275           0.03395           6.64849           0.03022           
87   124  16.53108          0.02551           5.85599           0.02235           6.65998           0.00508           
87   125  16.33405          0.0339            6.1437            0.02695           6.52885           0.00175           
87   126  15.5348           0.02242           6.48064           0.00797           6.90487           0.00177           
87   127  13.56342          0.02723           6.91512           0.01122           8.58854           0.00391           
87   128  12.27468          0.01029           7.68037           0.00838           9.54034           0.00652           
87   129  12.20535          0.01659           8.21932           0.0147            9.17518           0.01223           
87   130  12.1461           0.00943           9.00818           0.00935           8.46919           0.00432           
87   131  12.06238          0.01484           9.77603           0.0058            8.01395           0.00204           
87   132  11.83895          0.00953           10.35517          0.00837           7.44853           0.00182           
87   133  11.71889          0.00609           11.19376          0.01221           6.80074           0.00186           
87   134  11.48273          0.0083            11.69676          0.0055            6.45776           0.0014            
87   135  11.27621          0.02153           12.58077          0.05546           5.82569           0.02411           
87   136  11.03703          0.00457           *                 *                 5.56187           0.00305           
87   137  10.83478          0.0543            *                 *                 4.88011           0.07162           
87   138  10.71244          0.03014           *                 *                 *                 *                 
87   139  10.42673          0.11182           *                 *                 *                 *                 
87   140  10.30168          0.10444           *                 *                 *                 *                 
87   142  9.98146           0.10674           *                 *                 *                 *                 
88   114  *                 *                 1.35875           0.06396           8.01902           0.06121           
88   115  *                 *                 1.8693            0.10732           7.7296            0.05              
88   116  19.30135          0.06444           2.24852           0.02328           7.63556           0.00784           
88   117  18.93996          0.1184            2.57854           0.08961           7.4864            0.05              
88   118  18.63196          0.02365           3.02878           0.0231            7.41518           0.00416           
88   119  18.44386          0.10262           3.32614           0.07476           7.27326           0.05              
88   120  17.99382          0.02366           3.74854           0.02127           7.27306           0.0051            
88   121  17.82559          0.07485           4.09198           0.05677           7.14393           0.00357           
88   122  17.39546          0.02157           4.4689            0.01876           7.15166           0.00357           
88   123  17.16112          0.05688           4.81286           0.03299           7.04257           0.00357           
88   124  16.79513          0.01884           5.17145           0.01407           7.03164           0.00167           
88   125  16.62145          0.03318           5.46473           0.0214            6.86135           0.00354           
88   126  15.85071          0.01448           5.81783           0.00962           7.2735            0.00339           
88   127  13.96678          0.02167           6.34617           0.00932           8.86415           0.0034            
88   128  12.95214          0.01261           6.96719           0.01257           9.52569           0.00815           
88   129  12.7888           0.01129           7.52202           0.01135           9.16069           0.00636           
88   130  12.78255          0.01409           8.18243           0.01325           8.54592           0.00636           
88   131  12.63579          0.01175           8.84236           0.00913           8.13785           0.00306           
88   132  12.52084          0.0144            9.5226            0.00938           7.59238           0.00565           
88   133  12.57291          0.00934           10.44478          0.00513           6.88039           0.00195           
88   134  12.09423          0.01019           10.87008          0.00472           6.67883           0.00429           
88   135  11.87189          0.00512           11.8157           0.00592           5.97899           0.00021           
88   136  11.63673          0.00472           12.12431          0.00194           5.78885           0.00015           
88   137  11.38327          0.00302           *                 *                 5.0967            0.00509           
88   138  11.30073          0.00193           *                 *                 4.87062           0.00025           
88   139  10.95768          0.0029            *                 *                 *                 *                 
88   140  10.86994          0.00234           *                 *                 *                 *                 
88   141  10.75885          0.01884           *                 *                 *                 *                 
88   142  10.56662          0.01235           *                 *                 *                 *                 
89   117  *                 *                 1.67509           0.07453           7.9446            0.05              
89   118  *                 *                 2.1371            0.05303           7.8449            0.05              
89   119  18.89374          0.08974           2.57519           0.06245           7.72683           0.05              
89   120  18.42934          0.07288           2.89193           0.07164           7.72921           0.05              
89   121  18.11327          0.08              3.12317           0.0739            7.6072            0.05              
89   122  17.78209          0.08736           3.60375           0.07275           7.62164           0.05              
89   123  17.65367          0.08922           3.95324           0.07126           7.51882           0.05              
89   124  17.19261          0.08828           4.26528           0.05613           7.4993            0.05              
89   125  16.99218          0.07134           4.61137           0.03407           7.35024           0.0034            
89   126  16.2861           0.05625           5.01658           0.02271           7.74428           0.0036            
89   127  14.44892          0.03466           5.49687           0.02796           9.23537           0.00637           
89   128  13.44755          0.02489           6.18945           0.01448           9.83153           0.01019           
89   129  13.42139          0.05729           6.71291           0.05268           9.3774            0.05              
89   130  13.27971          0.05206           7.32306           0.05088           8.8265            0.05              
89   131  13.23495          0.05287           7.88548           0.0155            8.3478            0.00449           
89   132  13.189            0.07134           8.67311           0.0509            7.7836            0.05              
89   133  13.27282          0.01564           9.4394            0.00642           7.13736           0.00204           
89   134  12.83935          0.05091           10.02973          0.00836           6.7832            0.001             
89   135  12.52936          0.00646           10.69255          0.02155           6.3269            0.0007            
89   136  12.33085          0.00828           11.32355          0.00441           5.93508           0.00143           
89   137  12.06714          0.005             11.92492          0.0501            5.53597           0.02128           
89   138  11.92991          0.00441           12.54103          0.03014           5.04219           0.00014           
89   139  11.55687          0.00347           13.05506          0.10003           4.81387           0.05007           
89   140  11.24007          0.03332           13.47942          0.1054            4.51456           0.04482           
89   141  11.23081          0.30025           *                 *                 4.0098            0.31647           
89   142  10.97886          0.10539           14.47682          0.10673           3.83738           0.14143           
89   143  10.80214          0.31647           *                 *                 *                 *                 
90   119  *                 *                 1.6138            0.11415           8.238             0.05              
90   120  *                 *                 2.24924           0.02932           8.0526            0.01733           
90   121  18.73896          0.12462           2.52717           0.09001           7.9429            0.05              
90   122  18.09416          0.03105           2.94795           0.02386           7.95225           0.01019           
90   123  17.92949          0.10297           3.29554           0.07573           7.839             0.05              
90   124  17.52173          0.02492           3.67455           0.02017           7.82598           0.00721           
90   125  17.33477          0.07596           4.00886           0.03369           7.66535           0.00586           
90   126  16.55031          0.02114           4.37415           0.01579           8.0708            0.00632           
90   127  14.85345          0.03399           4.89553           0.02213           9.43335           0.00449           
90   128  14.0725           0.01823           5.49451           0.01556           9.84901           0.00911           
90   129  13.88603          0.05468           5.99276           0.05126           9.5141            0.05              
90   130  13.84812          0.02563           6.56008           0.02477           8.95303           0.02037           
90   131  13.67718          0.0514            7.03415           0.01237           8.62572           0.00385           
90   132  13.60864          0.02529           7.64787           0.01527           8.12695           0.00509           
90   133  13.69488          0.01302           8.15612           0.01019           7.56663           0.00408           
90   134  13.34929          0.01637           8.90294           0.01176           7.2985            0.00588           
90   135  13.21814          0.01041           9.50237           0.00554           6.9214            0.00212           
90   136  12.94186          0.01182           10.20807          0.00482           6.45086           0.00223           
90   137  12.64669          0.00554           10.7658           0.00302           6.1466            0.0001            
90   138  12.56751          0.00481           11.47485          0.00192           5.52008           0.00022           
90   139  12.3623           0.00286           12.17041          0.00273           5.16757           0.00102           
90   140  12.05085          0.00117           12.65576          0.00177           4.76996           0.00152           
90   141  11.91187          0.00226           13.32344          0.01878           4.21338           0.00156           
