A	elt	Z	S(2n)	S(2p)	Q(a)	Q(2B-)	Q(ep)	Q(B-	n)		
162	Er	68	16412.93	24.27	11239.73	0.31	1647.91	2.27	-6508.17	15.36	-5567.69
162	Tm	69	17318.4	43.05	9673	30.06	2284.89	37.59	-8646.04	79.43	-1569.49
162	Yb	70	17806.28	16.87	8340.06	28.71	3052.55	29.53	-10657.34	17.6	-1913.71
162	Lu	71	18704.45	94.12	7107.67	82.49	3446.52	79.16	-13051.56	91.43	1777.98
162	Hf	72	19372.7	13.07	5584.24	11.48	4416.31	4.86	-15169.8	19.66	1381.42
162	Ta	73	20099.13	75.36	4088.2	77.18	5007.08	50	-17279#	203#	5493.18
162	W	74	20815.39	150.86	2638.21	20.07	5678.27	2.4	-19559#	300#	5026.49
162	Re	75	21905#	357#	1256#	203#	6240.37	5.13	*	8989#	198#
162	Os	76	*	-308#	335#	6767.4	3.08	*	8826#	358#	*
Pm	61	9156#	499#	*	-4586#	565#	13236#	405#	*	3209#	445#
163	Sm	62	10191#	298#	22710#	499#	-3338#	423#	10594#	298#	-18459#
163	Eu	63	10836	66.36	20827#	305#	-2355.52	66.31	8111.19	65.67	-17404#
163	Gd	64	11950.7	8.58	19219.87	10.82	-1531.03	10.29	5067.28	8.46	-14073#
163	Tb	65	13277.12	4.19	17382.49	11.17	-977.7	5.92	1782.26	4	-13181.64
163	Dy	66	14468	0.08	15453.29	1.55	-244.65	1.12	-1213.45	4.58	-9389.74
163	Ho	67	15323.7	2.17	13494.69	1.26	729.11	1.17	-3649.61	5.47	-7991.35
163	Er	68	16108.75	9.87	11689.86	4.58	1574.5	4.79	-5868.63	16.03	-4275.22
163	Tm	69	16972.65	28.49	10109.39	5.88	2175.9	6.26	-7937.31	28.49	-3976.15
163	Yb	70	17602.33	21.15	8675.43	17.68	2837.02	15.75	-10035.41	29.15	-253.55
163	Lu	71	18371.7	39.52	7470.64	39.52	3354.07	39.52	-12256.78	47.22	-602.59
163	Hf	72	19091.64	33.5	6002.22	29.15	4150.01	30.51	-14355.49	58.28	3273.69
163	Ta	73	19898.27	45.2	4550.23	47.22	4749.06	5.49	-16532.38	42.33	3008.15
163	W	74	20495#	203#	3171.46	57.37	5519.49	50	-18716#	303#	6971.84
163	Re	75	21304.68	151.06	1801.19	30.62	6011.99	7.77	*	6488.98	52.54
163	Os	76	22356#	499#	215#	357#	6677.2	8.37	*	10518#	299#
Pm	61	8643#	500#	*	-4775#	565#	14511#	416#	*	3778#	499#
164	Sm	62	9715#	357#	23130#	499#	-3394#	423#	11672#	315#	*
164	Eu	63	10820#	119#	21589#	321#	-2804#	230#	8697#	152#	-17421#
164	Gd	64	11636#	103#	19822#	221#	-1964#	103#	6194#	102#	-16343#
164	Tb	65	12544.64	106.41	17952.51	106.02	-1022.42	100.45	2903.54	100.01	-12882.05
164	Dy	66	13929.12	0.08	16265.51	3.98	-451.14	1.19	-25.08	0.11	-11943.05
164	Ho	67	15082.6	3.21	13883.49	36.39	429.84	1.79	-3077.47	24.44	-7674.4
164	Er	68	15751	0.33	12339.35	0.14	1304.92	0.17	-4925.47	15.37	-6850.69
164	Tm	69	16568.88	35.69	10440.43	24.59	2053.78	28.64	-7261.66	37.09	-2814.67
164	Yb	70	17333.71	21.15	9260.84	15.37	2621.89	28.71	-9198.91	22.06	-3138.67
164	Lu	71	17953.25	80.07	7742.52	38.21	3234.74	44.21	-11359.57	39.52	797.38
164	Hf	72	18792.13	18.18	6570.1	22.05	3919.29	17.39	-13582.75	18.54	191.62
164	Ta	73	19645.24	59.24	5028.99	80.07	4562.22	63.32	-15810.36	61.3	4219.64
164	W	74	20379.19	20.13	3644.69	13.17	5278.27	2.01	-17813.65	150.23	3738.95
164	Re	75	21114#	203#	2270.18	75.53	5926.34	5.1	-20129#	319#	7773.22
164	Os	76	22124#	335#	1000.84	150.96	6479.43	5.26	*	7197.12	158.93
164	Ir	77	*	-580#	371#	6970#	100#	*	11370#	315#	*
Sm	62	9231#	499#	*	-3645#	566#	12645#	419#	*	1501#	416#
165	Eu	63	10381#	152#	22052#	423#	-2913#	328#	9842	91.92	-19142#
165	Gd	64	11281#	122#	20311#	322#	-2206#	122#	7160#	121#	-15639#
165	Tb	65	12112#	103#	18659#	122#	-1199#	103#	4333#	102#	-14474#
165	Dy	66	13374.07	0.09	16876.66	8.46	-531.7	1.55	909	0.6	-11128#
165	Ho	67	14663.3	0.83	14880.88	4.08	137.67	1.45	-1969.39	1.84	-10110.01
165	Er	68	15496.52	4.61	12718.38	0.6	1109.27	0.61	-4226.23	26.56	-5842.62
165	Tm	69	16343.53	5.69	11129.23	1.56	1842.73	2.72	-6487.38	26.59	-5237.09
165	Yb	70	17138.92	30.67	9705.6	26.94	2481.31	27.95	-8659.87	38.54	-1641.46
165	Lu	71	17793.47	38.54	8291.46	27.11	3031.55	38.54	-10594.39	29.94	-1827.18
165	Hf	72	18514.46	37.35	6914.35	31.89	3778.98	31.89	-12774.48	37.48	2092.94
165	Ta	73	19455.86	40.51	5634.38	31.19	4289.58	31.19	-15188.08	27.37	1505.55
165	W	74	20095.46	58.37	4175.28	35.18	5028.73	29.84	-17066#	197#	5668.51
165	Re	75	20800.17	30	2703.09	44.78	5694.31	6.15	-19067#	160#	5334.05
165	Os	76	21745#	357#	1465#	203#	6335.49	5.65	*	9152#	196#
165	Ir	77	*	168#	159#	6823#	50#	*	8591#	149#	*
Sm	62	8770#	499#	*	-3604#	565#	13800#	445#	*	1923#	423#
166	Eu	63	9969#	376#	22915#	537#	-3263#	467#	10677#	365#	*
166	Gd	64	10898#	221#	21005#	357#	-2425#	277#	8055#	196#	-18010#
166	Tb	65	11949.46	122.07	19082#	134#	-1606.3	78.36	5186.54	70.01	-14450#
166	Dy	66	12759.46	0.4	17389#	102#	-729.3	4	2341.25	1.19	-13421#
166	Ho	67	14232.46	1.15	15571.3	100	179.71	36.37	-1182.95	11.58	-9795#
166	Er	68	15125.79	1.13	13536.02	1.12	830.52	1.12	-3330.3	7.01	-8602.41
166	Tm	69	16126.97	27.01	11484.81	11.64	1728.25	11.97	-5867.39	31.99	-4278.34
166	Yb	70	16720.96	16.92	10230.79	7.1	2313.86	7.1	-7736.76	28.83	-4363.1
166	Lu	71	17521.25	40.86	8694.89	38.52	3031.89	39.59	-9923.21	40.86	-380.33
166	Hf	72	18183.11	32.11	7419.51	31.89	3542.45	31.89	-11970.95	29.51	-852.57
166	Ta	73	18957.61	39.52	6033.35	39.52	4309.06	80.07	-14204.3	77.52	3055.5
166	W	74	19794.91	13.52	4647.47	18.44	4856.06	3.94	-16456.51	20.17	2458.51
166	Re	75	20563.68	90.58	3188.62	77.52	5461.8	50	-18539#	209#	6665.4
166	Os	76	21152.05	150.99	1773.7	20.4	6142.77	3.32	-20702#	301#	6140.53
166	Ir	77	22153#	370#	460#	203#	6722.35	5.58	*	10017#	197#
166	Pt	78	*	-1115#	336#	7285.88	15.37	*	9776#	359#	*
Eu	63	9429#	423#	*	-3186#	565#	11917#	445#	*	2448#	445#
167	Gd	64	10503#	322#	21583#	499#	-2518#	422#	9118#	304#	-17372#
167	Tb	65	11504#	221#	19781#	239#	-1867#	206#	6354#	196#	-16008#
167	Dy	66	12460.65	60.23	18056#	135#	-1041.66	60.81	3360.55	60.23	-12690#
167	Ho	67	13524.25	5.25	16293#	103#	-109.47	6.6	263.01	5.42	-11684.81
167	Er	68	14912.2	1.3	14256.52	1.13	665.07	1.12	-2700.6	4.03	-7995.36
167	Tm	69	15756.65	1.98	12222.58	1.46	1409.78	1.42	-5042.52	31.7	-6761.28
167	Yb	70	16437.83	26.84	10646.91	4.06	2152.23	6.09	-7122.82	28.23	-2953.5
167	Lu	71	17201.52	41.32	9149.45	31.71	2802.68	32.15	-9150.07	42.24	-2901.72
167	Hf	72	17974.88	39.52	7750.32	38.54	3406.42	31.89	-11369.7	33.38	839.01
167	Ta	73	18645.84	31.19	6486.76	38.54	4015.43	39.52	-13520#	49#	380.95
167	W	74	19379.67	30.94	5040.49	33.38	4740.71	28.08	-15596.06	74.94	4471.95
167	Re	75	20314#	47#	3561#	43#	5279#	14#	-17759#	44#	3978#
167	Os	76	20850#	209#	2218.91	76.85	5981.28	50	-19890#	311#	8097.07
167	Ir	77	21622#	159#	990.61	29.88	6504.89	2.64	*	7532.07	72.48
167	Pt	78	*	-605#	360#	7155.2	50	*	11530#	303#	*
Eu	63	8675#	615#	*	-3295#	640#	12982#	582#	*	3001#	582#
168	Gd	64	9976#	446#	22212#	566#	-2686#	499#	10196#	424#	*
168	Tb	65	10980#	306#	20093#	466#	-1767#	319#	7339#	300#	-16001#
168	Dy	66	12117.41	140.01	18608#	241#	-1211#	173#	4431.61	140.01	-15036#
168	Ho	67	13132.48	30.01	16754.32	76.17	-408.12	104.41	1251.75	30.06	-11423#
168	Er	68	14207.76	0.21	14984.32	1.2	551.88	1.13	-1409.27	0.25	-10349.52
168	Tm	69	15567.18	11.7	12819.53	1.84	1243.67	2.17	-4245.07	39.29	-6321.27
168	Yb	70	16128.79	7	11233.8	0.33	1936.07	1.16	-6221.35	27.97	-5579.69
168	Lu	71	17189.5	49.3	9757.42	40.91	2411.27	46.22	-8673.94	48.19	-1813.18
168	Hf	72	17644.2	39.52	8342.75	28.83	3231.95	31.89	-10467.44	30.94	-2058.95
168	Ta	73	18438.77	39.52	6950.87	40.86	3823.55	39.52	-12599.02	41.6	1818.25
168	W	74	19147.71	16.31	5612.07	30.94	4500.48	11.46	-14897.9	16.56	1285.68
168	Re	75	20044.04	78.6	4275.05	41.6	5063	13	-17128.66	63.24	5267.2
168	Os	76	20706.33	20.51	2685.12	13.69	5815.63	2.7	-18987.75	150.28	4813.87
168	Ir	77	21455#	204#	1350.69	90.98	6381.3	8.52	*	8876#	68#
168	Pt	78	22421#	336#	153.88	151.02	6989.73	3.07	*	8205.56	166.64
Gd	64	9482#	585#	*	-2770#	643#	11444#	586#	*	498#	585#
169	Tb	65	10544#	357#	20896#	499#	-2030#	328#	8469#	299#	-17877#
169	Dy	66	11809.19	306.63	19362#	423#	-1569#	324#	5325.93	300.67	-14523#
169	Ho	67	12659.19	20.62	17448#	197#	-656#	104#	2478.04	20.08	-13364#
169	Er	68	13774.56	0.19	15570.42	60.23	264.59	1.14	-545.54	0.33	-9652.51
169	Tm	69	14874.21	1.02	13572.53	5.32	1198.88	1.06	-3190.65	3.21	-8503.01
169	Yb	70	15929.62	4.04	11664.32	0.32	1719.13	1.33	-5660.67	27.97	-4675.36
169	Lu	71	16726.07	31.84	10118.86	3.37	2420.14	3.68	-7794.13	28.13	-4060.61
169	Hf	72	17391.77	39.52	8704.25	28.23	3153.58	38.54	-9799.02	31.92	-423.96
169	Ta	73	18082	39.52	7367.25	42.24	3726.9	38.54	-11881.2	30.17	-511.55
169	W	74	18962.45	23.91	6028.06	31.92	4292.72	31.92	-14195.18	29.52	3153.71
169	Re	75	19721#	42#	4636.11	30.17	5013.7	13.58	-16315.39	25.93	2695.71
169	Os	76	20363.33	76.92	3202.57	31.09	5713.42	3.09	-18210#	197#	6881.45
169	Ir	77	21164.03	29.66	1841#	47#	6141.02	3.66	-20305#	299#	6412.08
169	Pt	78	22043#	360#	588#	209#	6857.61	5.12	*	10194#	196#
169	Au	79	*	-706#	299#	7379#	337#	*	9589#	303#	*
Gd	64	9159#	718#	*	-3075#	718#	12284#	627#	*	878#	667#
170	Tb	65	10144#	499#	21561#	641#	-1941#	537#	9515#	404#	*
170	Dy	66	11246#	241#	19878#	446#	-1559#	277#	6445#	196#	-16800#
170	Ho	67	12320.14	58.33	18094#	302#	-778.81	86.04	3557.17	50.03	-13199#
170	Er	68	13260.14	1.45	16127.06	140	51.19	1.66	655.24	1.55	-11800.47
170	Tm	69	14625.57	1.51	14312.62	30.02	850.56	1.07	-2489.63	16.86	-8287.65
170	Yb	70	15324.65	1.19	12350.69	1.17	1737.21	1.17	-4510.06	27.94	-7129.79
170	Lu	71	16381.01	42.73	10571.24	16.93	2157.24	20.45	-7168.56	32.63	-3319.98
170	Hf	72	17035.94	39.52	9249.89	27.97	2916.97	28.83	-8963.02	30.9	-3165.26
170	Ta	73	17886.39	39.52	7647.76	48.19	3458.4	40.86	-11224.47	36.26	657.93
170	W	74	18540.36	18.71	6508.22	30.9	4143.24	30.9	-13364.59	16.42	137.09
170	Re	75	19260.94	38.52	5097.23	36.26	4759.67	36.26	-15554#	92#	4088.27
170	Os	76	20073.67	13.89	3611.08	16.48	5536.87	2.69	-17627.05	20.56	3702.66
170	Ir	77	20836#	104#	2143#	94#	6109#	51#	-19608#	215#	7761#
170	Pt	78	21434.37	151.06	881.92	20.76	6707.41	3.19	*	7134.53	31.08
170	Au	79	*	-336#	204#	7177.31	15.3	*	11053#	198#	*
Tb	65	9846#	585#	*	-2446#	642#	10487#	783#	*	1560#	540#
171	Dy	66	10734#	423#	20614#	585#	-1801#	422#	7530#	298#	-16098#
171	Ho	67	11864.41	600.33	18768#	670#	-1017#	631#	4691.34	600	-15084#
171	Er	68	12938.49	1.49	16699.72	300.67	-213.25	60.21	1587.85	1.56	-11345#
171	Tm	69	14077.72	1.24	14991.06	20.04	645.41	5.15	-1381.9	2.1	-10260.59
171	Yb	70	15071.88	1.2	12961.65	1.18	1559.45	1.17	-3875.46	28.88	-6487.1
171	Lu	71	15886.47	3.73	11131.12	2.03	2290.33	2.27	-6108.12	28.01	-5321.51
171	Hf	72	16857.09	40.18	9631.72	28.9	2734.32	29.15	-8345.25	40.18	-1956.4
171	Ta	73	17572.48	39.52	8213.65	28.13	3355.94	42.24	-10469.99	39.52	-1703.02
171	W	74	18310.85	31.92	6947.14	39.52	3956.75	39.52	-12784.15	33.14	1878.79
171	Re	75	18983.68	30.17	5537.79	39.52	4675.86	39.52	-14838.26	47.55	1598.41
171	Os	76	19721.89	30.84	3962.01	23.58	5371.2	4.43	-16832.24	74.9	5699.92
171	Ir	77	20460.82	44.98	2580.73	40.11	5994#	13#	-18849.73	43.69	5212.2
171	Pt	78	21100#	209#	1324.95	76.98	6607.38	3.08	-20950#	311#	9167.57
171	Au	79	21916#	299#	46.4	31.18	7085.23	10.7	*	8508#	89#
171	Hg	80	*	-1415#	361#	7667.69	15.36	*	12490#	303#	*
Tb	65	9269#	643#	*	-2535#	709#	11633#	540#	*	2267#	585#
172	Dy	66	10488#	357#	21207#	667#	-2071#	499#	8474#	298#	*
172	Ho	67	11388#	202#	19338#	446#	-1186#	357#	5891#	196#	-14741#
172	Er	68	12517.57	3.77	17398#	196#	-348.96	140.05	2771.83	4.01	-13584#
172	Tm	69	13721.16	5.58	15713.64	50.29	261.88	30.5	-638.4	5.98	-10144.39
172	Yb	70	14634.16	0.01	13724.71	1.55	1310.81	1.17	-2853.22	24.43	-8825.46
172	Lu	71	15572.39	17	11518.07	2.47	2152.03	2.89	-5406	28.04	-4814.65
172	Hf	72	16291.01	37.12	10216.25	24.43	2754.76	24.46	-7305.04	37.12	-4384.39
172	Ta	73	17334.95	39.52	8601.69	32.63	3312.96	48.19	-9792.87	47.97	-790.55
172	W	74	17948.99	30.9	7421.27	39.52	3838.45	39.52	-11853.34	30.73	-954.81
172	Re	75	18766.55	45.33	5977.38	47.97	4431.89	47.97	-14157.74	50.7	2894.2
172	Os	76	19460.23	16.09	4530.95	18.36	5224.35	6.97	-16136.92	16.46	2553.28
172	Ir	77	20162#	94#	3044.12	39.8	5990.6	10	-18061.36	64.84	6581.94
172	Pt	78	20950.36	20.99	1758.61	14.23	6463.38	4.04	-20048.18	150.44	5906.05
172	Au	79	21709#	204#	536#	105#	6923.3	10.24	*	9805.05	68.07
172	Hg	80	*	-662.51	151.18	7523.8	6.19	*	9121.99	166.78	*
Dy	66	9892#	499#	*	-2211#	643#	9715#	446#	*	-526#	446#
173	Ho	67	10974#	670#	19897#	585#	-1447#	422#	6906#	298#	-16789#
173	Er	68	12078#	196#	18043#	357#	-482#	359#	3897#	196#	-12934#
173	Tm	69	13188.4	4.51	16315.04	600.02	116.2	20.54	624.86	4.67	-12061#
173	Yb	70	14387.05	0.01	14410.21	1.56	946.96	1.18	-2139.44	27.94	-8356.58
173	Lu	71	15195.15	1.98	12248.56	1.84	1969.38	1.76	-4484.38	27.99	-6795.51
173	Hf	72	16123.07	40.18	10682.92	27.94	2540.86	27.97	-6684.4	39.52	-3445.31
173	Ta	73	16818.9	39.52	9146.08	28.01	3263.11	28.13	-8842.67	39.52	-2949.53
173	W	74	17783.93	39.52	7873.98	40.18	3564.59	39.52	-11289.13	31.7	385.87
173	Re	75	18446.22	39.52	6411.53	39.52	4311.65	39.52	-13285.43	30.04	487.14
173	Os	76	19278.95	23.27	4930.11	31.7	5054.7	5.78	-15495.35	57.94	4369.96
173	Ir	77	19999.04	40.02	3596.1	30.04	5715.88	9.68	-17436	25.31	3979.7
173	Pt	78	20615.84	91.79	2218.91	58.75	6354.86	50	-19233#	204#	8011.96
173	Au	79	21412.78	30.79	998.36	44.71	6836.48	4.91	*	7257.96	39.61
173	Hg	80	22332#	361#	-182#	209#	7378.02	4.46	*	11108#	196#
Dy	66	9504#	585#	*	-2416#	780#	10579#	585#	*	-91#	585#
174	Ho	67	10349#	357#	20417#	585#	-1391#	499#	8175#	301#	*
174	Er	68	11608#	298#	18518#	422#	-711#	357#	4995#	298#	-15300#
174	Tm	69	12632.77	45.06	16959#	201#	-50.75	67.1	1705.68	44.75	-11803#
174	Yb	70	13831.7	0.02	15038.84	4.01	739.25	1.55	-1100.03	2.26	-10579#
174	Lu	71	14976.85	2.24	12773.76	5.72	1800.74	1.76	-3829.43	27.99	-6603.11
174	Hf	72	15584.89	24.53	11166.98	2.26	2494.52	2.26	-5617.39	28.04	-5582.23
174	Ta	73	16553.42	39.52	9582.73	28.04	3140.54	32.63	-8067.67	39.52	-2148.82
174	W	74	17272.54	39.52	8402.8	37.12	3601.85	39.52	-10231.67	29.77	-2104.27
174	Re	75	18278.62	47.97	6921.06	39.52	4039.65	39.52	-12809.6	37.05	1434.47
174	Os	76	18894.21	16.38	5476.17	29.77	4870.5	9.69	-14677.25	14.57	1443
174	Ir	77	19626.76	40.52	3904.33	45.96	5624.79	9.85	-16628#	92#	5401.4
174	Pt	78	20353.88	14.63	2652.26	16.45	6183.17	3.41	-18677.15	21.69	4831.12
174	Au	79	21060#	105#	1434#	95#	6699.29	7.24	*	8744#	90#
174	Hg	80	21724.9	151.3	112.03	21.83	7233.27	6.01	*	8012.93	59.18
Ho	67	9995#	499#	*	-1596#	643#	9108#	404#	*	675#	499#
175	Er	68	11141#	446#	19291#	566#	-888#	499#	6044#	401#	-14570#
175	Tm	69	12197.12	50.19	17538#	302#	-216.51	602.08	2855.03	50.01	-13910#
175	Yb	70	13286.96	0.07	15619#	196#	598.49	1.56	-213.89	2.28	-10035#
175	Lu	71	14427.3	1	13487.46	4.56	1619.8	1.55	-2756.93	27.97	-8590.04
175	Hf	72	15212.51	28.04	11508.38	2.28	2400.23	2.28	-4848.87	28.04	-4826.12
175	Ta	73	16154.74	39.52	10105.67	27.99	2994.83	28.01	-7120.34	39.52	-4127.42
175	W	74	17048.05	39.52	8798.95	39.52	3373.63	40.18	-9527.42	30.32	-1077.28
175	Re	75	17877.08	39.52	7469.71	39.52	4007.05	39.52	-11893.8	30.57	-836.51
175	Os	76	18809.75	19.04	5955.93	30.32	4555.8	30.32	-14391.91	21.66	2832.74
175	Ir	77	19268.71	16.58	4418.58	30.57	5430.86	30.57	-15990.55	40.58	2989.62
175	Pt	78	19913.19	58.86	2853.15	23.55	6163.56	3.99	-17740.89	75.13	6992.98
175	Au	79	20714.15	44.86	1713.46	40.18	6583.15	3.66	*	6170.57	45.66
175	Hg	80	21406#	209#	607.61	91.91	7072.21	4.66	*	10056.62	73.63
Ho	67	9743#	585#	*	-1865#	711#	10081#	513#	*	1290#	643#
176	Er	68	10824#	499#	19838#	643#	-1046#	499#	6861#	401#	*
176	Tm	69	11649.44	109.54	18259#	314#	-313#	220#	4010.92	100.01	-13458#
176	Yb	70	12689.44	0.02	16120#	298#	567.38	4.01	1085.01	1.48	-12128#
176	Lu	71	13954.68	1.01	14095.67	44.74	1567.23	5.63	-2016.86	30.76	-8360.66
176	Hf	72	14874.47	1.75	12209.75	1.48	2254.21	1.48	-3934.72	27.98	-7169.74
176	Ta	73	15767.24	41.54	10373.12	30.78	2945.69	30.83	-6302.49	41.54	-3488.76
176	W	74	16557.15	39.52	9375.06	28.04	3335.71	37.12	-8543.66	39.52	-3448.91
176	Re	75	17532.42	39.52	7900.06	39.52	3842.18	39.52	-11184.56	32.58	56.79
176	Os	76	18245.16	29.77	6448.79	39.52	4574.33	39.52	-13164.07	30.71	245.88
176	Ir	77	19157.47	29.53	4783.17	32.58	5233.86	38.48	-15357.36	37.17	4121.01
176	Pt	78	19758.34	16.4	3516.39	16.33	5885.06	2.13	-17148.92	16.9	3882.54
176	Au	79	20428#	95#	2235.41	41.14	6433.49	7.16	-19102.56	82.09	7584.57
176	Hg	80	21286.58	22.19	1044.73	15.17	6897.05	5.55	*	6639.55	21.32
176	Tl	81	*	-239#	116#	7474.68	93.76	*	10696.58	84.44	*
Er	68	10349#	643#	*	-1344#	643#	8128#	503#	*	-1558#	513#
177	Tm	69	11301#	302#	18844#	499#	-543#	422#	4915#	298#	-15467#
177	Yb	70	12433.48	0.23	16912#	401#	243#	196#	1894.22	1.42	-11645#
177	Lu	71	13360.86	0.22	14651.2	50.01	1447.34	4.57	-669.19	3.1	-10301.46
177	Hf	72	14541.59	1.99	12763.01	1.41	2245.69	1.41	-3178.89	27.98	-6678.27
177	Ta	73	15448.6	28.14	11126.98	3.11	2741.38	3.27	-5445.45	28.14	-5621.35
177	W	74	16211.56	39.52	9798.01	28.04	3285.14	39.52	-7745.26	31.53	-2414.37
177	Re	75	17123.5	39.52	8438.46	39.52	3702.45	39.52	-10221.75	34.23	-2192.77
177	Os	76	17993.72	18.76	6901.61	31.53	4346.01	31.53	-12586.02	20.93	1396.17
177	Ir	77	18795.55	23.32	5337.05	34.23	5081.53	34.23	-14502.32	22.37	1726.49
177	Pt	78	19799.61	23.56	3843.01	19.06	5642.9	2.73	-16587.9	76.54	5438.53
177	Au	79	20283.78	40.04	2728.54	16.23	6298.42	3.89	-18204.58	24.04	5044.25
177	Hg	80	20952.6	104.63	1647.02	77.23	6735.45	50	*	8862.35	76.13
177	Tl	81	*	514.51	44.28	7067	7.16	*	7891.47	39.61	*
Er	68	9772#	718#	*	-1315#	780#	9435#	596#	*	-862#	667#
178	Tm	69	10887#	413#	19403#	643#	-851#	499#	6222#	401#	*
178	Yb	70	12346.79	10	17643#	401#	-171#	298#	2739.76	10.1	-14126#
178	Lu	71	13098.18	1.9	15544.41	100.03	1101.81	44.78	260#	52#	-10158#
178	Hf	72	14001.55	1.02	13521.86	1.41	2084.36	1.41	-2028.3	15.13	-8737.81
178	Ta	73	15375#	61#	11794#	52#	2547#	52#	-4945#	59#	-5503#
178	W	74	15907.97	31.81	10408.56	15.17	3012.63	15.26	-6862.67	20.42	-4815.29
178	Re	75	16733.2	39.52	8866.02	41.54	3662.4	39.52	-9401.57	34.23	-1227.81
178	Os	76	17588.96	31.09	7480.61	31.09	4257.9	31.09	-11546.75	16.97	-1131.52
178	Ir	77	18516.19	25.9	5766.94	34.23	4996.3	34.23	-13948.14	22.19	2728.32
178	Pt	78	19206.29	16.25	4477.52	29.73	5572.98	2.2	-15681.62	14.79	2669.97
178	Au	79	19925.41	34.68	3003.36	19.55	6134.83	25.41	-17513#	90#	6454.71
178	Hg	80	20673.59	15.46	1959.98	16.67	6577.35	2.98	-19890.2	26.16	5765.57
178	Tl	81	21515#	117#	847#	95#	7020.04	10.23	*	9466#	90#
178	Pb	82	*	-781.3	26.41	7790.39	14.32	*	9067.87	78.79	*
Tm	69	10274#	585#	*	-823#	643#	7458#	503#	*	24#	503#
179	Yb	70	11694#	196#	18257#	540#	-310#	446#	3925#	196#	-13566#
179	Lu	71	12817.75	5	16168#	298#	826.72	50.26	1298.4	5.08	-12232#
179	Hf	72	13724.93	0.19	14054.45	1.43	1807.73	1.41	-1167.78	14.51	-8056.4
179	Ta	73	14785.34	3.03	12551.46	0.9	2383.34	0.92	-3773.04	24.66	-7308.51
179	W	74	15736.04	31.52	10992.45	14.52	2761.62	14.65	-6275.63	22.02	-4148.86
179	Re	75	16457.74	37.26	9447.61	24.84	3399.45	37.26	-8502.57	26.51	-3275#
179	Os	76	17205.67	22.04	7895.71	32.45	4188.38	32.45	-10751.35	18.33	98.47
179	Ir	77	18176.93	22.04	6390.49	29.6	4781.68	29.6	-13093.15	15.24	282.77
179	Pt	78	19040.34	16.98	4889.62	16.64	5412.31	9.46	-15340.01	28.4	3987.15
179	Au	79	19586.1	15.71	3519.09	22.96	5981.02	5.05	-16720.07	40.52	3974.35
179	Hg	80	20288.23	79.86	2135.63	31.11	6360.42	29.74	-18978.77	80.36	7780.41
179	Tl	81	21070.6	44.42	1301.33	40.19	6710.54	3.45	*	6746.28	40.08
179	Pb	82	*	-255.24	106.52	7598.3	20	*	11077.57	76.35	*
Tm	69	9947#	643#	*	-1055#	711#	8756#	508#	*	546#	540#
180	Yb	70	11047#	298#	18918#	667#	-394#	499#	5179#	298#	*
180	Lu	71	12481.2	70.74	17139#	407#	270.05	122.48	2256.53	70.75	-12365#
180	Hf	72	13486.75	0.17	14661.81	10.1	1287.05	1.42	-143.23	0.28	-10531#
180	Ta	73	14477#	52#	13173.03	2.9	2024.44	2.19	-3095.52	21.48	-7162.93
180	W	74	15371.81	15.14	11778.82	0.32	2515.29	1.03	-5278.31	16.45	-6462.18
180	Re	75	16326.54	35.19	9817#	56#	3103.1	37.45	-7859.83	30.48	-2769.01
180	Os	76	16956.17	21.31	8528.82	22.35	3858.88	32.4	-9921.93	19.72	-2351.65
180	Ir	77	17868.28	29.35	6902.01	35.38	4660.44	35.38	-12352.02	22.23	1317.78
180	Pt	78	18580.99	14.92	5469.55	17.48	5237.15	30.02	-14185.43	16.73	1294.65
180	Au	79	19464.4	11.16	3951.57	20.33	5827.9	16.61	-16238.86	60.2	5167.23
180	Hg	80	20077.18	16.61	2830.87	16.2	6258.5	2.37	-18309.07	17.71	4728.73
180	Tl	81	20739#	108#	1660.85	60.85	6709.4	50	*	8312.95	61.14
180	Pb	82	21658.31	26.98	203.42	16.4	7418.65	5.48	*	7697.78	29.95
Tm	69	9713#	780#	*	*	9627#	609#	*	1358#	667#	
181	Yb	70	10693#	357#	*	-655#	585#	6315#	298#	*	-2483#
181	Lu	71	11881.13	125.86	17775#	518#	247#	324#	3640.9	125.76	-14166#
181	Hf	72	13082.56	0.17	15443#	196#	1158.65	1.44	830.99	0.33	-10092#
181	Ta	73	14223.62	1.86	13957.33	5.3	1520.58	1.74	-1920.92	12.61	-9050.93
181	W	74	15081.33	14.51	12348.85	0.35	2221.88	0.4	-4683.85	25.38	-5743.44
181	Re	75	16075.75	27.65	10738.01	12.63	2772.31	12.98	-7054.36	13.6	-4873.48
181	Os	76	16673.1	30.24	8832.78	29.23	3726.85	37.72	-9168.45	28.8	-1202.82
181	Ir	77	17523.95	11.09	7456.69	25.19	4381.23	28.43	-11591.89	20.65	-914.64
181	Pt	78	18256	15.84	5939.96	21.44	5150.03	5.11	-13720.38	20.59	2687.33
181	Au	79	19025.2	23.15	4367.36	22.24	5751.37	2.93	-15072.4	21.95	2817.42
181	Hg	80	19875.64	31.3	2970.93	17.32	6284.39	4.21	-17543.79	76.96	6485.77
181	Tl	81	20672.87	39.85	2388.11	14.82	6321.45	5.77	*	5537.8	10.29
181	Pb	82	21310.62	106.77	767.16	80.19	7240.28	7.31	*	9844.13	76.46
Yb	70	10363#	499#	*	-985#	718#	7229#	401#	*	-2094#	420#
