Z    N    S1n(MeV)          S1n_Err(MeV)      S1p(MeV)          S1p_Error(MeV)    Q4b(MeV)          Q4b_Error(MeV)    
53   78   8.5833            0.00336           7.38192           0.00223           -3.67511          0.02797           
53   79   6.32684           0.00576           7.77939           0.00611           -1.95964          0.03959           
53   80   8.25803           0.00744           7.99339           0.00835           -0.39222          0.02833           
53   81   6.25721           0.0093            8.41686           0.02574           1.14616           0.02149           
53   82   7.78846           0.01088           8.51912           0.01293           2.86088           0.0124            
53   83   3.78098           0.04991           8.96063           0.10243           6.53765           0.07259           
53   84   5.07484           0.05625           9.36658           0.05283           10.59783          0.03081           
53   85   3.89939           0.0869            10.05864          0.14758           14.19379          0.08243           
53   86   4.57832           0.08802           *                 *                 *                 *                 
54   56   *                 *                 1.58017           0.1687            *                 *                 
54   59   10.19693          0.13164           *                 *                 *                 *                 
54   60   13.06493          0.08136           3.24654           0.05459           *                 *                 
54   61   9.64218           0.01648           *                 *                 *                 *                 
54   62   12.46129          0.0178            3.99792           0.03168           *                 *                 
54   63   9.20993           0.01667           3.98207           0.09715           *                 *                 
54   64   11.96504          0.01468           4.93354           0.02981           *                 *                 
54   65   8.78667           0.01468           5.11236           0.02232           *                 *                 
54   66   11.44933          0.01573           5.69589           0.03034           *                 *                 
54   67   8.37164           0.01622           5.97216           0.02104           *                 *                 
54   68   10.95354          0.01571           6.35671           0.01519           *                 *                 
54   69   7.96487           0.01464           6.45749           0.01079           *                 *                 
54   70   10.48287          0.00969           7.00576           0.00406           *                 *                 
54   71   7.60328           0.0004            7.11607           0.00287           *                 *                 
54   72   10.04779          0.00647           7.62108           0.00618           -18.34798         0.02863           
54   73   7.22357           0.00604           7.69923           0.00339           -16.34518         0.05789           
54   74   9.61056           0.00417           8.16588           0.00371           -14.32612         0.02798           
54   75   6.90866           0.00157           8.24842           0.0036            -12.40989         0.02795           
54   76   9.25564           0.00029           8.66732           0.00316           -10.45881         0.02795           
54   77   6.60482           0.00121           8.7718            0.0033            -8.69982          0.03355           
54   78   8.93659           0.00022           9.12509           0.00064           -6.80645          0.0206            
54   79   6.43444           0.00259           9.23268           0.00627           -5.22037          0.01653           
54   80   8.55221           0.00254           9.52686           0.00474           -3.28851          0.0204            
54   81   6.36386           0.00461           9.63351           0.00923           -1.7921           0.01194           
54   82   8.07942           0.00823           9.92447           0.00984           0.0432            0.01506           
54   83   4.02553           0.00011           10.16903          0.04944           3.4992            0.01506           
54   84   5.84286           0.04395           10.93704          0.05149           7.41763           0.04455           
54   85   3.56432           0.04815           10.60197          0.08496           11.3086           0.02214           
54   86   5.41842           0.06406           11.44207          0.06806           15.09229          0.0606            
54   87   3.40723           0.10897           *                 *                 *                 *                 
54   88   5.21951           0.13533           *                 *                 *                 *                 
55   57   *                 *                 -0.8143           0.007             *                 *                 
55   58   *                 *                 -0.97353          0.00256           *                 *                 
55   62   *                 *                 0.68504           0.06376           *                 *                 
55   63   10.03789          0.0637            1.513             0.01644           *                 *                 
55   64   11.967            0.01889           1.51497           0.01738           *                 *                 
55   65   9.6549            0.01714           2.3832            0.01439           *                 *                 
55   66   11.28315          0.01704           2.21702           0.01818           *                 *                 
55   67   9.11065           0.03481           2.95603           0.03383           *                 *                 
55   68   10.97515          0.03417           2.97764           0.01643           *                 *                 
55   69   8.75898           0.01468           3.77175           0.01265           *                 *                 
55   70   10.42756          0.01135           3.71644           0.00783           *                 *                 
55   71   8.32868           0.01437           4.44185           0.01225           *                 *                 
55   72   9.9664            0.01333           4.36045           0.00815           *                 *                 
55   73   7.76267           0.00782           4.89956           0.00676           -19.60062         0.03031           
55   74   9.64036           0.00716           4.92936           0.00481           -17.72686         0.03016           
55   75   7.47132           0.00952           5.49201           0.00837           -15.72497         0.06482           
55   76   9.23068           0.00975           5.46704           0.00507           -13.78152         0.0524            
55   77   7.16746           0.00535           6.02969           0.00209           -11.94244         0.05685           
55   78   8.98635           0.0019            6.07945           0.00097           -10.13335         0.0125            
55   79   6.89154           1e-05             6.53655           0.0024            -8.37717          0.03547           
55   80   8.76199           0.001             6.74633           0.00131           -6.64596          0.01186           
55   81   6.82818           0.00215           7.21065           0.00491           -5.01147          0.0124            
55   82   8.2782            0.00187           7.40943           0.00705           -3.36827          0.01179           
55   83   4.41313           0.00916           7.79703           0.01155           0.24411           0.01694           
55   84   5.88483           0.00968           7.839             0.04349           4.12242           0.00851           
55   85   4.42139           0.00879           8.69607           0.02245           7.64429           0.01042           
55   86   5.49723           0.01319           8.77488           0.06143           11.54399          0.01074           
55   87   4.10951           0.01465           9.47716           0.09118           13.27763          0.01076           
55   88   5.22763           0.02502           9.48528           0.10308           15.40209          0.02379           
55   89   3.66985           0.03244           *                 *                 *                 *                 
55   90   4.85836           0.02728           *                 *                 19.57485          0.01315           
55   91   3.63438           0.07055           *                 *                 *                 *                 
55   92   4.47055           0.08799           *                 *                 *                 *                 
55   93   3.35503           0.57762           *                 *                 25.22777          0.57631           
56   58   *                 *                 1.53035           0.17384           *                 *                 
56   63   *                 *                 3.46969           0.20067           *                 *                 
56   64   12.36987          0.36084           3.87256           0.30049           *                 *                 
56   65   9.92543           0.332             4.14309           0.1422            *                 *                 
56   66   11.93748          0.14458           4.79742           0.03117           *                 *                 
56   67   9.11735           0.03046           4.80412           0.03417           *                 *                 
56   68   11.50614          0.0174            5.3351            0.0174            *                 *                 
56   69   8.64949           0.01672           5.22561           0.01387           *                 *                 
56   70   11.07328          0.01672           5.87132           0.0147            *                 *                 
56   71   8.21698           0.01698           5.75963           0.01669           *                 *                 
56   72   10.65724          0.01529           6.45046           0.01153           *                 *                 
56   73   7.73436           0.01485           6.42215           0.01225           *                 *                 
56   74   10.26836          0.01093           7.05015           0.00531           -20.66537         0.02808           
56   75   7.4935            0.0003            7.07234           0.00882           -18.91481         0.02809           
56   76   9.82237           0.00296           7.66402           0.00512           -17.00903         0.02423           
56   77   7.18994           0.00036           7.6865            0.00214           -15.22109         0.04659           
56   78   9.46773           0.00107           8.16788           0.0004            -13.30341         0.01182           
56   79   6.97196           0.0001            8.2483            0.00041           -11.63675         0.0193            
56   80   9.10774           4e-05             8.59405           0.00108           -9.68762          0.01182           
56   81   6.90561           8e-05             8.67149           0.00186           -8.14103          0.01149           
56   82   8.61172           4e-05             9.005             0.00018           -6.24355          0.01182           
56   83   4.72343           4e-05             9.31531           0.00916           -2.92205          0.02585           
56   84   6.42894           0.00797           9.85942           0.00856           0.9804            0.02906           
56   85   4.52558           0.01115           9.96361           0.01148           4.47225           0.00879           
56   86   6.16883           0.01012           10.63522          0.01213           8.13205           0.00616           
56   87   4.18391           0.01451           10.70961          0.01662           10.07171          0.0134            
56   88   5.90454           0.01861           11.38652          0.02661           11.98421          0.01354           
56   89   3.71735           0.07201           11.43401          0.07513           14.02215          0.07087           
56   90   5.65638           0.10026           12.23203          0.07178           15.931            0.07231           
56   92   *                 *                 13.2831           0.09951           19.4              0.08413           
57   60   *                 *                 -0.80349          0.01141           *                 *                 
57   67   *                 *                 1.8926            0.05795           *                 *                 
57   68   11.5721           0.06233           1.95856           0.0288            *                 *                 
57   69   9.2854            0.09415           2.59447           0.09119           *                 *                 
57   70   10.99362          0.09415           2.51481           0.0288            *                 *                 
57   71   8.80745           0.06031           3.10528           0.05565           *                 *                 
57   72   10.76554          0.05833           3.21358           0.02323           *                 *                 
57   73   8.37321           0.03333           3.85242           0.02816           *                 *                 
57   74   10.21256          0.03813           3.79662           0.02808           *                 *                 
57   75   8.04231           0.04811           4.34542           0.03926           *                 *                 
57   76   9.82546           0.04811           4.34851           0.02796           -20.08674         0.05754           
57   77   7.79558           0.03432           4.95416           0.01995           -18.4799          0.06109           
57   78   9.50318           0.0223            4.98961           0.01              -16.67296         0.05953           
57   79   7.45775           0.05385           5.4754            0.05292           -14.83897         0.09431           
57   80   9.13502           0.05459           5.50269           0.01341           -13.02778         0.0187            
57   81   7.49535           0.01384           6.09242           0.00352           -11.58439         0.02772           
57   82   8.77801           0.00257           6.25871           0.00241           -9.73487          0.01368           
57   83   5.16098           4e-05             6.69626           0.00241           -6.11446          0.03692           
57   84   6.68851           0.00431           6.95582           0.00899           -2.41527          0.0147            
57   85   5.16787           0.00681           7.59811           0.0098            1.12213           0.02569           
57   86   6.22361           0.01609           7.6529            0.01635           4.77866           0.01553           
57   87   4.77669           0.05114           8.24568           0.05054           6.52866           0.04886           
57   88   6.16571           0.10247           8.50685           0.0911            8.28692           0.09012           
57   89   4.20743           0.11495           8.99693           0.09978           10.33693          0.0715            
57   90   5.79677           0.08603           9.13732           0.0868            12.19953          0.04802           
57   91   4.35132           0.07607           *                 *                 13.7435           0.05927           
58   68   *                 *                 4.35014           0.03813           *                 *                 
58   69   9.22637           0.06416           4.29111           0.10736           *                 *                 
58   70   11.62962          0.06416           4.92712           0.03813           *                 *                 
58   71   8.8249            0.03952           4.94457           0.0612            *                 *                 
58   72   11.20673          0.03952           5.38576           0.03491           *                 *                 
58   73   8.36381           0.04365           5.37636           0.0424            *                 *                 
58   74   10.82995          0.03934           5.99374           0.0347            *                 *                 
58   75   8.02052           0.02628           5.97195           0.04244           *                 *                 
58   76   10.48407          0.02614           6.63057           0.03459           *                 *                 
58   77   7.86026           0.02319           6.69525           0.02278           -21.76771         0.15502           
58   78   9.91472           0.01729           7.10679           0.01665           -19.65742         0.01826           
58   79   7.48154           0.00016           7.13058           0.05456           -17.85317         0.0444            
58   80   9.76129           0.01623           7.75684           0.01631           -16.07073         0.01558           
58   81   7.45529           0.01221           7.71679           0.00741           -14.57225         0.01313           
58   82   9.2021            0.00718           8.14088           0.00183           -12.62732         0.01274           
58   83   5.42814           0.0001            8.40804           0.00183           -9.50144          0.00875           
58   84   7.16969           0.00241           8.88923           0.00459           -5.54559          0.00594           
58   85   5.14484           9e-05             8.86619           0.00525           -2.08881          0.00359           
58   86   6.89631           0.00331           9.53889           0.01555           1.53497           0.0031            
58   87   4.73117           0.04151           9.49336           0.06403           3.5609            0.04147           
58   88   6.64997           0.07829           9.97763           0.11193           5.32638           0.06649           
58   89   4.42457           0.07307           10.19477          0.0776            7.24333           0.03045           
58   90   6.43333           0.04227           10.83132          0.05627           8.95141           0.02935           
58   91   4.37564           0.1012            10.85565          0.11341           10.44684          0.09689           
58   92   6.1999            0.10801           *                 *                 *                 *                 
58   93   4.74843           0.11313           *                 *                 *                 *                 
59   62   *                 *                 -0.837            0.05              *                 *                 
59   69   *                 *                 1.64412           0.06499           *                 *                 
59   70   11.51412          0.04215           1.52861           0.04086           *                 *                 
59   71   9.47322           0.07085           2.17693           0.07009           *                 *                 
59   72   11.17412          0.08278           2.14433           0.05918           *                 *                 
59   73   9.00654           0.07713           2.78706           0.06598           *                 *                 
59   74   10.79544          0.05818           2.75255           0.02407           *                 *                 
59   75   8.64772           0.03761           3.37975           0.03906           *                 *                 
59   76   10.49319          0.03739           3.38888           0.02356           *                 *                 
59   77   8.46267           0.01703           3.99128           0.0165            *                 *                 
59   78   9.92141           0.01463           3.99797           0.00932           *                 *                 
59   79   8.0255            0.0182            4.54194           0.01906           -21.38185         0.03137           
59   80   9.76313           0.01605           4.54378           0.01256           -19.42527         0.01535           
59   81   7.94326           0.00981           5.03175           0.00936           -17.70932         0.05194           
59   82   9.39693           0.00609           5.22658           0.00106           -16.09431         0.01285           
59   83   5.84315           8e-05             5.64159           0.00106           -12.47283         0.03054           
59   84   7.35209           0.00193           5.82399           0.00182           -8.83111          0.0113            
59   85   5.75346           0.00276           6.43262           0.0032            -5.134            0.01116           
59   86   6.94751           0.00747           6.48382           0.00752           -1.63341          0.00776           
59   87   5.15329           0.06209           6.90594           0.07431           0.40848           0.06198           
59   88   6.81226           0.06582           7.06822           0.07028           2.09575           0.02306           
59   89   5.14733           0.03451           7.79098           0.03988           3.77174           0.02775           
59   90   6.59711           0.08601           7.95476           0.08714           5.39001           0.08218           
59   91   5.31843           0.08614           8.89755           0.10033           6.49361           0.02681           
59   92   6.53843           0.03462           9.23608           0.0529            7.88832           0.02297           
59   93   5.1086            0.12458           9.59625           0.15975           9.08644           0.12248           
59   94   5.89192           0.16044           *                 *                 *                 *                 
59   95   4.64412           0.18367           *                 *                 13.54291          0.15163           
60   70   *                 *                 4.11164           0.04086           *                 *                 
60   71   9.24407           0.03952           3.8825            0.07009           *                 *                 
60   72   11.72814          0.03697           4.43651           0.05751           *                 *                 
60   73   8.97788           0.05249           4.40786           0.07347           *                 *                 
60   74   11.3854           0.04805           4.99782           0.0172            *                 *                 
60   75   8.63862           0.02263           4.98872           0.04038           *                 *                 
60   76   11.05687          0.02263           5.5524            0.01671           *                 *                 
60   77   8.4522            0.01648           5.54193           0.01669           *                 *                 
60   78   10.5092           0.01648           6.12972           0.01669           *                 *                 
60   79   8.04493           0.02842           6.14915           0.02948           *                 *                 
60   80   10.33139          0.03806           6.71741           0.02904           -22.4695          0.03952           
60   81   8.01743           0.02819           6.79157           0.00671           -20.97365         0.02011           
60   82   9.82863           0.00319           7.22327           0.0015            -18.99568         0.02804           
60   83   6.12357           7e-05             7.50369           0.0015            -15.77506         0.20032           
60   84   7.81703           5e-05             7.96864           0.00135           -11.99366         0.02804           
60   85   5.75529           0.00025           7.97046           0.00241           -8.50977          0.0189            
60   86   7.56523           9e-05             8.58818           0.00707           -4.83787          0.00422           
60   87   5.2922            9e-05             8.7271            0.06169           -2.78887          0.00212           
60   88   7.33278           0.00164           9.24763           0.023             -1.13757          0.00242           
60   89   5.03879           7e-05             9.13909           0.02572           0.75258           0.00371           
60   90   7.38011           0.0027            9.92208           0.08212           2.07911           0.0064            
60   91   5.33455           0.0001            9.9382            0.026             3.24202           0.00357           
60   92   7.27648           0.02447           10.67625          0.03348           4.55614           0.02453           
60   93   5.26192           0.03664           10.82957          0.12547           5.54117           0.02727           
60   94   6.41412           0.11719           11.35177          0.15406           8.02175           0.11399           
61   72   *                 *                 1.27081           0.05582           *                 *                 
61   73   9.40242           0.07659           1.69535           0.07419           *                 *                 
61   74   11.31012          0.08234           1.62007           0.05986           *                 *                 
61   75   9.29173           0.09766           2.27318           0.08041           *                 *                 
61   76   10.94622          0.07914           2.16253           0.0176            *                 *                 
61   77   8.93874           0.03043           2.64907           0.0298            *                 *                 
61   78   10.62752          0.03062           2.76739           0.01793           *                 *                 
61   79   8.78139           0.03923           3.50384           0.045             -27.7243          0.80134           
61   80   10.3877           0.0394            3.56015           0.03124           -25.98211         0.10618           
61   81   8.70528           0.02869           4.248             0.02534           *                 *                 
61   82   9.88014           0.02528           4.29951           0.00241           -22.53133         0.05971           
61   83   6.52669           0.00151           4.70263           0.00225           -19.05292         0.02813           
61   84   7.92397           0.00149           4.80957           0.00218           -15.39292         0.05691           
61   85   6.25743           0.00461           5.31172           0.00416           -11.69051         0.04535           
61   86   7.65937           0.00421           5.40586           0.0009            -8.29592          0.01173           
61   87   5.89528           0.00565           6.00893           0.00569           -6.33144          0.01514           
61   88   7.27066           0.00658           5.94681           0.00344           -4.57527          0.00509           
61   89   5.60341           0.02031           6.51144           0.02009           -2.49279          0.02133           
61   90   7.86321           0.02057           6.99454           0.00449           -1.76571          0.00622           
61   91   5.93836           0.02628           7.59835           0.02591           -0.53807          0.04767           
61   92   7.4937            0.02808           7.81557           0.02679           0.63556           0.01152           
61   93   5.88505           0.04601           8.4387            0.05237           1.66358           0.06367           
61   94   6.54616           0.05385           8.57074           0.11786           4.28118           0.0323            
61   95   5.31832           0.04558           *                 *                 5.87728           0.03449           
61   96   6.22451           0.11704           9.13216           0.23173           8.3972            0.11191           
61   97   4.79056           0.16926           *                 *                 10.38455          0.12699           
62   73   *                 *                 3.40743           0.16506           *                 *                 
62   74   12.02502          0.15513           4.12233           0.06              *                 *                 
62   75   9.28578           0.04419           4.11638           0.08883           *                 *                 
62   76   11.54373          0.04401           4.71389           0.0176            *                 *                 
62   77   8.95377           0.01607           4.72892           0.02957           *                 *                 
62   78   11.14703          0.01657           5.24843           0.01838           *                 *                 
62   79   8.55402           0.01519           5.02106           0.03783           *                 *                 
62   80   11.12554          0.01012           5.75891           0.01508           *                 *                 
62   81   8.60162           0.00608           5.65525           0.02532           *                 *                 
62   82   10.52008          0.00236           6.29519           0.00273           -25.38742         0.03087           
62   83   6.7571            0.0003            6.5256            0.00255           -22.3695          0.04573           
62   84   8.41546           0.00303           7.01709           0.0035            -18.44774         0.02734           
62   85   6.34151           0.00295           7.10117           0.00421           -15.08422         0.01991           
62   86   8.14141           0.00028           7.5832            0.00041           -11.48267         0.01082           
62   87   5.87107           0.00087           7.55899           0.00557           -9.42677          0.00876           
62   88   7.98673           0.00038           8.27506           0.00351           -7.74038          0.00454           
62   89   5.59646           0.00011           8.26811           0.02              -5.82388          0.00351           
62   90   8.2576            0.00062           8.6625            0.00485           -4.64431          0.00482           
62   91   5.8684            0.00013           8.59254           0.02591           -3.41608          0.00403           
62   92   7.96707           0.00088           9.0659            0.01083           -2.06343          0.00751           
62   93   5.80696           0.00027           8.98781           0.04472           -1.03732          0.01183           
62   94   7.2444            0.00927           9.68606           0.0314            1.1595            0.01111           
62   95   5.43442           0.05107           9.80216           0.06082           2.69446           0.05062           
62   96   6.55056           0.09301           10.12821          0.13656           5.19944           0.07831           
62   97   5.07195           0.12718           10.4096           0.16179           6.96018           0.10025           
63   67   *                 *                 -1.028            0.015             *                 *                 
63   68   *                 *                 -0.9392           0.007             *                 *                 
63   75   *                 *                 1.01326           0.05077           *                 *                 
63   76   11.71972          0.03088           1.18925           0.01768           *                 *                 
63   77   9.65921           0.05319           1.89469           0.05267           *                 *                 
63   78   11.01194          0.05307           1.75959           0.01778           *                 *                 
63   79   9.46462           0.03303           2.6702            0.03166           *                 *                 
63   80   10.99382          0.03245           2.53847           0.01236           *                 *                 
63   81   9.45057           0.01542           3.38742           0.01115           *                 *                 
63   82   10.4481           0.01123           3.31544           0.00271           *                 *                 
63   83   7.19517           0.00659           3.75352           0.00603           *                 *                 
63   84   8.49953           0.00637           3.83759           0.00361           -21.71302         0.02813           
63   85   6.82332           0.01049           4.31939           0.01031           -18.28719         0.12988           
63   86   8.21538           0.01086           4.39336           0.00378           -14.75816         0.0187            
63   87   6.42203           0.00719           4.94432           0.00621           -12.84937         0.01552           
63   88   7.93314           0.0062            4.89072           0.00055           -11.02701         0.0119            
63   89   6.30672           0.0001            5.60099           0.00055           -9.28623          0.01414           
63   90   8.55029           0.00012           5.89367           0.00072           -8.35406          0.00523           
63   91   6.44223           0.00024           6.4675            0.00076           -7.10017          0.00826           
63   92   8.1514            0.0004            6.65184           0.00114           -5.78479          0.01806           
63   93   6.33968           0.00535           7.18456           0.00539           -4.73828          0.04509           
63   94   7.44591           0.00712           7.38607           0.01038           -2.6385           0.025             
63   95   5.81556           0.07697           7.76721           0.09179           -1.02064          0.08147           
63   96   6.91295           0.07714           8.1296            0.07858           1.28258           0.00759           
64   76   *                 *                 3.67317           0.03088           *                 *                 
64   77   9.51327           0.03423           3.52723           0.0552            *                 *                 
64   78   11.80661          0.03423           4.3219            0.03067           *                 *                 
64   79   9.34419           0.20224           4.20147           0.20262           *                 *                 
64   80   11.59843          0.20224           4.80608           0.03003           *                 *                 
64   81   9.23918           0.03366           4.59469           0.02166           *                 *                 
64   82   11.23713          0.01934           5.38372           0.00471           *                 *                 
64   83   7.3412            0.00406           5.52975           0.00614           *                 *                 
64   84   8.98408           0.00125           6.0143            0.00265           *                 *                 
64   85   6.92894           0.00319           6.11993           0.01073           -21.39184         0.02822           
64   86   8.70663           0.00679           6.61118           0.00704           -17.93588         0.01827           
64   87   6.49746           0.00664           6.68661           0.00678           -15.92894         0.01687           
64   88   8.59061           0.00301           7.34408           0.00117           -14.21403         0.01097           
64   89   6.24694           0.00013           7.2843            0.00116           -12.40186         0.00886           
64   90   8.89471           0.00017           7.62872           0.00115           -11.10106         0.00523           
64   91   6.43522           0.00018           7.62171           0.00115           -9.86166          0.00629           
64   92   8.53639           7e-05             8.0067            0.0012            -8.32938          0.02456           
64   93   6.3598            0.00015           8.02682           0.00529           -7.41084          0.02806           
64   94   7.93739           6e-05             8.5183            0.00483           -5.39294          0.02534           
64   95   5.94309           0.00012           8.64583           0.07682           -4.00115          0.0036            
64   96   7.45142           0.00069           9.1843            0.00695           -1.89014          0.02456           
64   97   5.6354            0.001             *                 *                 *                 *                 
64   98   6.8459            0.00393           *                 *                 2.05533           0.00463           
65   76   12.12988          0.80738           0.04754           0.10891           *                 *                 
65   78   *                 *                 0.76385           0.06584           *                 *                 
65   79   10.0051           0.06584           1.42476           0.20224           *                 *                 
65   80   11.58398          0.06332           1.41031           0.06332           *                 *                 
65   81   9.95984           0.07261           2.13098           0.04895           *                 *                 
65   82   11.05396          0.04663           1.94781           0.01222           *                 *                 
65   83   7.85976           0.01826           2.46636           0.01417           *                 *                 
65   84   9.02684           0.01449           2.50912           0.00334           *                 *                 
65   85   7.68589           0.00809           3.26606           0.00796           *                 *                 
65   86   8.59029           0.00834           3.14972           0.00719           -20.84772         0.02071           
65   87   7.166             0.04021           3.81827           0.04011           -18.95363         0.08379           
65   88   8.66733           0.04019           3.89499           0.0039            -17.30485         0.0188            
65   89   6.91307           0.04547           4.56111           0.0453            -15.73274         0.04758           
65   90   9.16376           0.04684           4.83016           0.01192           -14.61907         0.0177            
65   91   6.91442           0.01245           5.30937           0.00368           -13.25769         0.01632           
65   92   8.74442           0.00369           5.5174            0.00033           -12.06135         0.02806           
65   93   6.77791           0.00097           5.93551           0.00094           -10.77402         0.02535           
65   94   8.13315           0.00063           6.13127           0.00074           -8.96865          0.02806           
65   95   6.37521           0.00013           6.56338           0.00076           -7.54063          0.03437           
65   96   7.69657           0.00055           6.80853           0.00101           -5.56948          0.02807           
65   97   6.28442           0.03639           7.45755           0.0364            -4.19773          0.04481           
65   98   6.99143           0.03658           7.60308           0.00566           -1.86633          0.00683           
65   99   5.55321           0.10008           *                 *                 -0.19483          0.10386           
65   101  *                 *                 *                 *                 4.13381           0.10067           
66   78   *                 *                 3.43911           0.06707           *                 *                 
66   79   9.77502           0.05503           3.20903           0.05352           *                 *                 
66   80   12.33722          0.05309           3.96226           0.06296           *                 *                 
66   81   9.70504           0.03355           3.70746           0.04934           *                 *                 
66   82   11.74296          0.02242           4.39645           0.0159            *                 *                 
66   83   7.92698           0.01372           4.46367           0.01641           *                 *                 
66   84   9.67312           0.00953           5.10995           0.00529           *                 *                 
66   85   7.51296           0.00505           4.93703           0.00794           -27.21468         0.30051           
66   86   9.43717           0.00525           5.7839            0.00611           -23.81888         0.20849           
66   87   7.09663           0.00598           5.71453           0.0402            *                 *                 
66   88   9.31972           0.00839           6.36691           0.00837           -20.46443         0.01885           
66   89   6.83307           0.01394           6.28691           0.0468            -18.65648         0.02049           
66   90   9.44123           0.01              6.56439           0.01018           -17.26534         0.01305           
66   91   6.96937           0.00574           6.61934           0.00724           -15.98607         0.01193           
66   92   9.05554           0.00574           6.93045           0.00256           -14.39729         0.00843           
66   93   6.83268           0.00267           6.98523           0.00132           -13.3305          0.01839           
66   94   8.5759            0.00146           7.42799           0.00125           -11.50845         0.01652           
66   95   6.45439           8e-05             7.50717           0.00125           -10.21692         0.01601           
66   96   8.19699           6e-05             8.00759           0.00133           -8.35528          0.01601           
66   97   6.27101           5e-05             7.99418           0.03636           -7.08228          0.01601           
66   98   7.65811           7e-05             8.66086           0.004             -4.95058          0.01601           
66   99   5.71596           5e-05             8.82361           0.1               -3.33071          0.02806           
66   100  7.0435            0.0004            *                 *                 -1.00164          0.00806           
66   101  5.41775           0.06024           9.4654            0.11674           0.6575            0.06036           
66   102  6.69894           0.1524            *                 *                 3.01047           0.14006           
66   103  5.11024           0.33166           *                 *                 *                 *                 
67   73   *                 *                 -1.0939           0.01              *                 *                 
67   74   *                 *                 -1.17678          0.00743           *                 *                 
67   80   *                 *                 0.57231           0.03894           *                 *                 
67   81   10.24915          0.13246           1.11643           0.13098           *                 *                 
67   82   11.74441          0.13078           1.11788           0.02122           *                 *                 
67   83   8.33082           0.02318           1.52172           0.01659           *                 *                 
67   84   9.7555            0.0185            1.6041            0.01243           *                 *                 
67   85   8.0475            0.0184            2.13864           0.01447           *                 *                 
67   86   9.48246           0.01497           2.18393           0.00653           -26.61143         0.20873           
67   87   7.69612           0.00955           2.78342           0.00906           *                 *                 
67   88   9.46678           0.01976           2.93048           0.01945           -23.4855          0.0269            
67   89   7.3862            0.04816           3.48361           0.04629           -21.60463         0.08617           
67   90   9.5457            0.05095           3.58807           0.0253            -20.3458          0.03075           
67   91   7.43341           0.03657           4.05211           0.02761           -18.97665         0.03111           
67   92   9.21617           0.02727           4.21274           0.00379           -17.6209          0.03786           
67   93   7.1235            0.01531           4.50356           0.01507           -16.11813         0.05882           
67   94   8.8861            0.01516           4.81375           0.00218           -14.6405          0.02813           
67   95   6.91559           0.00361           5.27495           0.00313           -13.21025         0.07514           
67   96   8.40815           0.00313           5.48611           5e-05             -11.59253         0.02806           
67   97   6.67444           0.00145           5.88954           0.00145           -10.3447          0.02808           
67   98   7.98882           0.00115           6.22025           0.00088           -8.4623           0.02666           
67   99   6.24364           2e-05             6.74793           0.00088           -7.05592          0.02991           
